"gene_id","832_M_281","832_M_BTK_217","832_N_273","832_N_BTK_209","832_P_289","832_P_BTK_225","832_T_297","832_T_BTK_233","833_M_280","833_M_BTK_216","833_N_272","833_N_BTK_208","833_P_288","833_P_BTK_224","833_T_296","833_T_BTK_232","entrez_id","transcript_id","gene_symbol"
13803,45.86,102.9,112.77,174.04,1717.86,266.38,214.78,89.39,30.86,12.81,11.02,3670.7,184.73,5.91,15.55,3,"54822","uc001zyr.3,uc001zyt.4,uc001zyu.3,uc010bew.2","TRPM7"
13804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cch.1",NA
13805,0,0,0,0,0,0,0,0,0,0,0,7.54,0,0,0,0,NA,"uc032cci.1",NA
13806,2,0,0,0,52,3,0,0,0,0,0,151,2,0,0,0,"84888","uc001zyv.3","SPPL2A"
13807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ccj.1",NA
13808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cck.1",NA
13809,22.62,11.88,23.83,30.05,78.29,69.18,57.24,16.55,16.02,7.72,2.95,104.05,67.45,0,1,1,NA,"uc001zyw.1",NA
13810,12.75,7.61,78.11,0.99,346.1,22.01,15.79,27.85,6.21,0,5.11,979.8,50.31,1,5.15,0,"23431","uc001zyx.2,uc010bex.1,uc010ufi.2,uc010ufj.2,uc010ufk.2,uc021skz.1","AP4E1"
13811,1,0,0,1,0,0,0.6,0,0,0,0.98,0,1.99,0,0,0,"100132724","uc010ufl.2","DCAF13P3"
13812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ccl.1",NA
13813,3.86,0,2.61,5.41,105.62,22.13,7.7,6.13,2.37,0,1,345.27,9.26,0,1.01,0,"388121","uc001zyy.4","TNFAIP8L3"
13814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1588,NA","uc001zyz.4,uc001zza.4,uc001zzb.2,uc001zzc.1,uc001zzd.3,uc001zze.2,uc010bey.1,uc021sld.1","CYP19A1,NA"
13815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021sla.1",NA
13816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100616369","uc021slb.1","MIR4713"
13817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc001zzf.1",NA
13818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021slc.1",NA
13819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ccm.1",NA
13820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021slf.1",NA
13821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021slg.1",NA
13822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ccn.1",NA
13823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031qrr.1",NA
13824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc001zzh.3",NA
13825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc001zzi.1",NA
13826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021slh.1",NA
13827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc010ufm.1",NA
13828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021sli.1",NA
13829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021slj.1",NA
13830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021slk.1",NA
13831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cco.1",NA
13832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ccp.1",NA
13833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ccq.1",NA
13834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ccr.1",NA
13835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ccs.1",NA
13836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cct.1",NA
13837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ccu.1",NA
13838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ccv.1",NA
13839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ccw.1",NA
13840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ccx.1",NA
13841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ccy.1",NA
13842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc001zzm.3",NA
13843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021sll.1",NA
13844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc001zzo.3",NA
13845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc010ufn.2",NA
13846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021sln.1",NA
13847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc001zzq.4",NA
13848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc010ufo.2",NA
13849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021slo.1",NA
13850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021slp.1",NA
13851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc001zzt.2",NA
13852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc001zzu.4",NA
13853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021slq.1",NA
13854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc001zzv.3",NA
13855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021slr.1",NA
13856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021sls.1",NA
13857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021slt.1",NA
13858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031qrs.1",NA
13859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc010ufp.1",NA
13860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc001zzz.3",NA
13861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc002aaa.1",NA
13862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021slu.1",NA
13863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ccz.1",NA
13864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc002aab.3",NA
13865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc002aac.2",NA
13866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021slv.1",NA
13867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc002aae.3",NA
13868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc010ufq.1",NA
13869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cda.1",NA
13870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021slw.1",NA
13871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc002aaf.3",NA
13872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc002aag.3",NA
13873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021slx.1",NA
13874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc002aai.4",NA
13875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc002aaj.1",NA
13876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021sly.1",NA
13877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc002aak.3",NA
13878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc010ufr.3",NA
13879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cdb.1",NA
13880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031qrt.1",NA
13881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc010ufs.1",NA
13882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021slz.1",NA
13883,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,NA,"uc032cdc.1",NA
13884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021sma.1",NA
13885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021smb.1",NA
13886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cdd.1",NA
13887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cde.1",NA
13888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cdf.1",NA
13889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cdg.1",NA
13890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cdh.1",NA
13891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc002aam.4",NA
13892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc002aan.3",NA
13893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc002aao.3",NA
13894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031qru.1",NA
13895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021smc.1",NA
13896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc002aap.2",NA
13897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc010uft.1",NA
13898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc010ufu.2",NA
13899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031qrv.1",NA
13900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021smd.2",NA
13901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc010ufv.1",NA
13902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc002aar.3",NA
13903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031qrw.1",NA
13904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021sme.1",NA
13905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021smf.1",NA
13906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc002aas.4",NA
13907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021smg.1",NA
13908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021smh.1",NA
13909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc010ufw.1",NA
13910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021smi.1",NA
13911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021smj.1",NA
13912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc002aau.1",NA
13913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031qrx.1",NA
13914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031qry.1",NA
13915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc002aav.1",NA
13916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc002aaw.3",NA
13917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021sml.1",NA
13918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc002aax.3",NA
13919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc010ufx.3",NA
13920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cdi.1",NA
13921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cdj.1",NA
13922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cdk.1",NA
13923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021smm.1",NA
13924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021smn.1",NA
13925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"102465855","uc032cdl.1","MIR7973-2"
13926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"102466250","uc032cdm.1","MIR7973-1"
13927,0,0,0,0,0,0,0,0,0,0,2.4,1.84,1,0,0,0,"342035","uc002aba.3,uc002abb.3,uc010bez.1","GLDN"
13928,0,2,0,0,169.58,3.42,1,1,0,0,0,17.14,3.86,0,0,0,"23312","uc002abc.3,uc002abd.3,uc002abf.3,uc002abg.3,uc010bfa.3,uc010ufy.2","DMXL2"
13929,0,0,0,0,17.1,1,1,0,18.39,0,0,173.49,6.89,0,0,0,"29106","uc002abh.3,uc010ufz.2","SCG3"
13930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cdn.1",NA
13931,0,1,2,0,0,0,0,0,1,1,0,3,0,0,0,0,"256586","uc002abi.3,uc002abj.3","LYSMD2"
13932,10.12,2.08,43.58,27.11,121.98,23.78,50.73,10.57,8,1.01,0,605.68,10.24,0,39,0,"29767","uc002abk.3,uc002abl.4,uc010bfb.3","TMOD2"
13933,41.68,17,0,12.63,282.15,58.44,100.9,59.87,41.68,0,2,1341.72,90.15,0,0,0,"29766,NA","uc002abn.3,uc010bfc.1,uc021smo.1","TMOD3,NA"
13934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cdo.1",NA
13935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cdp.1",NA
13936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cdq.1",NA
13937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100422556","uc032cdr.1","LOC100422556"
13938,5,2,4,0,7.65,1,39,1,9,1,0,122,53.36,0,0,0,"123169","uc002abo.4,uc010bfd.4","LEO1"
13939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cds.1",NA
13940,3,1,0,0,242.98,9.01,6,3,2,1,0,5,3,0,0,0,"5597","uc002abp.3","MAPK6"
13941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10017","uc002abq.3","BCL2L10"
13942,8.04,7,2.6,34.86,44.61,18.09,25.2,13.08,13.78,6.01,1,1295.75,71.15,0,1.7,0,"10681","uc002abr.1,uc002abs.1,uc002abt.1,uc002abu.3","GNB5"
13943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cdt.1",NA
13944,1,2,0,0,33.5,0,1,0,1,0,0,222,0,0,0,0,"100129973","uc031qsa.1","LOC100129973"
13945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cdu.1",NA
13946,3.63,1.86,0.04,0,60.69,21.62,6.03,8.18,3.04,1,1,140.3,21.54,0.99,0,0,"55930","uc010bff.3,uc010uga.2,uc010ugb.2,uc010ugc.2","MYO5C"
13947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100302202","uc021smp.1","MIR1266"
13948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cdv.1",NA
13949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cdw.1",NA
13950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cdx.1",NA
13951,80.17,12,551.44,2.94,534.15,102.19,74.02,5.56,5.59,4.18,1,1449.39,79.72,0,4.69,0,"4644","uc002abx.4,uc002aby.3,uc002abz.1,uc002aca.1,uc002acb.1,uc002acc.1,uc010ugd.2,uc010uge.1","MYO5A"
13952,31.19,10.42,43.42,9.11,934.67,99.52,139.52,34.23,38.81,4,2.05,2160.26,140.26,1.44,22.95,0,"10776","uc002acd.1,uc002ace.1","ARPP19"
13953,86.24,38.92,4,32.69,795.02,679.69,3,13,1,1,2,880,4,5.99,0,0,"56204","uc002acf.4,uc002acg.5,uc002ach.4,uc010bfg.1,uc010ugf.3","FAM214A"
13954,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"3175","uc002aci.2,uc031qsb.1","ONECUT1"
13955,0,0,0,0,29.6,7.39,0,6.35,0,0,0,58.81,0.87,0,0,0,"256764","uc002acj.2,uc010bfh.1,uc010bfi.1,uc031qsc.1,uc031qsd.1,uc031qse.1","WDR72"
13956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc021smq.1",NA
13957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cdy.1",NA
13958,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"440279","uc002acl.3,uc002acm.3,uc032cdz.1","UNC13C"
13959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cea.1",NA
13960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ceb.1",NA
13961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cec.1",NA
13962,21.98,32,6,4,69.01,1,17,39,16,6,2,160.97,5,1,1,0,"51187","uc002acn.3","RSL24D1"
13963,69.77,10.25,27.73,10.33,625.5,132.34,39.31,43.96,66.73,6.79,0,1483.26,102.02,1,7.97,2,"5873","uc002aco.3,uc002acp.3,uc002acq.3,uc002acr.3","RAB27A"
13964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ced.1",NA
13965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cee.1",NA
13966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cef.1",NA
13967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ceg.1",NA
13968,0,0,0,0,54.08,0,0,0,0,0,0,0,1.12,0,0,0,NA,"uc032ceh.1",NA
13969,22.12,4,3.83,2,254.54,6.93,1,30.77,2,1,1,88.87,4.32,0,0,0,NA,"uc021smt.1",NA
13970,0,0,1.17,1,108.92,2.48,7,14.76,0,0,0,215.38,1.14,0,0,0,"9488","uc002act.3,uc010ugg.2","PIGB"
13971,23.03,4.15,5.7,11.13,678.29,211,19.27,42.59,2.19,1,0,602.55,95.56,1,1,0,"9236,100533483,NA","uc002acu.2,uc002acv.2,uc002acw.2,uc002acx.3,uc002acy.3,uc002acz.2,uc010bfk.2,uc010ugh.1,uc021smu.1","CCPG1,DYX1C1-CCPG1,NA"
13972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"693213","uc021smv.1","MIR628"
13973,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,"145788","uc002ada.3","C15orf65"
13974,8.26,1.87,0.96,1,44.65,29.18,23.85,3.91,12.71,2,0.98,202.03,2.5,0,0,0,"161582","uc002adb.3,uc002adc.3,uc002add.3,uc010ugi.2","DYX1C1"
13975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cei.1",NA
13976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cej.1",NA
13977,0.93,5.01,3.19,4.17,162.72,34.02,10.17,4.64,13.94,1,1,258.36,55.43,0,0,0,"26108","uc002adf.2,uc031qsf.2","PYGO1"
13978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"283659","uc002adg.3,uc002adh.3","PRTG"
13979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cek.1",NA
13980,0,0,0,0,76.02,38,0,0,0,0,0,0,0,0,0,0,"4734","uc002adi.4,uc002adj.4,uc002adk.4,uc002adl.4,uc010bfm.4,uc010ugj.3","NEDD4"
13981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cel.1",NA
13982,0,0,0,0,0,0,0,0,0,0,0,7.07,0,0,0,0,NA,"uc032cem.1",NA
13983,246.41,118.43,111,68,2179.96,192.04,203.99,108.03,17,2,34,4294,25.15,0,30,0,"64864","uc002adn.1,uc010bfn.3,uc010ugk.1","RFX7"
13984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cen.1",NA
13985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ceo.1",NA
13986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cep.1",NA
13987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ceq.1",NA
13988,35.51,23.08,33.71,8.29,531.87,62.97,50.76,41.35,13.73,5,16.16,1639.06,69.1,0,3.1,0,"374618","uc002adp.4,uc002adq.1,uc010ugl.3","TEX9"
13989,0,32,0,0,21,0,0,0,0,0,0,2,16,1.96,0,0,"55329","uc002adr.2,uc010bfo.2","MNS1"
13990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc002ads.3",NA
13991,47,51.89,6,17,926.01,156.89,65,15,8.98,0,0,294,0,0,1,0,"54816,145783","uc002adt.3,uc002adu.4,uc002adv.4,uc002adw.1,uc002adx.4,uc002ady.4,uc002adz.1,uc010bfp.3,uc010bfq.4,uc010bfr.2","ZNF280D,LOC145783"
13992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cer.1",NA
13993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ces.1",NA
13994,77,3,88.65,5,1181.68,112.2,150,47,1,1,0,1327.94,133,18.49,38,0,"6938","uc002aea.3,uc002aeb.3,uc002aec.3,uc002aed.3,uc002aee.3,uc010bfs.3,uc010bft.3,uc010ugm.1,uc010ugn.1,uc010ugo.2,uc010ugp.2,uc010ugq.2,uc010ugr.1","TCF12"
13995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cet.1",NA
13996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032ceu.1",NA
13997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cev.1",NA
13998,241.44,74.31,209.13,125.25,66.24,23.42,15.82,4.25,178.79,2.15,2,4342.01,18.72,1.92,4.9,0,"283663","uc010ugs.2,uc010ugt.1","LINC00926"
13999,16.43,1.94,0,7.52,72.55,44.12,11.15,9.28,10.13,0,0,323.62,23,0,0,0,"84952,NA","uc002aeg.3,uc010bfw.3,uc021smw.2","CGNL1,NA"
14000,0,0,0,0,0.26,0.9,0,0,0,0,0,0,0,0,0,0,NA,"uc002aeh.3",NA
14001,47.57,1.26,141.78,7.93,26.94,41.13,19.96,29.42,0,1.23,0,77.44,2.64,0,0,0,"100820829,145781,81488","uc002aei.3,uc002aej.3,uc002aek.3,uc002ael.3,uc002aem.3,uc002aen.3,uc002aeo.3,uc002aep.3,uc002aeq.3,uc002aer.1,uc002aes.3,uc002aet.5,uc002aeu.5,uc010bfx.3,uc010bfy.3,uc031qsg.1","MYZAP,GCOM1,POLR2M"
14002,95.42,0.74,61.22,0,61.06,0,68.01,30.62,0,0.74,0,157.24,0,0,1,0,"81488","uc002aev.1","POLR2M"
14003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8854","uc002aew.3,uc002aex.3,uc002aey.3,uc010ugv.2,uc010ugw.2","ALDH1A2"
14004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"366","uc002aez.2,uc010ugx.1","AQP9"
14005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cew.1",NA
14006,2.41,0,8.43,0,60.16,11.41,9.04,4.23,0.89,0,0,273.19,2.84,0,0,0,"3990","uc002afa.2,uc010bfz.1,uc010bga.2,uc010bgb.1,uc010ugy.2","LIPC"
14007,0,0.91,0.4,2.1,4.43,7.58,3.19,3.19,0,0,0,51.92,1.15,0,0,0,NA,"uc002afb.1",NA
14008,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,NA,"uc002afc.3",NA
14009,36,5,135.79,94.27,599.98,62,51,131.08,23,0,0,1265.66,160.53,0,2,0,"102","uc002afd.2,uc002afe.1,uc002aff.1,uc010bgc.2,uc010ugz.2","ADAM10"
14010,25.6,34.11,28.08,10.53,638.63,71.81,20.42,11.07,23.06,0,0,437.07,56.61,0,0.55,0,"664618","uc031qsh.2","HSP90AB4P"
14011,0,1.04,0,0,0,0.72,0,0,0,0,0,0,1,0,0,0,NA,"uc021smx.1",NA
14012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cex.1",NA
14013,14.87,10.54,9,3.75,128.7,54.91,20.34,14.33,15.47,0.74,1.2,419.45,36.42,0,4.09,0,"54629","uc002afi.3,uc002afj.3,uc002afk.3,uc002afl.3","FAM63B"
14014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,"uc002afm.3",NA
14015,8.64,16.79,8,48.75,166.09,98.58,17,8,18,2,0,2123.94,51.44,4,2,0,"79811","uc002afn.3,uc002afo.3,uc002afp.3,uc002afq.3,uc002afr.1,uc010bgd.3","SLTM"
14016,5,1,47,4,211,13,70,50.83,88,0,0,989,31,0,3,0,"54778","uc002afs.4,uc002aft.4,uc002afu.4,uc002afv.4,uc002afw.4,uc002afx.4,uc002afy.4","RNF111"
14017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cey.1",NA
14018,1,0,35,0,42,0,0,0,0,0,0,0,0,0,0,0,"9133","uc002afz.3,uc031qsi.1","CCNB2"
14019,131.97,16,178,60.25,5,1,1,2,30,1,0,1459,3,0,0,0,"4643","uc002aga.4","MYO1E"
14020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100313886","uc021smy.1","MIR2116"
14021,6,0,12,0,0,0,0,0,0,0,0,70,0,0,0,0,"92483","uc002agb.4","LDHAL6B"
14022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cez.1",NA
14023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cfa.1",NA
14024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"145773","uc002agc.2,uc010uha.2","FAM81A"
14025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc032cfb.1",NA
14026,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,"9245","uc002agd.3,uc002age.3","GCNT3"
14027,15.8,32,6,2,51,1,2,0,2,4,0,16,4,0,1,0,"2958","uc002agg.3","GTF2A2"
14028,9.09,2,8,4,307,205.79,5,250.84,3,14,0,9,127.18,1,1,0,"663","uc010uhb.2,uc010uhc.2","BNIP2"
14029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27023","uc002agj.1,uc010bgh.1","FOXB1"
