"gene_id","832_M_281","832_M_BTK_217","832_N_273","832_N_BTK_209","832_P_289","832_P_BTK_225","832_T_297","832_T_BTK_233","833_M_280","833_M_BTK_216","833_N_272","833_N_BTK_208","833_P_288","833_P_BTK_224","833_T_296","833_T_BTK_232","entrez_id","transcript_id","gene_symbol"
44331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cmi.1",NA
44332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cmj.1",NA
44333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cmk.1",NA
44334,14.08,5.37,2.52,10.36,195.88,56.86,11.36,4.49,6.03,3.09,1.38,208.94,43.27,1,0,0,"54875","uc003zmw.3,uc003zmx.5,uc003zmy.4,uc003zmz.3,uc010mio.4,uc033cml.1","CNTLN"
44335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cmm.1",NA
44336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cmn.1",NA
44337,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,0,0,"6456","uc003zna.3,uc011lmx.1,uc011lmy.2","SH3GL2"
44338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cmo.1",NA
44339,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"92949,NA","uc003znb.3,uc003znc.4,uc003zne.4,uc003znf.4,uc003zng.1,uc022bdu.1","ADAMTSL1,NA"
44340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100422869","uc022bds.1","MIR3152"
44341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cmp.1",NA
44342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc022bdt.1",NA
44343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cmq.1",NA
44344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cmr.1",NA
44345,0,3,0,0,0,0,0,0,0,0,0,37,0,0,0,0,"158297","uc003zni.3,uc010mip.3,uc033cms.1","FAM154A"
44346,1,0,41,65.44,60,6.01,70,1,1,1,0,1539,90,0,0,0,"10670","uc003znj.3","RRAGA"
44347,0,3.13,1,1,266.12,3.07,117,38,1,0,0,99,52,1,6,0,"54801","uc003znk.4,uc003znl.1,uc003znm.1,uc011lmz.3","HAUS6"
44348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"677776","uc003znn.1","SCARNA8"
44349,5,80.89,0,0,13,1,4.1,0,4,9,0,164.02,7.96,0,0,0,"123","uc003zno.3,uc011lna.2,uc011lnb.2","PLIN2"
44350,0,0,0,0,11.58,0,3,2.97,0,0,0,9.22,1.12,0,0,0,NA,"uc003znp.1",NA
44351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc022bdw.1",NA
44352,160.97,4.17,29.9,11.24,254.85,11.16,35,32,48,0,0,949.84,27.83,0,1,0,"55667","uc003znr.3,uc003zns.4,uc003znt.3,uc011lnd.3,uc031tcw.1,uc031tcx.1","DENND4C"
44353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cmt.1",NA
44354,1180.37,796.65,2150.03,254,862.85,140.49,397.75,191,328.28,257.59,48,43048,292.1,18,191,3,"6194","uc003znv.1,uc003znw.1","RPS6"
44355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cmu.1",NA
44356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc022bdx.1",NA
44357,0,0,0,0,64.99,0,0,0,0,0,0,204,0,0,0,0,"340485","uc003znx.1,uc003zny.1,uc003znz.1","ACER2"
44358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cmv.1",NA
44359,1.81,3,3.32,7.36,72.58,16.82,16.49,1.02,0,2,0,173.67,10.97,0,0,0,"25769,NA","uc003zoa.2,uc003zob.2,uc003zoc.1,uc003zod.1","SLC24A2,NA"
44360,0,0,0,2.43,82.96,1,98.02,15,0,0,0,13.19,8,0,7.73,0,"4300","uc003zoe.3,uc003zof.4,uc011lne.2,uc011lnf.2","MLLT3"
44361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100616229","uc022bdy.1","MIR4473"
44362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc022bdz.1",NA
44363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100616441","uc022bea.1","MIR4474"
44364,0,0,1,2,201.31,37,1,24,48,0,0,3.01,135.01,0,1,0,"54914","uc003zog.1,uc003zoh.1","FOCAD"
44365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"574444","uc022beb.1","MIR491"
44366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc022bec.1",NA
44367,30.04,3.17,1,0.79,279.92,50.26,70.89,54.74,4.01,0,3.05,533.42,79.76,0,3,1,"401494","uc010miq.2,uc010mir.1","PTPLAD2"
44368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3456","uc003zok.3","IFNB1"
44369,0,0,0,0,0,27.48,0,0,0,0,0,0,0,0,0,0,"3467","uc003zol.1","IFNW1"
44370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cmw.1",NA
44371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3452","uc003zom.2","IFNA21"
44372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3441","uc003zon.2","IFNA4"
44373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3444","uc003zop.1","IFNA7"
44374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3446","uc003zoq.1","IFNA10"
44375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3449","uc003zor.1","IFNA16"
44376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3451","uc003zos.1","IFNA17"
44377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA,3448","uc003zoo.1,uc010mis.3","NA,IFNA14"
44378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3453","uc003zou.1","IFNA22P"
44379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3442","uc011lnh.2","IFNA5"
44380,1,4,12,1,172,121.38,135,102.01,0,0,0,229,15,0,1,0,"NA,55958","uc003zow.4,uc003zox.4,uc003zoy.3","NA,KLHL9"
44381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3443","uc011lni.2","IFNA6"
44382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3447","uc003zpa.2","IFNA13"
44383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3440","uc003zpb.3","IFNA2"
44384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3445","uc003zpc.1","IFNA8"
44385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3439","uc003zpd.2","IFNA1"
44386,0,0,0,0,0.19,0,0,0,0,0,0,13.76,0,0,0,0,"554202","uc003zpe.2","MIR31HG"
44387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"338376","uc003zpg.3","IFNE"
44388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"407035","uc011lnj.2","MIR31"
44389,62.09,4.73,191.23,13.91,262.47,92.37,6.25,7.25,4.74,2,1.33,1158.14,35.66,0,12.39,0,"4507,100048912","uc003zph.3,uc003zpi.1,uc003zpm.3,uc010mit.3,uc010miw.1,uc011lnk.2,uc011lnl.2,uc022bek.1,uc031tcz.1,uc031tda.1,uc031tdb.1,uc031tdc.1,uc031tdd.1,uc031tde.1","MTAP,CDKN2B-AS1"
44390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51198","uc011lnm.4","C9orf53"
44391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1029","uc003zpj.3,uc003zpk.3,uc010miu.3","CDKN2A"
44392,1,1,0,0,330.38,0,0,0,1,0,0,25,3,0,0,0,"1029","uc003zpl.3","CDKN2A"
44393,0,0,0,0,0,0,0,1,0,0,0,1.02,0,0,0,0,"100048912","uc010mix.1,uc010miz.3,uc022bed.1,uc022bee.1,uc022bef.1,uc022beg.1,uc022beh.1,uc022bei.1,uc022bej.1,uc022bel.1,uc022bem.1,uc022ben.1","CDKN2B-AS1"
44394,0,0,0,0,38,0,0,0,0,0,0,83.01,44,0,0,0,"1030","uc003zpn.3,uc003zpo.3","CDKN2B"
44395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc022bep.1",NA
44396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc022beq.1",NA
44397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cmx.1",NA
44398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cmy.1",NA
44399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"63951","uc003zpp.1","DMRTA1"
44400,0,2.6,1,1,35.04,16.68,0,4,3.2,0,0,28.4,8.35,0,3,0,"441389","uc003zpq.1","LINC01239"
44401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cmz.1",NA
44402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cna.1",NA
44403,3.52,0,0,0,1.5,0,0,0,3.78,0,0,8.2,0,0,0,0,NA,"uc033cnb.1",NA
44404,0,0,0,0,0,0,0,0,0,0,0,7.04,0,0,0,0,NA,"uc033cnc.1",NA
44405,0,1,0,0,4,0.94,1.17,0,0,0,0,14.37,0,0,0,0,NA,"uc003zpr.3",NA
44406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1993","uc003zps.3,uc003zpt.3,uc003zpu.3,uc003zpv.3,uc003zpw.3","ELAVL2"
44407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tdf.1",NA
44408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cnd.1",NA
44409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cne.1",NA
44410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cnf.1",NA
44411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100129669","uc031tdg.1","IZUMO3"
44412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cng.1",NA
44413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cnh.1",NA
44414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cni.1",NA
44415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"286319","uc003zpx.3","TUSC1"
44416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc003zpy.3",NA
44417,0,0,0,0,10.99,2.22,0,0,0,0,0,0,0,0,0,0,"100506422","uc022beu.1","LOC100506422"
44418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cnj.1",NA
44419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cnk.1",NA
44420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cnl.1",NA
44421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cnm.1",NA
44422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc003zpz.1",NA
44423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tdh.1",NA
44424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc003zqa.1",NA
44425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tdi.1",NA
44426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc031tdj.1",NA
44427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc022bev.1",NA
44428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc022bew.1",NA
44429,1,0,2,34.81,125,2,21,0,0,34,0,258,2,1,0,0,"79886","uc003zqb.3,uc003zqc.3","CAAP1"
44430,0.51,0,0,25,123,73,2,3,2,1,0,258,22,0,0,3,"9373","uc003zqd.3,uc003zqe.2","PLAA"
44431,2,2,0,2,5,0,1,0,1,0,0,488,1,0,1,1,"80173","uc003zqf.4,uc003zqg.4,uc010mja.3,uc010mjb.3","IFT74"
44432,12.43,0,4.1,2.97,88.44,38.04,7.4,5.04,10.93,0.74,0,32.83,8.37,0,2.3,0.99,"64922","uc003zqh.3","LRRC19"
44433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cnn.1",NA
44434,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"7010","uc003zqi.4,uc003zqj.1,uc010mjc.1,uc011lnn.1,uc011lno.2,uc011lnp.2","TEK"
44435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cno.1",NA
44436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc022bex.1",NA
44437,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,"158035","uc010mjd.2","LINC00032"
44438,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,"54586","uc003zql.3,uc003zqm.3,uc011lnq.2","EQTN"
44439,111,4,2,0,3,0,0,1,1,1,0,434,1,0,0,0,"79817","uc003zqn.3","MOB3B"
44440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cnp.1",NA
44441,0,0,0,0,70,0,0,0,0,0,0,1,0,0,0,0,NA,"uc003zqo.2",NA
44442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cnq.1",NA
44443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc022bey.1",NA
44444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cnr.1",NA
44445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"56832","uc003zqp.3","IFNK"
44446,3,0,0,1,131,1,0,35,2,2,0,570,0,0,0,0,"203228","uc003zqq.3,uc003zqr.2,uc022bfa.2","C9orf72"
44447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc022bfb.1",NA
44448,16.97,0,2.07,2.11,21.61,10.83,9.98,7.22,3,0,0,127.2,14.09,0,0,0,NA,"uc003zqt.3",NA
44449,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,"158038","uc003zqu.2,uc003zqv.2,uc010mjf.2","LINGO2"
44450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cns.1",NA
44451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cnt.1",NA
44452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cnu.1",NA
44453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100126310","uc022bfd.1","MIR876"
44454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100126316","uc022bfe.1","MIR873"
44455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cnv.1",NA
44456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cnw.1",NA
44457,0,0,0,0,0,0,0,0,0,0,0,0,3.26,0,0,0,NA,"uc033cnx.1",NA
44458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cny.1",NA
44459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cnz.1",NA
44460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033coa.1",NA
44461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"401497","uc031tdk.1","LINC01242"
44462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cob.1",NA
44463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033coc.1",NA
44464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cod.1",NA
44465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033coe.1",NA
44466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cof.1",NA
44467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cog.1",NA
44468,48,3,1,1,79,0,32,1,31,1,0,200,1,0,0,0,"48","uc003zqw.4,uc003zqx.4,uc003zqy.4,uc010mjh.1,uc033coh.1","ACO1"
44469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033coi.1",NA
44470,107.81,35.27,97.83,188.73,2622.37,285.9,249.23,292.03,64.37,0,36.31,3242.1,150.22,13,30.44,0,NA,"uc003zqz.2",NA
44471,5.94,7.77,3,1.89,183.35,97.59,93,69.32,21.44,0,2,422.86,4,0,0,0,"23586","uc003zra.3,uc010mji.3,uc010mjj.3,uc010mjk.1,uc011lnr.1","DDX58"
44472,46.45,3,0,2,108,27.49,8,15,4,2,0,477.97,4.2,0,3,0,"10210","uc003zrb.3,uc003zrc.3","TOPORS"
44473,5.99,5.93,8,1,63,6.72,1,31,13,2,0,54,15,0,6,0,"100129250","uc003zrd.3,uc022bff.2,uc031tdl.1,uc031tdm.1","TOPORS-AS1"
44474,14,12,24.01,5,140.85,20.37,1,3,1,5,0,8,9,0,4,0,"4712","uc003zre.2,uc003zrf.2,uc022bfg.1","NDUFB6"
44475,2.7,0,0,0,45.86,7.36,1.71,3.8,0,0,0,42.06,2.04,0,0,0,"138474","uc003zrg.1","TAF1L"
44476,0,2,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,NA,"uc003zrh.1",NA
44477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033coj.1",NA
44478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cok.1",NA
44479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"401498","uc003zri.4","TMEM215"
44480,2,0,1,16,32,2,1,1,1,1,0,127,107.47,0,0,0,"54840","uc003zrj.3,uc003zrl.3,uc003zrm.3,uc003zrn.3,uc003zro.3,uc003zrp.3,uc003zrq.3,uc003zrr.3,uc003zrs.3,uc003zrt.3,uc003zru.3,uc003zrv.3,uc003zrw.3,uc003zrx.3,uc003zry.3,uc003zsa.1,uc003zsb.2,uc003zsc.2,uc011lns.2","APTX"
44481,126,6,16,5.08,73,93.77,45,58,5.09,6,2,84.91,8.21,0,6,0,"3301","uc003zsd.1,uc003zse.1,uc011lnt.1","DNAJA1"
44482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc022bfk.1",NA
44483,32.36,29.97,146.21,16.08,347.51,70.61,88.4,97.04,16.93,4.21,1.7,1257.71,71.87,1.07,10.59,0,"55234","uc003zsf.1,uc011lnu.1","SMU1"
44484,79.97,176.57,102.52,7,2527.05,167.9,85,11.94,6.92,0,3,2955.98,126,0,2,0,"2683","uc003zsg.2,uc033col.1,uc033com.1","B4GALT1"
44485,0,1,0,0,0.92,0,2,0,0,0,0,0,0,0,0,0,"101929639","uc033con.1,uc033coo.1","B4GALT1-AS1"
44486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"101929639","uc033cop.1","B4GALT1-AS1"
44487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27290","uc003zsh.3","SPINK4"
44488,3.21,4.84,13.45,4,493.08,35.23,8.34,4,2,0,1.04,358.55,39.55,0,0,0,"573","uc003zsj.4","BAG1"
44489,16.01,0,3,1,78.11,32.38,105,2,0,1,0,264.99,0,0,0,0,"51510","uc003zsm.4,uc011lnv.2","CHMP5"
44490,94.33,88.06,112.11,28.94,2403.45,314.82,147.56,101.75,46.04,3.26,48.54,8071.38,177.52,3,3.48,0,"4799","uc003zso.3,uc003zsp.2,uc003zsq.3,uc003zsr.3,uc010mjr.2,uc011lnw.2","NFX1"
44491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033coq.1",NA
44492,0,0,1,0,41.48,0,0,0,0,0,0,0,0,0,0,0,"364","uc003zss.3,uc003zst.3,uc003zsu.1,uc010mjs.2,uc010mjt.2,uc011lnx.1,uc011lny.1,uc011lnz.1,uc011loa.1","AQP7"
44493,1,6,2,0,2263.41,63.04,49,24,0,0,0,0,92.99,0,0,0,"360","uc003zsv.2,uc003zsx.3,uc010mju.3","AQP3"
44494,124.3,2,86,2.94,252.97,35,2,18,3.02,0,0,930,2,2,0,0,"65083","uc003zsy.3,uc003zsz.3,uc003zta.3,uc003ztb.1,uc010mjv.3,uc011lob.2","NOL6"
44495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"102465512","uc033cor.1","MIR6851"
44496,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"441394","uc033cos.1","SUGT1P1"
44497,0,0,0,0,7.27,0,0,4,0,0,0,0,0,0,0,0,"441459","uc010mjw.2","ANKRD18B"
44498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc003ztd.1",NA
44499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc003zte.1",NA
44500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc022bfn.1",NA
44501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc022bfo.1",NA
44502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cot.1",NA
44503,0.62,0,0,0.59,7.49,2.8,1.08,0,0,0,0,9.25,2.24,0,0,0,"304","uc010mjx.3","ANXA2P2"
44504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc022bfp.1",NA
44505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc022bfq.1",NA
44506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc022bfr.1",NA
44507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc022bfs.1",NA
44508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cou.1",NA
44509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc022bft.1",NA
44510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cov.1",NA
44511,1,0,0,3.02,1.17,0,4.11,1.02,0,1,0,0.87,1,0,0,0,"11191","uc003zth.4","PTENP1"
44512,0,0,0,0,1.58,0,8.76,0,0,0,0,0,1.99,0,0,0,"101243555","uc033cow.1","PTENP1-AS"
44513,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,"101929688","uc033cox.1","LINC01251"
44514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5646","uc003zti.4,uc003ztj.4,uc003ztl.4,uc022bfu.1","PRSS3"
44515,22.91,17.69,80.1,4.89,333,17.01,4.01,11.81,3.04,1,0,1437,3,2,0,0,"54926","uc003ztm.3","UBE2R2"
44516,83,2,76.55,2.62,976.82,44.33,44.39,21,1,0,1,1577.21,181.09,0,1,1,"55833,101340252","uc003ztn.1,uc003zto.2,uc003ztp.2,uc003ztq.1,uc003ztr.3,uc003zts.3,uc011loc.2,uc011lod.2,uc011loe.2,uc011lof.2,uc011log.1,uc031tdn.1","UBAP2,SNORD121B"
44517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100113379","uc010mjz.3","SNORD121A"
44518,1,0,0,0,443.22,106.24,62,11,0,0,0,3,2,0,1,0,"25853","uc003ztt.2","DCAF12"
44519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc022bfv.1",NA
44520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc022bfw.1",NA
44521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc003ztu.2",NA
44522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc003ztv.1",NA
44523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033coy.1",NA
44524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033coz.1",NA
44525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cpa.1",NA
44526,57.54,51.99,57.69,4.99,362.28,46.04,2,231.91,23,0,0,514.92,208,0,55.9,0,"51271","uc003ztx.3,uc003zty.3,uc003ztz.3,uc010mka.2,uc011loi.2,uc011loj.2,uc022bfy.1,uc022bfz.1","UBAP1"
44527,1,0,13.97,0,54.22,0,0,0,0,0,0,75,0,0,0,0,"347240","uc003zua.4,uc010mkb.3","KIF24"
44528,3,1,8,4,5,1,0,1,0,0,0,56,0,0,0,0,"318","uc003zub.3,uc003zuc.3,uc003zud.3,uc022bga.1","NUDT2"
44529,0,1,0,0,28,1.1,0,0.81,2.84,4.93,0,103.6,22.6,0,1,0,"57462","uc033cpb.1","KIAA1161"
44530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"84688","uc003zuf.2,uc003zug.2,uc003zuh.2,uc003zui.1,uc022bgb.2","C9orf24"
44531,1,0,60.19,0,155,33.06,1,0,0,0,0,796,24.01,0,0,0,"203259","uc003zuj.3,uc003zuk.3,uc003zul.3,uc011lok.2,uc011lol.2,uc022bgc.1,uc022bgd.1","FAM219A"
44532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cpc.1",NA
44533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27019","uc003zum.4,uc011lom.2,uc033cpd.1","DNAI1"
44534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cpe.1",NA
44535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc022bge.1",NA
44536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cpf.1",NA
44537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"uc033cpg.1",NA
44538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"375704","uc003zun.1,uc003zuo.3","ENHO"
44539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1271","uc003zup.2,uc003zuq.2,uc022bgg.1","CNTFR"
44540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"415056","uc003zur.2,uc003zus.2,uc003zut.2","CNTFR-AS1"
44541,8,4,4,2,1,1,0,0,9,1,0,67,8,1,1,0,"138716","uc003zuu.3,uc003zuv.3","RPP25L"
44542,12,8,6,1,155.96,3,32.83,2,7,4,2,33,122,0,3,0,"11258","uc003zuw.2,uc003zux.2,uc033cph.1,uc033cpi.1,uc033cpj.1","DCTN3"
44543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"138715","uc011lon.2","ARID3C"
44544,0,1,3,0,158,0,40,0,0,0,0,5,2,0,0,0,"10280","uc003zuz.3,uc003zva.5,uc003zvb.4,uc003zvc.4,uc003zvd.4,uc011loo.2,uc033cpk.1,uc033cpl.1,uc033cpm.1","SIGMAR1"
44545,377.65,4,55,1,58,72.02,7,22,43,0,0,477,0,0,6,1,"2592","uc003zve.4,uc003zvf.4,uc011lop.1","GALT"
44546,0,0,0,1,33,0,38,64,0,0,0,238,6,0,0,0,"3590","uc003zvi.4,uc003zvk.4,uc010mke.4,uc011loq.3,uc031tdp.1","IL11RA"
