"gene_id","entrez_id","transcript_id","gene_symbol"
15542,"51621","uc032dkb.1","KLF13"
15544,"161725,100288637","uc032dkd.1,uc032dke.1,uc032dkf.1,uc032dkg.1,uc032dkh.1","OTUD7A,LOC100288637"
15545,"1139","uc032dki.1,uc032dkj.1,uc032dkk.1,uc032dkl.1,uc032dkm.1,uc032dkn.1,uc032dko.1,uc032dkp.1,uc032dkq.1,uc032dkr.1,uc032dks.1,uc032dkt.1","CHRNA7"
15548,"100996255","uc032dkx.1","LOC100996255"
15549,"643699","uc032dky.1,uc032dkz.1","GOLGA8N"
15554,"9824","uc032dle.1,uc032dlf.1,uc032dlg.1,uc032dlh.1,uc032dli.1","ARHGAP11A"
15555,"6447","uc032dlj.1,uc032dlk.1","SCG5"
15558,"26585","uc032dln.1,uc032dlo.1,uc032dlp.1","GREM1"
15559,"100131315","uc032dlq.1","LOC100131315"
15560,"342184","uc032dls.1","FMN1"
15561,"283767","uc032dlt.1","GOLGA6L1"
15565,"100132565,100132979","uc032dlx.1,uc032dly.1,uc032dlz.1,uc032dma.1,uc032dmb.1","GOLGA8F,GOLGA8DP"
15575,"100616382","uc032dml.1","MIR4509-3"
15576,"100287029","uc010bqm.2","DDX11L10"
15577,"102466751","uc032dmn.1","MIR6859-1"
15579,"51728","uc002cfi.2","POLR3K"
15580,"79622","uc002cfj.4","SNRNP25"
15581,"64285","uc002cfl.4,uc010bqo.1,uc010uty.2,uc010utz.2","RHBDF1"
15582,"4350","uc002cfm.4,uc002cfn.4,uc002cfo.4,uc010bqp.3","MPG"
15583,"8131","uc032dmo.1,uc032dmp.1,uc032dmq.1,uc032dmr.1,uc032dms.1,uc032dmt.1,uc032dmu.1","NPRL3"
15584,"3050","uc002cft.1","HBZ"
15585,"3042","uc002cfu.1","HBM"
15586,"3040","uc002cfv.4","HBA2"
15587,"3039","uc002cfx.1","HBA1"
15588,"3049","uc002cfz.3","HBQ1"
15589,"55692","uc002cga.1,uc002cgb.1,uc002cgc.1,uc002cgd.1,uc002cge.1,uc021szo.1","LUC7L"
15591,"83986","uc002cgf.4,uc002cgg.3,uc002cgh.4,uc010bqr.3,uc010uud.2","ITFG3"
15592,"8786","uc002cgi.2,uc002cgj.2,uc002cgk.2,uc010bqs.2,uc010uue.3","RGS11"
15593,"64714","uc002cgn.1,uc002cgo.1,uc010bqt.1","PDIA2"
15594,"398","uc002cgm.1","ARHGDIG"
15595,"8312","uc002cgp.2,uc002cgq.2,uc032dmv.1,uc032dmw.1,uc032dmx.1,uc032dmy.1,uc032dmz.1,uc032dna.1,uc032dnb.1,uc032dnc.1","AXIN1"
15596,"10573","uc002cgs.2","MRPL28"
15597,"58986","uc002cgu.4,uc002cgv.4","TMEM8A"
15598,"100134368","uc002cgw.1","LOC100134368"
15600,"4833","uc002cgz.3,uc032dnd.1,uc032dne.1,uc032dnf.1,uc032dng.1,uc032dnh.1,uc032dni.1","NME4"
15601,"26063","uc002chb.3,uc002chc.3,uc002chd.3,uc002che.1","DECR2"
15602,"9727","uc002chf.3,uc010uuf.2,uc010uug.2","RAB11FIP3"
15604,"64493","uc010uuh.1","LINC00235"
15605,"6650","uc002chg.3,uc002chh.1,uc002chi.3,uc002chj.3","CAPN15"
15606,"100847028","uc031qun.1","MIR5587"
15607,"100423037","uc021szr.1","MIR3176"
15608,"146325","uc002chk.3","PRR35"
15609,"9091","uc002chm.3,uc002chn.3,uc002cho.3,uc002chp.3,uc010bqw.3,uc010uui.2","PIGQ"
15610,"283948","uc002chl.3","NHLRC4"
15611,"57799","uc002chq.3,uc002chr.3,uc021szt.1,uc021szu.1,uc021szv.1","RAB40C"
15613,"117166","uc002cht.1","WFIKKN1"
15614,"84326","uc002chv.2,uc002chw.2,uc002chz.2,uc002cia.2,uc002cib.2,uc032dnk.1,uc032dnl.1,uc032dnm.1,uc032dnn.1,uc032dno.1","C16orf13"
15617,"84331","uc002cic.1,uc002cid.1,uc021szz.1","FAM195A"
15618,"197335","uc002cig.1,uc002cih.1,uc002cii.1,uc002cij.1,uc002cik.1,uc002cil.1,uc002cim.1,uc002cin.1,uc002cio.1,uc010bqx.1","WDR90"
15619,"89941","uc002cip.3,uc002ciq.3,uc010bqy.3,uc032dnp.1","RHOT2"
15620,"9028","uc002cir.2,uc002cis.2,uc010uun.2,uc032dnq.1","RHBDL1"
15621,"10273","uc002cit.3,uc002ciu.3","STUB1"
15622,"339123","uc002ciw.1,uc002ciy.1","JMJD8"
15623,"84219","uc002ciz.1","WDR24"
15624,"146330","uc002cja.3,uc002cjb.3,uc021taa.1","FBXL16"
15625,"79006","uc002cjd.3","METRN"
15627,"65990","uc002cje.4,uc031quo.1","FAM173A"
15628,"124093","uc002cjg.3,uc002cjh.3,uc002cji.3,uc002cjj.3,uc002cjk.2,uc010uuo.1","CCDC78"
15629,"84264","uc002cjl.1,uc002cjn.1,uc002cjo.1,uc010uup.1","HAGHL"
15630,"64428","uc002cjp.3,uc002cjr.3,uc010brc.1,uc010uur.1,uc021tab.1,uc032dnr.1","NARFL"
15631,"64428","uc010uuq.1","NARFL"
15632,"10232","uc002cjt.1,uc002cju.1,uc002cjw.2,uc002cjy.1,uc010brd.1","MSLN"
15633,"724032","uc021tac.1","MIR662"
15634,"113000","uc002cka.3,uc002ckb.3","RPUSD1"
15635,"63922","uc002cke.4,uc002ckf.4,uc002ckg.4,uc010bre.1,uc010brf.3,uc010uus.1","CHTF18"
15636,"51764","uc002ckh.4","GNG13"
15637,"388199","uc010uut.2","PRR25"
15638,"64788","uc002ckk.3,uc010brg.3,uc010bri.3,uc010uuu.3,uc010uuv.1,uc032dns.1","LMF1"
15639,"64788","uc002ckm.1","LMF1"
15640,"30812","uc002ckn.3","SOX8"
15641,"146336","uc002cko.4","SSTR5-AS1"
15642,"6755","uc002ckq.3,uc021taf.1","SSTR5"
15643,"390664","uc010uuw.1","C1QTNF8"
15644,"8912","uc002cks.3,uc002ckt.3,uc002cku.3,uc002ckv.3,uc010brj.3","CACNA1H"
15645,"25823","uc002ckw.2","TPSG1"
15646,"64499","uc032dnt.1,uc032dnu.1,uc032dnv.1","TPSB2"
15647,"7177","uc002ckz.3,uc010uux.2,uc032dnw.1","TPSAB1"
15648,"23430","uc002clb.1,uc010brm.1","TPSD1"
15649,"7329","uc002clc.2,uc002cld.2,uc002cle.2,uc002clf.2,uc002clg.2,uc002clh.1,uc002cli.1","UBE2I"
15650,"8938","uc002clj.3,uc002clk.2,uc010uuz.2,uc010uva.2,uc010uvb.2,uc010uvc.1,uc021tag.1","BAIAP3"
15651,"115939","uc002cll.3","TSR3"
15652,"84572","uc002clm.3","GNPTG"
15653,"64718","uc002clo.3,uc002clp.3,uc002clq.4,uc031qup.2,uc032dnx.1","UNKL"
15654,"283951","uc002clr.4,uc010uvd.3","C16orf91"
15655,"645811","uc010brp.3,uc010uve.2","CCDC154"
15656,"1186","uc002clu.3,uc002clv.3,uc002clw.3","CLCN7"
15657,"390667","uc010uvf.2","PTX4"
15658,"9894","uc002cly.3,uc010uvg.1","TELO2"
15659,"9742","uc002clz.3,uc002cmb.3","IFT140"
15660,"79652","uc002cmc.3,uc002cmd.3","TMEM204"
15664,"57585","uc002cmf.3,uc010uvh.2","CRAMP1L"
15665,"90861","uc002cmg.3,uc010brt.3,uc010bru.4,uc010uvi.2,uc010uvj.2,uc010uvk.2","HN1L"
15666,"23162","uc002cmi.1,uc002cmj.1,uc002cmk.3,uc002cml.3,uc010uvl.2","MAPK8IP3"
15667,"100423012","uc021tai.1","MIR3177"
15668,"4832","uc002cmm.3,uc010brv.3","NME3"
15669,"65993","uc002cmo.3,uc021taj.1","MRPS34"
15670,"197342","uc002cmq.1,uc010brw.1","EME2"
15671,"90864","uc002cmt.3,uc002cmu.3,uc010uvm.2","SPSB3"
15672,"10101","uc002cmw.5,uc002cmx.5,uc032doa.1,uc032dob.1","NUBP2"
15673,"3483","uc002cmy.3,uc010uvn.2,uc010uvo.2","IGFALS"
15674,"3029","uc002cmz.3,uc002cna.3,uc010bry.1,uc010uvp.2","HAGH"
15675,"81889","uc002cnc.1,uc002cnd.3,uc010brz.3","FAHD1"
15676,"254528,64735","uc002cne.2,uc010uvq.1,uc010uvr.2,uc021tal.1","MEIOB,LINC00254"
15678,"64711","uc002cnf.3","HS3ST6"
15679,"51734","uc021tam.1","MSRB1"
15680,"6123","uc002cnh.3","RPL3L"
15681,"4716","uc002cni.2,uc002cnj.2","NDUFB10"
15682,"6187","uc002cnm.2,uc002cnn.2,uc002cno.2","RPS2"
15683,"574042","uc002cnp.1","SNORA10"
15684,"26784","uc002cnq.2","SNORA64"
15685,"735301","uc002cnr.3","SNHG9"
15686,"677844","uc002cns.1","SNORA78"
15687,"146310","uc002cnt.1","RNF151"
15688,"10607","uc002cnu.1,uc002cnv.1,uc002cnw.1,uc010bsc.1","TBL3"
15689,"124056","uc002cnx.4,uc002cny.4,uc002cnz.4,uc002coa.4","NOXO1"
15690,"2671","uc002cob.3,uc002coc.3","GFER"
15691,"9143","uc002cod.3","SYNGR3"
15692,"90850","uc002coe.2,uc002cof.2","ZNF598"
15693,"283869","uc002coh.5","NPW"
15694,"9351","uc002coi.3,uc002coj.3,uc002cok.3,uc021tan.1,uc021tao.1","SLC9A3R2"
15695,"4913","uc002col.1","NTHL1"
15696,"7249","uc002con.3,uc002coo.3,uc002cop.3,uc002coq.3,uc010bsd.3,uc010uvu.1,uc010uvv.2,uc010uvw.2","TSC2"
15697,"5310","uc002cos.1,uc002cot.1,uc010bse.1","PKD1"
15698,"100188847","uc021tap.1","MIR1225"
15699,"102465429","uc032dod.1","MIR6511B1"
15700,"100616258","uc021taq.1","MIR4516"
15701,"100500916","uc021tar.1","MIR3180-5"
15702,"25837","uc002cou.3,uc010bsf.3","RAB26"
15703,"26788","uc002cov.1","SNORD60"
15704,"84231","uc002cow.3","TRAF7"
15705,"57524","uc010bsg.1","CASKIN1"
15706,"64223","uc002coy.3,uc002coz.3,uc002cpb.3,uc002cpc.3,uc002cpd.3,uc002cpe.3,uc002cpf.3,uc002cph.3,uc010uvx.2,uc010uvy.2","MLST8"
15707,"283870","uc002cpi.2,uc010bsh.3","BRICD5"
15708,"283871","uc002cpk.1","PGP"
15709,"1877","uc002cpm.4,uc010bsi.4,uc010bsj.4","E4F1"
15710,"1775","uc002cpn.3,uc002cpo.3,uc002cpp.3,uc002cpq.3","DNASE1L2"
15711,"1632","uc002cpr.3,uc002cps.3","ECI1"
15712,"10921","uc002cpt.4,uc002cpu.4,uc002cpw.4,uc002cpx.4,uc010uwa.3,uc032doe.1,uc032dof.1","RNPS1"
15713,"100500812","uc021tas.1","MIR3677"
15715,"100126328","uc021tat.1","MIR940"
15716,"100616241","uc021tau.1","MIR4717"
15718,"21","uc002cpy.1,uc002cpz.1,uc010bsk.1,uc010bsl.1","ABCA3"
15719,"650655","uc002cqa.1,uc002cqb.1,uc002cqc.1","ABCA17P"
15722,"899","uc002cqd.1,uc002cqe.1","CCNF"
15723,"102465459","uc032dok.1","MIR6767"
15724,"80178","uc002cqg.2,uc002cqh.3,uc002cqi.3,uc010uwb.2","C16orf59"
15725,"102465460","uc032dol.1","MIR6768"
15726,"4917","uc002cqj.3","NTN3"
15727,"57465","uc002cqk.3,uc002cql.3,uc002cqm.3,uc010bsm.3","TBC1D24"
15728,"527","uc002cqn.3,uc021tav.1","ATP6V0C"
15729,"51005","uc002cqp.3,uc002cqq.3,uc010uwc.2,uc010uwd.2","AMDHD2"
15730,"752014","uc002cqr.3","CEMP1"
15731,"100422974","uc021taw.1","MIR3178"
15732,"5170","uc002cqs.4,uc002cqt.4,uc002cqu.4,uc002cqv.1,uc010bsn.4,uc010uwe.2","PDPK1"
15735,"652276","uc002cqx.3","LOC652276"
15736,"652276","uc002cqy.3","LOC652276"
15739,"645644","uc010uwf.2","FLJ42627"
15740,"100507321","uc002crb.3,uc010bsr.2,uc010bss.2","ERVK13-1"
15741,"54442","uc002crd.4","KCTD5"
15742,"83886","uc002cre.3,uc002crf.3,uc002crg.3,uc010bst.1","PRSS27"
15743,"100128788","uc010uwg.1","SRRM2-AS1"
15744,"100128788","uc002crh.1,uc002cri.1","SRRM2-AS1"
15746,"23524","uc002crj.1,uc002crk.3,uc002crl.1,uc010bsu.1","SRRM2"
15747,"6923","uc002crm.3,uc002crn.3","TCEB2"
15748,"260429","uc002cro.1,uc002crp.1,uc032don.1","PRSS33"
15749,"360226","uc010uwi.2","PRSS41"
15753,"10942","uc002crr.4,uc002crs.4,uc002crt.4,uc031qus.1,uc031qut.1","PRSS21"
15754,"124220","uc002cru.3","ZG16B"
15755,"124221","uc002crw.3,uc002crx.3","PRSS30P"
15756,"64063","uc002cry.1","PRSS22"
15757,"114984","uc002csa.3,uc010uwj.2,uc010uwk.2","FLYWCH2"
15758,"84256","uc002csb.3,uc002csc.3,uc002csd.3,uc002cse.3,uc010bsv.3","FLYWCH1"
15759,"79412","uc002csg.3,uc002csh.3,uc002csi.3,uc010bsw.2,uc010bsx.3,uc010uwl.2","KREMEN2"
15760,"124222","uc002csj.5,uc002csk.5,uc002csl.5,uc010uwm.3,uc032dor.1","PAQR4"
15761,"9088","uc002csm.3,uc002csn.3,uc002cso.3,uc002csq.3,uc010bsy.1,uc010uwn.2","PKMYT1"
15762,"283875","uc002csr.2,uc002css.1","LINC00514"
15763,"101929613","uc021tax.1,uc021tay.1,uc021taz.1,uc021tba.1","LOC101929613"
15764,"9080","uc010uwo.1","CLDN9"
15765,"9074","uc002csu.4","CLDN6"
15766,"51330","uc002csv.4,uc002csw.4","TNFRSF12A"
15767,"54985","uc002csx.2,uc002csy.2,uc002csz.2,uc032dos.1,uc032dot.1,uc032dou.1,uc032dov.1","HCFC1R1"
15768,"79228","uc002cta.2,uc002ctb.2,uc002ctd.2","THOC6"
15769,"146439","uc002cte.4,uc002ctf.4","CCDC64B"
15770,"146439","uc010bta.1","CCDC64B"
15771,"100128770","uc031quv.1","LOC100128770"
15773,"64386","uc002cth.3,uc002cti.1","MMP25"
15775,"9235","uc002ctk.3,uc002ctl.3,uc002ctm.3,uc002ctn.3,uc002cto.3,uc002ctp.3,uc002ctq.3,uc002ctr.3,uc002ctt.3,uc002ctu.3,uc010btb.3,uc010uwp.2,uc010uwr.2,uc021tbc.2,uc032dow.1","IL32"
15777,"84891","uc002ctv.2,uc002ctw.2,uc002ctx.2,uc002cty.2","ZSCAN10"
15778,"81854","uc002ctz.3,uc010btd.2,uc010bte.2","ZNF205-AS1"
15779,"7755","uc002cua.3,uc002cub.3,uc031quw.1","ZNF205"
15780,"100507458","uc002cuc.3","ZNF213-AS1"
15781,"7760","uc002cud.3,uc010btf.3,uc010bth.3,uc010uws.2,uc010uwt.4","ZNF213"
15802,"4992","uc010uwu.2","OR1F1"
15804,"26184","uc010uwv.2","OR1F2P"
15805,"7752","uc002cui.2,uc002cuj.2,uc002cuk.2,uc002cul.3,uc002cum.3,uc010bti.2","ZNF200"
15806,"4210","uc002cun.1,uc021tbw.1,uc021tbx.1,uc021tby.1,uc021tbz.1,uc021tca.1,uc021tcb.1","MEFV"
15807,"283876,10127","uc002cuo.2,uc002cuq.3,uc010uww.2","LINC00921,ZNF263"
15809,"91151","uc002cus.3","TIGD7"
15810,"7627","uc002cut.4,uc002cuv.4","ZNF75A"
15811,"4993","uc002cuw.1","OR2C1"
15813,"100463285","uc021tce.1","MTRNR2L4"
15814,"54925","uc002cux.5,uc002cuy.5,uc002cuz.4,uc010uwx.3,uc010uwy.2,uc010uwz.1,uc010uxa.2","ZSCAN32"
15815,"7727","uc002cva.2,uc002cvb.3,uc002cvc.4","ZNF174"
15816,"146434","uc002cvd.3","ZNF597"
15817,"79903","uc002cvg.2,uc002cvh.4,uc010btk.1,uc010btm.3,uc010uxb.1,uc010uxd.2,uc010uxe.2,uc032dpa.1","NAA60"
15818,"79903","uc010btl.3","NAA60"
15819,"102465134","uc032dpb.1","MIR6126"
15820,"646174","uc002cvi.3","C16orf90"
15821,"23059","uc002cvj.2,uc002cvk.2,uc002cvm.2,uc021tcg.2","CLUAP1"
15823,"197358","uc032dpc.1,uc032dpd.1","NLRC3"
15824,"84464","uc002cvp.2,uc002cvq.1","SLX4"
15825,"1773","uc002cvr.3","DNASE1"
15826,"10131","uc002cvs.3,uc002cvt.4,uc010uxf.2","TRAP1"
15828,"1387","uc002cvv.3,uc002cvw.3","CREBBP"
15830,"115","uc002cvx.3","ADCY9"
15832,"6345","uc002cvy.4,uc002cvz.4","SRL"
15833,"100507501","uc002cwa.1","LOC100507501"
15834,"7023","uc010uxg.2","TFAP4"
15836,"84662","uc002cwc.1","GLIS2"
15837,"51025,100529144,79585","uc002cwd.3,uc002cwe.3,uc002cwf.3,uc002cwg.4,uc002cwh.4,uc002cwi.1,uc010btp.1,uc010uxh.2,uc010uxi.2,uc010uxj.1","PAM16,CORO7-PAM16,CORO7"
15838,"114990","uc002cwj.1","VASN"
15839,"9093","uc002cwk.3,uc002cwl.3,uc010uxk.2","DNAJA3"
15840,"57407","uc002cwm.3,uc002cwn.3,uc002cwo.3","NMRAL1"
15841,"3163","uc002cwq.4,uc002cwr.4,uc002cwt.4,uc010bts.4,uc010btt.4,uc032dph.1,uc032dpi.1,uc032dpj.1,uc032dpk.1","HMOX2"
15842,"29965","uc002cwu.3,uc002cwv.3,uc002cww.3,uc010btu.3,uc010uxl.2,uc010uxm.2","CDIP1"
15843,"342346","uc010uxn.2","C16orf96"
15844,"124402","uc002cwx.2","UBALD1"
15845,"23295","uc002cwz.3,uc002cxa.3,uc010uxo.2,uc010uxp.2,uc010uxq.2","MGRN1"
15847,"102466731","uc032dpl.1","MIR6769A"
15848,"84309","uc002cxe.3,uc002cxf.2,uc021tci.1","NUDT16L1"
15849,"124401","uc002cxh.3,uc002cxi.2,uc002cxj.2,uc002cxk.3,uc002cxm.3,uc010uxs.2,uc021tcj.1,uc021tck.1,uc032dpm.1,uc032dpn.1","ANKS3"
15850,"146562","uc002cxn.3","C16orf71"
15851,"26048","uc002cxo.1,uc002cxp.1,uc010uxt.1","ZNF500"
15853,"124404","uc002cxq.3,uc002cxr.3,uc010bty.3","SEPT12"
15854,"440335","uc002cxt.3,uc010btz.1,uc021tcl.1,uc021tcm.1,uc021tcn.1","SMIM22"
15855,"79641","uc002cxu.4,uc002cxv.4,uc002cxw.4,uc010bub.1,uc010uxu.3","ROGDI"
15856,"84656","uc002cxx.4,uc002cxy.3,uc002cxz.1,uc002cya.2,uc010uxv.1","GLYR1"
15857,"29855","uc002cyb.4,uc002cyc.4,uc010uxw.3","UBN1"
15858,"5493","uc002cyd.1","PPL"
15859,"9717","uc002cye.2","SEC14L5"
15861,"51172","uc002cyg.3,uc002cyh.3,uc010buc.3,uc010uxx.2","NAGPA"
15862,"56052,100507589","uc002cyj.3,uc002cym.3,uc010bue.3,uc021tco.1","ALG1,NAGPA-AS1"
15863,"146556","uc002cyk.4,uc010bud.3","C16orf89"
15864,"196483","uc002cyo.3,uc002cyp.3,uc032dpq.1","FAM86A"
15872,"102465867","uc032dpx.1","MIR8065"
15875,"54715","uc002cyr.1,uc002cys.2,uc002cyt.2,uc002cyv.1,uc002cyw.2,uc002cyx.2,uc002cyy.2,uc010buf.1,uc010uxz.1,uc010uya.1,uc010uyb.1,uc010uyc.1","RBFOX1"
15887,"283953","uc010uyd.3","TMEM114"
15888,"283953","uc032dql.1","TMEM114"
15889,"79091","uc002cyz.3,uc021tcq.1","METTL22"
15891,"18","uc002czc.4,uc002czd.4,uc010buh.3,uc010bui.3","ABAT"
15894,"25880","uc002cze.3","TMEM186"
15895,"5373","uc002czf.4,uc010buj.3,uc010uye.1,uc010uyf.2,uc010uyg.2,uc010uyh.2,uc010uyi.2","PMM2"
15900,"23589","uc002czh.2,uc002czi.2,uc031qux.1,uc031quy.1,uc031quz.1,uc031qva.1,uc031qvb.1,uc031qvc.1,uc031qvd.1","CARHSP1"
15901,"7874","uc002czk.3,uc002czl.2,uc010uyj.2,uc010uyk.1,uc010uyl.1","USP7"
15905,"29035","uc002czm.3","C16orf72"
15912,"2903","uc002czo.4,uc002czr.4,uc010buk.3,uc010uym.2,uc010uyn.2","GRIN2A"
15918,"80063","uc002czu.3,uc002czv.3,uc010uyo.2,uc010uyp.2,uc010uyq.2","ATF7IP2"
15921,"2013","uc002czx.3","EMP2"
15923,"146279","uc002czz.1","TEKT5"
15924,"4682","uc002daa.2,uc002dab.2,uc010bum.2","NUBP1"
15925,"780776","uc002dad.3,uc002dae.1,uc002daf.1,uc010bun.2,uc010buo.1,uc010uyr.1,uc010uys.1,uc010uyt.1,uc010uyu.1","TVP23A"
15926,"4261","uc002dag.2,uc002dah.2,uc002dai.4,uc002daj.4,uc002dak.4,uc010bup.2","CIITA"
15927,"28955","uc002dal.3","DEXI"
15929,"23274","uc002dan.4,uc002dao.3,uc002dap.3","CLEC16A"
15930,"8651","uc002dar.1","SOCS1"
15931,"7142","uc002das.3","TNP2"
15932,"58531","uc002dat.2","PRM3"
15933,"5620","uc002dau.1,uc032drf.1,uc032drg.1,uc032drh.1,uc032dri.1,uc032drj.1","PRM2"
15934,"5619","uc002dav.3","PRM1"
15935,"100313773","uc032drk.1","MIR548H2"
15936,"116028","uc002daq.1,uc002daw.1","RMI2"
15938,"101927131","uc032drl.1","LOC101927131"
15939,"9516","uc002daz.3,uc002dba.3,uc002dbb.3,uc002dbd.3,uc002dbe.3","LITAF"
15940,"8303","uc002dbf.4","SNN"
15941,"51061","uc002dbg.1,uc010buu.1","TXNDC11"
15942,"29066","uc002dbh.3,uc002dbi.3,uc002dbj.3,uc002dbl.3,uc002dbm.2","ZC3H7A"
15943,"400500","uc010uyv.2","BCAR4"
15944,"26156","uc002dbp.2,uc010buv.2,uc010buw.2,uc010uyw.2","RSL1D1"
15945,"2935","uc002dbt.3,uc002dbu.3,uc010bux.3","GSPT1"
15947,"608","uc002dbv.3,uc010buy.3,uc010buz.3","TNFRSF17"
15949,"92017","uc002dbw.3,uc002dby.5,uc010uyx.1","SNX29"
15950,"55313","uc002dca.4,uc002dcb.4","CPPED1"
15951,"100616195","uc021tdb.1","MIR4718"
15954,"729993","uc002dcd.2,uc010uyy.2","SHISA9"
15960,"2072","uc002dce.2,uc010bva.3,uc010uyz.1","ERCC4"
15961,"101927348","uc002dcf.3","LOC101927348"
15962,"57496","uc002dcg.3,uc002dch.3,uc002dcj.3,uc010uza.2,uc010uzb.2","MKL2"
15965,"574455","uc021tdg.1","MIR193B"
15966,"100126355","uc021tdh.1","MIR365A"
15969,"5073","uc010uzc.2,uc010uzd.2,uc010uze.2,uc010uzf.2,uc010uzg.2","PARN"
15972,"51283","uc002dco.3,uc010uzh.2","BFAR"
15973,"8399","uc002dcq.3","PLA2G10"
15974,"642778","uc002dcr.4","NPIPA3"
15975,"642778","uc002dct.4,uc032drx.1","NPIPA3"
15976,"730013","uc002dcu.2","ABCC6P2"
15977,"23420","uc002dcv.3","NOMO1"
15978,"100423006","uc021tdk.1","MIR3179-3"
15979,"100846994","uc032dry.1","MIR3670-2"
15980,"100422836","uc010uzj.2","MIR3180-3"
15982,"100288162","uc032drz.1","LOC100288162"
15983,"102466812","uc032dsa.1","MIR6511A2"
15985,"102465908","uc032dsb.1","MIR6770-2"
15986,"9284","uc002dcx.4,uc002dcy.4","NPIPA1"
15987,"23042","uc002dcz.4,uc002dda.5,uc002ddb.5,uc002ddc.4,uc010bvc.2,uc010uzl.3,uc010uzm.3,uc010uzn.3","PDXDC1"
15988,"100422922","uc032dsc.1","MIR1972-2"
15989,"123803","uc002ddd.4,uc010uzo.3,uc031qvf.1","NTAN1"
15990,"54700","uc002dde.3,uc002ddf.1,uc010uzp.2,uc010uzq.2","RRN3"
15992,"102465429","uc032dsg.1","MIR6511B1"
15993,"100500852","uc021tdn.2","MIR3180-4"
15994,"100846994","uc032dsh.1","MIR3670-2"
15995,"100288332","uc010bvf.1,uc010uzu.3","NPIPA5"
15996,"255027","uc002ddm.2,uc002ddn.2","MPV17L"
15997,"89927","uc002ddo.3,uc002ddp.3","C16orf45"
15999,"9665,102465252","uc002ddq.3,uc002ddr.3,uc010uzv.2,uc010uzw.2,uc010uzx.2,uc032dsj.1","KIAA0430,MIR6506"
16000,"54820,619553","uc002dds.3,uc002ddt.1,uc002ddu.1,uc010uzy.2,uc021tdp.1","NDE1,MIR484"
16001,"4629","uc002ddv.3,uc002ddw.3,uc002ddx.3,uc002ddy.3,uc002dea.1,uc002deb.4,uc010bvg.3,uc010bvh.4","MYH11"
16002,"123811","uc002dec.1,uc002ded.3","FOPNL"
16003,"4363","uc002del.4,uc010bvi.3,uc010bvn.3,uc021tdq.1,uc021tdr.1,uc021tds.1,uc021tdt.1","ABCC1"
16005,"368","uc002den.4,uc002deo.4,uc010bvo.3,uc010uzz.1","ABCC6"
16007,"408050","uc002dep.3,uc002deq.3,uc010bvp.2","NOMO3"
16008,"100423006","uc021tdv.1","MIR3179-3"
16009,"100846994","uc032dsm.1","MIR3670-2"
16010,"100422836","uc010vaa.2","MIR3180-3"
16011,"100288162","uc032dsn.1","LOC100288162"
16012,"102466812","uc032dso.1","MIR6511A2"
16013,"339044","uc002der.3,uc010vac.2","PKD1P1"
16014,"102465908","uc032dsp.1","MIR6770-2"
16015,"339044,9284,101059953","uc002dev.4,uc002dew.4,uc010vad.1,uc010vae.1,uc032dsq.1,uc032dsr.1","PKD1P1,NPIPA1,NPIPA8"
16019,"102466812","uc032dst.1","MIR6511A2"
16021,"101059953","uc010vag.2","NPIPA8"
16026,"64131","uc002dfa.3","XYLT1"
16031,"101059953","uc010vai.2","NPIPA8"
16033,"100288162","uc032dtc.1","LOC100288162"
16035,"102466812","uc032dtd.1","MIR6511A2"
16037,"102465908","uc032dte.1","MIR6770-2"
16040,"100422836","uc010val.2","MIR3180-3"
16041,"100846994","uc032dtf.1","MIR3670-2"
16042,"100423006","uc021tea.1","MIR3179-3"
16044,"100846994","uc032dth.1","MIR3670-2"
16045,"100423006","uc032dti.1","MIR3179-3"
16046,"283820","uc032dtj.1,uc032dtk.1,uc032dtl.1","NOMO2"
16047,"653190","uc002dfg.3,uc010vam.2","ABCC6P1"
16049,"6210","uc002dfh.1,uc002dfi.1,uc002dfj.1,uc002dfk.1","RPS15A"
16050,"23204","uc002dfl.1,uc010bvz.1,uc010van.1","ARL6IP1"
16051,"23049","uc002dfm.3,uc010bwa.3,uc010bwb.3,uc021ted.2","SMG1"
16053,"79905","uc002dfp.2,uc002dfq.3,uc010vao.1,uc010vap.2","TMC7"
16056,"10229","uc002dfr.3,uc002dfs.3,uc021tee.1","COQ7"
16057,"162073","uc002dft.3,uc002dfu.4","ITPRIPL2"
16058,"51760","uc002dfw.3,uc002dfx.3,uc002dfy.3","SYT17"
16060,"728276","uc002dga.5,uc031qvg.1","CLEC19A"
16061,"79838","uc002dgb.4,uc002dgc.4,uc002dgd.1,uc002dge.4,uc002dgf.4,uc002dgg.4,uc010vaq.2,uc010var.2","TMC5"
16063,"51573","uc002dgh.3,uc002dgi.3","GDE1"
16064,"9738","uc002dgj.3,uc002dgk.4,uc002dgl.4","CCP110"
16065,"57020","uc002dgm.2,uc002dgn.3,uc002dgo.2,uc002dgp.2,uc010vas.2","C16orf62"
16066,"400506","uc002dgq.3","KNOP1"
16067,"124152","uc002dgr.3,uc002dgs.3,uc010bwc.3,uc010vat.2,uc010vau.2","IQCK"
16068,"51704","uc002dgt.3,uc010vav.2,uc021tef.1","GPRC5B"
16069,"124274","uc002dgu.1,uc010vaw.1","GPR139"
16070,"2813","uc002dgv.3,uc002dgw.3,uc002dgx.3,uc002dgy.3","GP2"
16071,"7369","uc002dgz.4,uc002dha.4,uc002dhb.4","UMOD"
