"gene_id","entrez_id","transcript_id","gene_symbol"
19008,"57003","uc002jbs.4,uc002jbt.2,uc010ddx.3","CCDC47"
19009,"117246","uc002jbz.3,uc002jca.3","FTSJ3"
19010,"5705","uc002jcb.3,uc002jcd.3,uc010ddy.3","PSMC5"
19011,"6603","uc010dea.1,uc010deb.1,uc010wpt.1","SMARCD2"
19012,"146771","uc031rdl.1","TCAM1P"
19013,"1443","uc002jcg.3,uc002jch.3,uc002jci.3","CSH2"
19014,"2689","uc002jcl.2,uc002jcm.2,uc002jcn.2,uc002jco.2","GH2"
19015,"1442","uc002jcs.2","CSH1"
19016,"1444","uc002jcz.1,uc002jda.1,uc002jdb.1,uc002jdc.1,uc002jdd.1,uc021ubn.1","CSHL1"
19017,"2688","uc002jdi.3,uc002jdj.3,uc002jdk.3,uc002jdl.3,uc002jdm.3,uc002jdn.3","GH1"
19018,"974","uc002jdp.1,uc002jdq.1,uc002jdr.1","CD79B"
19019,"6329","uc002jds.1","SCN4A"
19020,"92340","uc002jdt.4,uc010wpu.2,uc010wpv.2,uc010wpw.2,uc021ubo.1,uc032foo.1","PRR29"
19021,"3384","uc002jdu.4,uc002jdv.4,uc002jdw.4,uc002jdx.4,uc010ded.3,uc010wpx.1","ICAM2"
19023,"2081","uc002jdz.2","ERN1"
19025,"692227","uc010dee.1","SNORD104"
19026,"677842","uc002jeb.3","SNORA76C"
19027,"55852","uc002jec.4,uc002jed.4,uc002jee.4","TEX2"
19028,"5175","uc032foq.1,uc032for.1,uc032fos.1","PECAM1"
19029,"284021","uc010wpz.3,uc032fot.1,uc032fou.1,uc032fov.1","MILR1"
19030,"11232","uc002jei.3,uc010deg.2","POLG2"
19031,"1655","uc002jej.2,uc002jek.2,uc002jel.1,uc010deh.2,uc010wqa.1","DDX5"
19032,"100616387","uc021ubr.2","MIR3064"
19033,"100616408","uc021ubs.1","MIR5047"
19034,"90799","uc002jem.3,uc002jen.3,uc002jeo.1,uc010wqb.2","CEP95"
19036,"64750","uc002jep.1,uc002jeq.1,uc002jer.1","SMURF2"
19037,"146880","uc002jet.1,uc002jeu.3,uc010wqc.2,uc010wqd.1","LOC146880"
19038,"102464831","uc032fow.1","MIR6080"
19039,"440456,100422961","uc002jev.3,uc002jew.4,uc010wqe.3,uc021ubu.1","PLEKHM1P,MIR4315-2"
19040,"374819","uc002jex.1,uc002jey.2,uc010dek.2,uc010wqf.1,uc010wqg.1,uc031rdn.1,uc031rdo.1,uc031rdp.1,uc031rdq.1,uc031rdr.1,uc031rds.1,uc031rdt.1,uc031rdu.1,uc031rdv.1,uc031rdw.1,uc031rdx.1,uc031rdy.1,uc031rdz.1,uc031rea.1,uc031reb.1,uc031rec.1,uc031red.2,uc032fox.1","LRRC37A3"
19042,"201283","uc002jez.3,uc002jfa.3,uc002jfb.3,uc010del.2","AMZ2P1"
19043,"10672","uc002jfc.3,uc010wqh.2","GNA13"
19046,"8787","uc002jfd.3,uc002jfe.3,uc002jfg.3,uc010dem.3,uc021ubw.1","RGS9"
19050,"8313","uc002jfh.3,uc002jfi.3,uc002jfj.1,uc010den.1","AXIN2"
19051,"201134","uc002jfk.3,uc002jfl.3,uc002jfm.3,uc010deo.3,uc010dep.2","CEP112"
19054,"350","uc002jfn.4","APOH"
19056,"5578","uc002jfo.1,uc002jfp.1","PRKCA"
19057,"101928001","uc002jfq.1","LOC101928001"
19058,"693219","uc021ubx.1","MIR634"
19060,"27091","uc010wqi.2,uc010wqj.2","CACNG5"
19062,"27092","uc002jft.2","CACNG4"
19063,"786","uc002jfu.3","CACNG1"
19064,"9931","uc002jfv.4,uc002jfx.4,uc010der.3,uc010des.1,uc010wqk.2","HELZ"
19069,"5718","uc002jfy.3,uc002jfz.3,uc002jga.3,uc010det.1","PSMD12"
19070,"26207","uc002jgb.4,uc002jgc.4","PITPNC1"
19071,"100500895","uc032fpl.1","MIR548AA2"
19072,"693131","uc032fpm.1","MIR548D2"
19074,"25926","uc002jgd.1,uc010deu.1,uc010wql.1","NOL11"
19075,"100124536","uc010dev.3","SNORA38B"
19076,"2186","uc002jge.3,uc002jgf.3,uc002jgg.3,uc002jgh.3,uc010wqm.1,uc021uca.1","BPTF"
19077,"284018","uc002jgi.5,uc002jgj.5","C17orf58"
19079,"3838","uc002jgk.3,uc002jgl.3","KPNA2"
19083,"100499466","uc002jgq.3","LINC00674"
19086,"440461","uc010wqn.2","LOC440461"
19087,"51321","uc002jgr.1,uc002jgs.1,uc002jgt.1,uc002jgu.1,uc002jgv.1,uc002jgw.1,uc002jgx.2,uc002jgy.1,uc032fpt.1","AMZ2"
19088,"22901","uc002jhc.2,uc010dex.1,uc031ree.1","ARSG"
19089,"9120","uc002jgz.2,uc002jha.2","SLC16A6"
19094,"5573","uc002jhg.4,uc002jhh.4,uc002jhi.4,uc002jhj.4,uc002jhk.4,uc002jhl.4,uc031ref.1,uc032fpx.1","PRKAR1A"
19095,"55062","uc010dey.3,uc010wqo.2","WIPI1"
19096,"693220","uc021ucf.1","MIR635"
19097,"54757","uc002jhn.3,uc002jho.3,uc010wqp.2","FAM20A"
19099,"10351","uc002jhp.4,uc002jhq.4,uc002jhr.3,uc002jhs.3,uc002jht.3,uc010wqq.3,uc010wqr.2","ABCA8"
19100,"10350","uc002jhu.3,uc002jhv.3,uc010dez.3","ABCA9"
19101,"23460","uc002jhw.1,uc002jhy.3","ABCA6"
19102,"100847008","uc031reg.1","MIR4524B"
19103,"100616316","uc021ucg.1","MIR4524A"
19104,"10349","uc002jhz.3,uc010dfa.1,uc010dfb.1,uc010dfc.1,uc010wqs.1,uc010wqt.1","ABCA10"
19106,"23461","uc002jib.2,uc002jic.2,uc002jid.2,uc002jie.2,uc002jif.2,uc002jig.2,uc002jih.2,uc010dfe.2","ABCA5"
19111,"5608","uc002jii.3,uc002jij.3,uc002jik.3","MAP2K6"
19112,"101928122","uc002jil.5,uc032fqd.1,uc032fqe.1","LINC01483"
19113,"101928141","uc002jim.4,uc032fqf.1","LINC01028"
19114,"3773","uc002jin.4,uc002jio.4,uc002jip.4,uc002jiq.3,uc031reh.1","KCNJ16"
19115,"400617","uc021uci.1","KCNJ2-AS1"
19116,"3759","uc002jir.3,uc010dfg.3","KCNJ2"
19120,"101928165","uc002jis.4","CASC17"
19121,"102606463","uc002jit.2,uc032fqj.1","LINC01152"
19122,"400618","uc002jiu.2,uc002jiv.3","SOX9-AS1"
19123,"6662","uc002jiw.3","SOX9"
19125,"100499467","uc002jiz.2","LINC00673"
19126,"400619","uc021ucl.1","LINC00511"
19127,"201266","uc002jja.3,uc002jjb.3","SLC39A11"
19130,"6752","uc002jje.3","SSTR2"
19131,"9382","uc002jjf.1,uc002jjg.3,uc002jjh.3","COG1"
19132,"84923","uc002jji.4,uc002jjj.4,uc032fqm.1,uc032fqn.1,uc032fqo.1","FAM104A"
19133,"55028","uc002jjk.2,uc002jjl.5,uc002jjm.5,uc010dfj.3,uc010wqu.1,uc032fqp.1","C17orf80"
19134,"642843","uc010dfk.1","CPSF4L"
19135,"23580","uc002jjn.3,uc002jjo.3,uc002jjp.1","CDC42EP4"
19137,"54549","uc002jjt.4,uc010dfm.3,uc010dfn.2","SDK2"
19138,"100134391","uc032fqr.1","LOC100134391"
19139,"283982","uc010dfo.2","LINC00469"
19140,"400620","uc021uco.1","LOC400620"
19141,"6169","uc002jjy.1,uc002jjz.3,uc002jka.3","RPL38"
19142,"85001","uc002jkb.3","MGC16275"
19143,"94015","uc002jkc.3,uc002jkd.3,uc010wqw.2","TTYH2"
19145,"64446","uc002jkf.3,uc002jkg.3,uc002jki.3,uc010dfp.3","DNAI2"
19147,"124602","uc002jkj.2,uc002jkk.2,uc002jkl.2,uc002jkm.4","KIF19"
19148,"388419","uc002jkn.2","BTBD17"
19149,"350383","uc032fqs.1,uc032fqt.1","GPR142"
19150,"55890","uc002jkp.3,uc002jkq.3,uc002jkr.3,uc002jkt.3,uc002jku.3","GPRC5C"
19151,"11314","uc002jkv.4,uc002jkw.4,uc010dfr.4,uc010dfs.4,uc031rej.1","CD300A"
19152,"124599","uc002jkx.3,uc010wqz.1","CD300LB"
19153,"10871","uc002jky.2","CD300C"
19154,"100131439","uc002jkz.2","CD300LD"
19155,"146723","uc002jla.1","C17orf77"
19156,"342510","uc002jlb.2","CD300E"
19157,"326624","uc002jlc.2,uc002jld.2,uc002jlk.3,uc010dfu.3,uc010wrb.2,uc010wrc.2,uc010wre.2,uc032fqw.1","RAB37"
19158,"146722","uc002jlf.4,uc002jlg.4,uc002jlh.4,uc002jli.4,uc002jlj.2,uc010dfw.4,uc010wra.3,uc032fqu.1","CD300LF"
19160,"9368,100500847","uc002jln.1,uc002jlo.4,uc021ucr.1","SLC9A3R1,MIR3615"
19161,"26151","uc002jlq.3,uc002jlr.3","NAT9"
19162,"54868","uc002jls.4,uc010dfx.3,uc010wrf.1,uc010wrg.1","TMEM104"
19163,"2905","uc002jlt.2,uc002jlu.1,uc002jlv.1,uc010wrh.2","GRIN2C"
19164,"2232","uc002jlx.3,uc002jly.3,uc002jlz.3,uc002jmb.3,uc010wri.2,uc010wrj.3,uc010wrk.2,uc010wrl.2,uc010wrm.2","FDXR"
19165,"283985","uc010wrn.1,uc032fqx.1","FADS6"
19168,"124590","uc032fra.1,uc032frb.1","USH1G"
19169,"92736","uc002jmf.1,uc010wrp.2","OTOP2"
19170,"347741","uc010wrq.3,uc010wrr.3","OTOP3"
19171,"283987","uc002jmi.3,uc002jmj.4,uc002jmk.2,uc010wrs.2","HID1"
19172,"30850","uc002jml.4","CDR2L"
19173,"3396","uc002jmm.3","ICT1"
19179,"10476","uc002jmn.1,uc002jmo.1","ATP5H"
19181,"23510","uc002jmp.3,uc002jmq.3,uc010dfy.1,uc010dfz.3","KCTD2"
19182,"9121","uc002jmr.4,uc002jmt.4,uc002jmu.4,uc010wrt.2","SLC16A5"
19183,"79637","uc002jmw.1,uc010dga.1,uc010wru.1","ARMC7"
19184,"30833","uc002jmx.3,uc002jmy.3,uc021ucw.1","NT5C"
19185,"51155","uc002jmz.2,uc002jna.2,uc002jnb.2,uc032fre.1,uc032frf.1,uc032frg.1,uc032frh.1","HN1"
19186,"6613","uc002jne.3,uc002jnf.3","SUMO2"
19187,"79902","uc002jng.1,uc002jnh.1,uc010wrv.1","NUP85"
19189,"23163","uc010wrw.2,uc010wrx.3,uc010wrz.2,uc032frj.1,uc032frk.1,uc032frl.1,uc032frm.1","GGA3"
19191,"51081","uc002jnm.4","MRPS7"
19192,"57409","uc002jnp.4,uc002jnq.4,uc002jnr.4,uc021ucx.2","MIF4GD"
19193,"100287042","uc021ucy.1","LOC100287042"
19194,"60386","uc002jns.4,uc002jnt.4,uc002jnu.4,uc002jnv.4,uc002jnw.4,uc010dge.3","SLC25A19"
19195,"2885","uc002jnx.4,uc002jny.4","GRB2"
19196,"100500841","uc021ucz.1","MIR3678"
19198,"9772,102466911","uc002jnz.4,uc002job.4,uc010wsa.2,uc010wsb.2,uc032frp.1","KIAA0195,MIR6785"
19199,"57513","uc002joc.4,uc002jod.4,uc010wsc.3","CASKIN2"
19200,"283989","uc002joe.1,uc002jof.1","TSEN54"
19201,"3993","uc002jog.1,uc002joh.3,uc002joi.3,uc002joj.3,uc010dgf.1,uc010dgg.2,uc010wsd.2","LLGL2"
19203,"80022","uc002jom.1,uc002jon.1,uc002joo.1,uc002jos.4,uc032frq.1,uc032frr.1,uc032frs.1,uc032frt.1,uc032fru.1","MYO15B"
19204,"80022","uc002joq.5","MYO15B"
19205,"80022","uc010dgj.1","MYO15B"
19206,"9400","uc002jot.4,uc002joz.4,uc002jpa.4,uc002jpb.2,uc010dgk.3,uc010dgl.3","RECQL5"
19207,"643008","uc002jow.2","SMIM5"
19208,"100130933","uc002joy.3","SMIM6"
19209,"29115","uc002jpe.3,uc002jpf.3,uc010dgm.1,uc010wsf.1,uc032frv.1","SAP30BP"
19210,"3691","uc002jpg.3,uc002jph.3,uc002jpi.4,uc002jpj.3,uc010dgo.3,uc010dgp.1,uc010wsh.1","ITGB4"
19211,"2584","uc002jpk.3,uc010wsj.1,uc032frw.1","GALK1"
19213,"3021","uc002jpl.3","H3F3B"
19214,"100616282","uc021udc.1","MIR4738"
19215,"85451","uc002jpn.4,uc002jpo.4,uc021udd.2","UNK"
19216,"201294","uc002jpp.4,uc002jpq.1,uc010dgq.1,uc010wsk.1","UNC13D"
19217,"23558","uc002jps.3,uc010wsl.2,uc010wsm.2,uc010wsn.1","WBP2"
19218,"91107","uc002jpv.3,uc002jpw.3","TRIM47"
19219,"201292","uc002jpx.4,uc031rek.1","TRIM65"
19220,"64978","uc002jpz.1,uc010wso.1","MRPL38"
19221,"85302","uc002jqa.1,uc002jqb.3,uc002jqc.3,uc002jqd.1,uc010dgr.2,uc010wsp.2","FBF1"
19222,"51","uc002jqe.4,uc002jqf.4,uc010wsq.3,uc010wsr.3","ACOX1"
19223,"1018,100529145","uc010dgt.3,uc032fry.1","CDK3,TEN1-CDK3"
19224,"2125","uc002jqi.2,uc010wss.1,uc010wst.1","EVPL"
19225,"6730","uc002jqj.2,uc002jqk.2,uc002jql.2,uc010wsu.2","SRP68"
19226,"8811","uc002jqm.2","GALR2"
19227,"353174","uc002jqn.2,uc002jqo.2,uc010dgu.2","ZACN"
19228,"23265","uc002jqp.3,uc002jqq.4,uc002jqr.4,uc002jqs.4,uc002jqu.2,uc002jqv.2,uc010dgv.3,uc010wsv.3,uc010wsw.3,uc010wsx.3","EXOC7"
19229,"102466753","uc032frz.1","MIR6868"
19230,"2302","uc002jqx.3","FOXJ1"
19231,"100507218","uc002jqy.2","RNF157-AS1"
19232,"114804","uc002jqz.3,uc002jra.3","RNF157"
19236,"283991","uc010wsy.1","UBALD2"
19237,"84074","uc002jrd.1,uc010dgw.1","QRICH2"
19238,"5635","uc010wta.1,uc010wtb.1","PRPSAP1"
19239,"8877","uc002jrf.1,uc002jrg.1,uc002jrh.2,uc002jri.2,uc002jrj.2,uc002jrk.3","SPHK1"
19240,"63893","uc002jrl.4,uc002jrm.4,uc002jrn.4","UBE2O"
19241,"15","uc002jro.3,uc010wte.2,uc021udg.1","AANAT"
19242,"79651","uc002jrq.2,uc002jrr.1,uc002jrs.1,uc010wtf.1,uc021udh.1","RHBDF2"
19244,"114757","uc002jru.2","CYGB"
19245,"768206","uc002jrw.1","PRCD"
19246,"768206","uc002jrx.2","PRCD"
19247,"100507246,677850","uc002jsa.2,uc002jsb.2,uc002jsd.2,uc010dgx.1,uc021udi.1,uc021udj.1","SNHG16,SNORD1C"
19248,"677849","uc010dgy.1","SNORD1B"
19249,"677848","uc002jse.2","SNORD1A"
19250,"10610","uc002jsg.4","ST6GALNAC2"
19251,"55808","uc002jsh.4,uc002jsi.4,uc002jsj.4","ST6GALNAC1"
19252,"439921","uc002jsk.1,uc002jsl.3,uc002jsm.3","MXRA7"
19253,"23210","uc002jsn.1,uc002jso.3","JMJD6"
19254,"124512","uc002jsr.3,uc002jst.3,uc002jsu.3,uc021udk.1,uc021udl.1,uc021udm.1,uc021udn.1","METTL23"
19255,"6427","uc002jsv.3,uc002jsw.2,uc002jsy.4,uc010wtg.2","SRSF2"
19256,"79157","uc002jsz.1,uc002jta.2,uc002jtb.3,uc002jtc.3,uc002jtd.4,uc002jte.3,uc010dha.3,uc010dhb.3","MFSD11"
19257,"693221","uc021udo.1","MIR636"
19259,"146664","uc002jtg.4,uc002jth.3,uc002jti.3,uc002jtj.3","MGAT5B"
19261,"6397,654434","uc002jtm.3,uc002jto.3,uc002jtr.2,uc010dhc.3,uc010wth.2,uc010wti.2,uc010wtj.1,uc021udp.1,uc021udq.1,uc021udr.1,uc021uds.1,uc021udt.1,uc021udu.1,uc021udv.1,uc021udw.1,uc021udx.1","SEC14L1,SNHG20"
19262,"677781","uc002jtl.4","SCARNA16"
19264,"10801","uc002jts.4,uc002jtt.4,uc002jtu.4,uc002jtv.3,uc002jtw.3,uc002jtx.1,uc002jty.4,uc010dhd.3,uc010wtk.2,uc010wtl.2,uc010wtm.2,uc010wtn.2","SEPT9"
19265,"100422851","uc021udy.1","MIR4316"
19268,"100507351","uc021udz.1","LOC100507351"
19270,"100132174","uc032fsg.1","LOC100132174"
19273,"400624","uc002jub.4","FLJ45079"
19275,"57690","uc002juc.2,uc002jud.2,uc002jue.2,uc002juf.2","TNRC6C"
19277,"100131096","uc002juh.4","TNRC6C-AS1"
19278,"11322","uc002jui.1,uc002juj.1,uc002juk.2,uc002jul.1,uc002jum.4,uc002jun.4,uc002juo.2,uc010dhf.1,uc010dhg.1,uc010wtp.1,uc010wtq.1","TMC6"
19279,"147138","uc002jup.2,uc002juq.2,uc010dhh.1,uc010wtr.1","TMC8"
19280,"147138","uc002jur.1","TMC8"
19281,"100141515","uc002jus.4,uc010wts.1","C17orf99"
19283,"9144","uc002jut.3,uc002juu.1","SYNGR2"
19284,"7083","uc002juw.2","TK1"
19285,"125061","uc002juy.3,uc002juz.3,uc002jva.3,uc002jvb.3,uc010dhj.3","AFMID"
19286,"332","uc002jvc.3,uc002jvd.3,uc002jve.1,uc002jvf.3,uc002jvg.3,uc002jvh.3,uc002jvi.3,uc010dhk.1,uc010dhl.1","BIRC5"
19288,"283999","uc002jvk.3,uc010dhm.2,uc021ued.1","TMEM235"
19289,"100996291","uc031ren.1","LOC100996291"
19290,"9021","uc002jvl.3","SOCS3"
19291,"9489","uc002jvm.3,uc002jvn.3,uc002jvo.3,uc002jvp.1,uc010dho.3,uc010wtt.2","PGS1"
19292,"8632","uc002jvq.3,uc002jvs.3,uc002jvv.2,uc010dhp.2","DNAH17"
19293,"100996295","uc031reo.1","DNAH17-AS1"
19296,"9267","uc002jvw.3,uc010wtv.2,uc010wtw.1,uc010wtx.1","CYTH1"
19298,"57602","uc002jvy.1,uc002jvz.1,uc002jwa.1,uc002jwb.1,uc002jwc.1,uc002jwd.1","USP36"
19299,"7077","uc002jwe.3,uc002jwf.3,uc010wty.2","TIMP2"
19300,"100653515","uc002jwg.2,uc021uei.1","KIAA1731NL"
19301,"3959","uc002jwh.3,uc002jwi.3","LGALS3BP"
19302,"124583","uc002jwj.3,uc002jwk.3,uc002jwl.2,uc002jwn.3","CANT1"
19303,"100507410","uc002jwo.3,uc021uek.1","C1QTNF1-AS1"
19304,"114897","uc002jwp.4,uc002jwq.4,uc002jwr.4,uc002jws.4,uc002jwt.3,uc031rep.1","C1QTNF1"
19306,"64772","uc002jwu.1,uc002jwv.4,uc002jww.4,uc010wtz.1","ENGASE"
19307,"146713","uc010dhs.4,uc010wua.3","RBFOX3"
19309,"100616170","uc021uel.1","MIR4739"
19310,"100652929","uc032fsn.1","HP09025"
19311,"339221","uc002jxa.4","ENPP7"
19312,"84733","uc002jxb.2,uc002jxc.3","CBX2"
19313,"57332","uc002jxd.2","CBX8"
19314,"8535","uc002jxe.3","CBX4"
19315,"101928738","uc002jxf.3","LOC101928738"
19316,"125058","uc002jxg.2,uc002jxi.4,uc002jxj.4,uc002jxk.2","TBC1D16"
19317,"55036","uc002jxm.4,uc002jxn.4,uc010dht.3,uc010wub.2,uc021uem.1","CCDC40"
19318,"100616121","uc032fso.1","MIR1268B"
19319,"2548","uc002jxo.3,uc002jxp.3,uc002jxq.3","GAA"
19320,"9775","uc002jxs.3,uc010wuc.2","EIF4A3"
19321,"79092","uc002jxt.2,uc002jxu.1,uc002jxv.3,uc002jxw.2,uc002jxx.3,uc010dhu.1,uc010wud.1,uc031rer.1,uc031res.1","CARD14"
19322,"6448","uc002jxy.2,uc002jxz.4,uc002jya.4,uc010wue.1","SGSH"
19323,"284129","uc002jyb.2,uc002jyc.2,uc002jyd.2,uc010dhv.2","SLC26A11"
19325,"57674","uc002jyf.4,uc002jyg.1,uc010dhx.3,uc021uen.2,uc031ret.1","RNF213"
19326,"100294362","uc002jyi.2","LOC100294362"
19329,"284131","uc002jyj.1,uc002jyk.3,uc002jyl.2,uc021ueo.1,uc021uep.1,uc021ueq.1,uc021uer.1,uc021ues.1","ENDOV"
19330,"100616359","uc021uet.1","MIR4730"
19332,"4884","uc002jyp.1","NPTX1"
19335,"57521","uc002jys.4,uc002jyt.1,uc002jyu.1,uc010wuf.1,uc010wug.1","RPTOR"
19339,"79643","uc002jyw.4","CHMP6"
19341,"440465","uc002jyy.2","BAIAP2-AS1"
19342,"10458","uc002jyz.4,uc002jza.2,uc002jzb.2,uc002jzc.2,uc002jzd.2,uc002jze.2,uc002jzf.2,uc002jzg.2,uc002jzh.2,uc010wuh.1","BAIAP2"
19343,"9625","uc010dhz.3,uc010dia.3,uc021ueu.1","AATK"
19344,"724027","uc021uev.1","MIR657"
19345,"100422915","uc021uew.1","MIR3065"
19346,"442906","uc010wuj.2","MIR338"
19347,"100302229","uc021uex.1","MIR1250"
19348,"388428","uc010wuk.1,uc010wul.1","AATK-AS1"
19349,"22994","uc002jzm.1,uc002jzn.1,uc002jzo.1,uc002jzp.1,uc002jzq.3,uc010wum.1","CEP131"
19350,"146705","uc002jzr.2,uc002jzs.2,uc002jzt.2,uc002jzu.2,uc002jzv.2","ENTHD2"
19352,"284184","uc002jzx.2,uc010dib.1","C17orf89"
19353,"124565","uc002jzy.2,uc002jzz.2,uc002kab.4","SLC38A10"
19354,"284185","uc002kac.1","LINC00482"
19355,"284186","uc002kad.3","TMEM105"
19357,"100130370","uc031rev.1","LOC100130370"
19358,"57597","uc002kae.2,uc032fsx.1","BAHCC1"
19359,"100616294","uc021uez.1","MIR4740"
19360,"100422944","uc021ufa.1","MIR3186"
19361,"71","uc002kag.3,uc002kak.2,uc002kal.2","ACTG1"
19362,"25794","uc010wuo.2,uc010wup.2","FSCN2"
19363,"80233","uc002kao.1,uc002kap.3,uc002kaq.3,uc010wuq.1","C17orf70"
19364,"55666","uc002kas.3","NPLOC4"
19365,"55666","uc002kar.3,uc002kat.4,uc002kau.3,uc010dic.3,uc010wur.1","NPLOC4"
19368,"83882","uc002kav.1,uc002kaw.2,uc021ufc.2,uc032fta.1","TSPAN10"
19369,"5148","uc002kay.3,uc002kaz.3","PDE6G"
19370,"339229","uc002kba.3","OXLD1"
19371,"339230","uc002kbc.4,uc032ftb.1","CCDC137"
19372,"339231","uc002kbf.3","ARL16"
19373,"339231","uc021ufd.3","ARL16"
19374,"9146","uc002kbg.3,uc010wus.2","HGS"
19375,"102465471","uc032ftc.1","MIR6786"
19376,"6182,1468","uc002kbh.2,uc002kbi.4,uc010dif.4,uc010wut.3,uc010wuu.3,uc031rew.1","MRPL12,SLC25A10"
19377,"2642","uc010wuv.2,uc010wuw.2,uc010wux.2","GCGR"
19378,"348262","uc002kjd.3,uc010wuy.2,uc010wuz.2,uc032ftd.1","FAM195B"
19379,"116729","uc002kbj.1,uc002kbk.1","PPP1R27"
19380,"5034","uc002kbl.1,uc002kbm.1,uc002kbn.1","P4HB"
19382,"396","uc002kbq.3,uc010dig.2,uc021uff.1,uc021ufg.1","ARHGDIA"
19383,"10189","uc002kbu.2","ALYREF"
19384,"51529","uc002kbv.2,uc002kbw.2,uc002kbx.2,uc002kby.2,uc002kbz.2,uc002kca.2,uc002kcb.2,uc002kcc.2,uc010dih.2,uc032fte.1,uc032ftf.1,uc032ftg.1,uc032fth.1,uc032fti.1,uc032ftj.1","ANAPC11"
19385,"256933","uc002kcd.3","NPB"
19386,"5833","uc002kce.3,uc002kcf.3,uc002kch.3,uc002kci.3,uc010wvb.3,uc010wvc.3,uc031rex.2","PCYT2"
19387,"51547","uc002kcj.2","SIRT7"
19388,"4097","uc002kcm.3,uc002kcn.3","MAFG"
19389,"92659","uc002kco.4,uc021ufh.1","MAFG-AS1"
19390,"5831","uc002kcp.4,uc002kcr.2,uc002kct.2,uc002kcu.2,uc010wvd.2,uc010wve.1","PYCR1"
19391,"255275","uc010wvf.1","MYADML2"
19392,"147111","uc010wvg.2","NOTUM"
19393,"79058","uc002kcx.3,uc002kcy.3,uc002kda.3,uc002kdb.1,uc021ufj.1","ASPSCR1"
19395,"201254","uc002kdc.4,uc002kdd.4,uc031rey.1","STRA13"
19396,"201255","uc002kde.3","LRRC45"
19397,"5881","uc002kdf.3","RAC3"
19398,"51181","uc002kdg.3,uc021ufk.1","DCXR"
19400,"5986","uc002kdh.3,uc002kdj.3","RFNG"
19401,"2873","uc002kdk.1,uc002kdl.1,uc002kdm.1,uc002kdn.1,uc010dij.1,uc010wvh.1","GPS1"
19402,"64118","uc002kdp.4,uc002kdq.4,uc002kdr.4,uc010wvi.1","DUS1L"
19403,"2194","uc002kdu.3,uc002kdv.1,uc002kdw.1","FASN"
19404,"284001","uc002kdx.1,uc002kdy.3,uc002kdz.1,uc010dik.1","CCDC57"
19405,"9123","uc002kea.3,uc002keb.3,uc002kec.3,uc002ked.3,uc021ufm.1,uc021ufn.1,uc021ufo.1","SLC16A3"
19406,"102465472","uc032ftm.1","MIR6787"
19407,"1453","uc002keh.3,uc002kei.3,uc002kej.3,uc010dil.3,uc010dim.1,uc010wvj.2","CSNK1D"
19409,"924","uc002kel.1,uc010din.3,uc010wvk.1","CD7"
19410,"6398","uc002keo.3","SECTM1"
19411,"400629","uc002keq.3","TEX19"
19412,"2837","uc010wvl.2","UTS2R"
19414,"79701","uc002ket.2,uc002keu.2,uc010dip.2","OGFOD3"
19415,"284004","uc002kev.4,uc002kew.3,uc010wvm.2,uc010wvn.1","HEXDC"
19416,"79415","uc002kex.4,uc002key.4,uc002kfd.5,uc002kfe.5,uc021ufr.2,uc021ufu.2","C17orf62"
19417,"79415","uc002kfa.4,uc002kfb.5,uc002kfc.5,uc010dir.4,uc010dis.2,uc021ufq.2,uc021ufs.2,uc021uft.2,uc021ufv.1","C17orf62"
19418,"26502","uc002kff.4,uc002kfg.4,uc002kfj.4,uc010dit.3,uc010wvo.1,uc010wvp.1","NARF"
19420,"3607","uc002kfm.1,uc002kfn.3,uc002kfo.3,uc002kfp.3,uc010diu.3","FOXK2"
19421,"56270","uc002kfq.3,uc002kfr.3","WDR45B"
19422,"10966","uc002kfs.3,uc002kft.3,uc010wvq.1","RAB40B"
19423,"100616196","uc032ftn.1","MIR4525"
19424,"79672","uc002kfu.3,uc010wvr.2","FN3KRP"
19425,"64122","uc002kfw.1,uc010wvs.1","FN3K"
19426,"6904","uc002kfx.1,uc002kfy.1,uc002kfz.3,uc002kgb.1,uc002kgd.3","TBCD"
19428,"79755","uc002kga.3","ZNF750"
19429,"146712","uc002kge.1,uc002kgf.1,uc002kgg.1","B3GNTL1"
19431,"284207","uc002kgh.3,uc002kgi.3","METRNL"
19432,"388574","uc021ufy.1","FLJ43681"
19440,"403340","uc002kgk.4","MGC70870"
19441,"201176","uc010wvt.2,uc010wvu.2,uc010wvv.1,uc010wvx.2,uc032ftw.1","ARHGAP27"
19442,"9842,100422961","uc010wvy.2,uc010wvz.2,uc010wwa.2,uc010wwb.1,uc010wwc.2,uc021uga.1","PLEKHM1,MIR4315-2"
19445,"55073","uc010wwf.1,uc032ftz.1,uc032fuq.1,uc032fur.1","LRRC37A4P"
19449,"728806","uc032fux.1","NSFP1"
19450,"51326","uc010wwp.1,uc010wwq.1,uc010wwr.1,uc010wws.2,uc032fuy.1,uc032fuz.1,uc032fva.1,uc032fvb.1","ARL17A"
19451,"55073","uc010wwu.1,uc010www.2,uc032fvc.1,uc032fvd.1","LRRC37A4P"
19457,"644172","uc032fwe.1","LOC644172"
19458,"284058","uc010wwx.2,uc010wxb.2,uc010wxc.1,uc010wxd.1","KANSL1"
19459,"644246","uc010wwy.2","KANSL1-AS1"
19465,"4137","uc010wxe.2,uc010wxf.2,uc010wxg.2,uc010wxh.2,uc010wxi.2,uc010wxj.2,uc021ugb.1,uc021ugc.1","MAPT"
19466,"246744","uc010wxl.1","STH"
