"gene_id","235-1_M_265","235-1_N_257","235-1_P_273","235-1_T_281","235_M_217","235_N_209","235_P_225","235_T_233","entrez_id","transcript_id","gene_symbol"
12651,0,0,0,0,0,0,0,0,"866","uc001ycv.3,uc010auv.3","SERPINA6"
12652,0,0,0,0,0,0,0,0,"390502","uc032bkm.1","SERPINA2"
12653,0,0,0,0,3.04,0,0,0,"5265","uc001ycw.4,uc001ycx.4,uc001ycy.4,uc001ycz.4,uc001yda.1,uc001ydb.4,uc001ydc.4,uc010auw.3,uc010aux.3,uc010auy.3,uc010auz.3,uc010ava.3,uc010avb.3","SERPINA1"
12654,0,0,0,0,0,0,0,0,NA,"uc032bkn.1",NA
12655,0,0,0,0,0,0,0,0,"256394","uc001ydd.1","SERPINA11"
12656,0,0,0,0,0,0,0,0,"327657","uc001yde.3,uc001ydf.3,uc001ydg.3,uc001ydh.1,uc001ydi.1,uc010avc.3","SERPINA9"
12657,0,0,0,0,0,0,0,0,"145264","uc001ydj.3","SERPINA12"
12658,0,0,0,0,0,0,0,0,"5267","uc001ydk.4,uc001ydl.4,uc010avd.4","SERPINA4"
12659,0,0,0,0,0,0,0,0,"5104","uc001ydm.3,uc001ydn.1,uc010ave.3","SERPINA5"
12660,0,0,0,0,0,0,0,0,"12","uc001ydo.4,uc001ydp.3,uc001ydr.3,uc001yds.3,uc010avf.1,uc010avg.3","SERPINA3"
12661,0,0,0,0,0,0,0,0,NA,"uc032bko.1",NA
12662,0,0,0,0,0,0,0,0,"388007","uc001ydt.3","SERPINA13P"
12663,0,0,0,0,0,0,0,0,NA,"uc032bkp.1",NA
12664,0,0,0,0,0,0,0,0,NA,"uc032bkq.1",NA
12665,0,0,0,0,0,0,0,0,"145258","uc001ydu.3","GSC"
12666,0,0,0,0,0,0,0,0,NA,"uc032bkr.1",NA
12667,5,99.11,19,91.32,36.35,22.94,59.73,27.98,"23405","uc001ydv.3,uc001ydw.2,uc001ydx.2,uc001ydy.1,uc001ydz.1,uc001yea.1,uc001yeb.1,uc001yec.1,uc010avh.1,uc021sbc.1,uc021sbd.1","DICER1"
12668,0,0,0,0,0,0,0,0,"100422981","uc021sbe.1","MIR3173"
12669,34.78,30.3,20.28,137.69,77.68,28.93,282.2,80.48,"NA,400242","uc001yee.1,uc010twt.1","NA,DICER1-AS1"
12670,2.12,21.05,2.52,14.01,16.51,31.9,147.76,5.7,"79789","uc001yef.2","CLMN"
12671,0,0,0,0,0,0,0,0,"101929080","uc032bks.1","LOC101929080"
12672,0,0,0,0,0,0,0,0,NA,"uc032bkt.1",NA
12673,0,11,3,11.94,9,0,1.24,4,"79686","uc001yeh.5","LINC00341"
12674,79.09,3,16,56,38.9,4,44,17,"161176","uc001yei.4,uc001yej.1,uc010avi.3","SYNE3"
12675,0,2,1,7.24,0,0,0,4,"283596","uc001yek.3,uc001yel.3","SNHG10"
12676,0,4.92,0,2,0,0,2,1,"51218","uc001yem.1","GLRX5"
12677,0,0,0,0,0,0,0,0,NA,"uc001yen.1",NA
12678,17.1,45.45,40.8,106.39,17.04,21.97,113.8,37.82,"27004","uc001yep.1,uc001yet.1,uc001yeu.2,uc001yev.2,uc021sbf.1,uc021sbg.1,uc021sbh.1","TCL6"
12679,2.16,2.42,13.93,12.56,2.18,0,22.08,5.24,"9623","uc001yew.3,uc001yex.3,uc001yez.3,uc001yfa.3,uc010avj.3,uc021sbi.1","TCL1B"
12680,1,25,274.47,2,1.8,15,353.69,1,"8115","uc001yfb.4,uc001yfc.4,uc031qqd.1","TCL1A"
12681,4.54,1.03,16,0.94,5.46,4.46,64.96,2.01,NA,"uc001yfd.1",NA
12682,2,1,1,2.01,0,0,1,0,"100507043","uc001yfe.3","TUNAR"
12683,0,0,0,0,0,0,0,0,NA,"uc032bku.1",NA
12684,6,6.04,7.12,86.67,8.28,4.02,63.42,41.07,"56967,NA","uc001yff.5,uc032bkv.1,uc032bkw.1,uc032bkx.1,uc032bky.1","C14orf132,NA"
12685,0,0,0,0,0,0,0,0,"624","uc001yfg.2,uc010avm.1,uc010twu.1","BDKRB2"
12686,0,0,0,0,0,0,0,0,"624","uc010avl.2","BDKRB2"
12687,0,0,0,0,0,0,0,0,"623,NA","uc001yfh.3,uc021sbj.2","BDKRB1,NA"
12688,18.07,18,21,116.78,50,7,31.84,23.07,"55102","uc001yfi.3","ATG2B"
12689,1,0,0,20,6,0,2,22,"51527","uc001yfj.5,uc001yfl.4,uc031qqe.1,uc031qqf.1","GSKIP"
12690,0,0,0,0,0,0,0,0,NA,"uc032bkz.1",NA
12691,0.84,0,1,3,2,0,0.57,0.9,"122481","uc001yfm.1,uc001yfn.3","AK7"
12692,0,0,0,0,0,0,0,0,NA,"uc032bla.1",NA
12693,70.6,58.84,37.04,248.46,125.7,84.88,320.48,115.37,"10914","uc001yfo.4,uc001yfp.4,uc001yfq.3,uc001yfr.3,uc010avp.3,uc010twv.2","PAPOLA"
12694,2.56,7.12,0,7.79,6.75,7.49,10.24,8.6,NA,"uc001yfs.3",NA
12695,17,30,3,4,13,5,0,9.01,"7443","uc001yft.3","VRK1"
12696,0,0,0,0,0,0,0,0,"145249","uc032blb.1","LINC00618"
12697,0,0,0,0,0,0,0,0,NA,"uc032blc.1",NA
12698,0,0,0,10,0,3,0,2,"101929241","uc001yfu.4,uc032bld.1","LOC101929241"
12699,0,0,0,0,1.77,0,0,0,"100129345","uc001yfv.2","LOC100129345"
12700,14.55,12.18,4.28,67.56,3,3.03,100.95,111.37,"388011","uc001yfw.2,uc001yfx.2,uc001yfy.2,uc010avq.2","C14orf64"
12701,0,0,0,0,0,0,0,0,NA,"uc021sbl.1",NA
12702,0,0,0,6,0,0,2,6,NA,"uc031qqg.1",NA
12703,0,0,0,0,0,0,0,0,NA,"uc032ble.1",NA
12704,0,0,0,0,0,0,0,0,NA,"uc032blf.1",NA
12705,0,0,0,0,0,0,0,0,"283598","uc001yfz.2","C14orf177"
12706,0,0,0,0,0,0,0,0,NA,"uc021sbm.1",NA
12707,2.83,15.32,6.01,41.52,42.86,3,44.62,38.24,NA,"uc032blg.1",NA
12708,4,0,0,157.15,1.91,0,6.75,57.86,"64919","uc001yga.4,uc001ygb.4,uc031qqh.2,uc031qqi.2","BCL11B"
12709,12,4,1,21.01,2,0,31.02,16,"84193","uc001ygc.3,uc001ygd.3,uc001ygf.3,uc021sbn.1,uc031qqj.1","SETD3"
12710,89.06,58.07,94,207.14,110.47,63.01,341.94,174.71,"8812","uc001ygi.4","CCNK"
12711,7,3,0,10,1,0,0,8,"317762","uc010avr.3","CCDC85C"
12712,0,0,0,0,0,0,0,0,NA,"uc021sbo.2",NA
12713,0,0,0,0,0,0,0,0,"84439","uc001ygl.1,uc010avs.3","HHIPL1"
12714,46.69,29.92,30.39,64.43,105.89,13.95,229.45,130.62,"10858","uc001ygn.1,uc001ygo.3,uc001ygp.3,uc031qql.1","CYP46A1"
12715,0,0,0,0,0,0,0,0,NA,"uc032blh.1",NA
12716,0,0,0,0,0,0,0,0,"2009","uc001ygq.3,uc001ygr.3,uc001ygs.3,uc010avt.1,uc010tww.2","EML1"
12717,0,0,0,0,0,0,0,0,NA,"uc032bli.1",NA
12718,126.9,33.33,52,653.83,127.87,74.64,171.61,385.41,"51466,NA","uc001ygt.3,uc001ygu.3,uc001ygv.2,uc001ygw.1","EVL,NA"
12719,0,0,0,0,0,0,0,0,"100616247","uc032blj.1","MIR151B"
12720,0,0,0,0,0,0,0,0,"442909","uc021sbp.1","MIR342"
12721,0,0,0,0,0,0,0,0,NA,"uc032blk.1",NA
12722,0,1,0,9,0,0,0,1,"123099","uc001ygx.2","DEGS2"
12723,0,0,0,0,0,0,0,0,NA,"uc032bll.1",NA
12724,16,1,0,19.01,10.06,14,6,4,"7528","uc001ygy.2","YY1"
12725,0,0,0,0,0,0,0,0,"102466730","uc032blm.1","MIR6764"
12726,14.29,9,20.29,76.9,8.95,39.87,139.71,45.68,NA,"uc001ygz.2",NA
12727,0,0,0,0,0,0,0,0,"123096","uc010twx.2","SLC25A29"
12728,0,1,0,0,0,8,0,1,"123096","uc001yha.3,uc010avv.3,uc010avw.3","SLC25A29"
12729,0,0,0,0,0,0,0,0,"442910","uc010twy.1","MIR345"
12730,0,0,0,0,0,0,0,0,NA,"uc032bln.1",NA
12731,0,0,0,0,0,0,0,0,"283600","uc001yhc.3,uc001yhd.3","SLC25A47"
12732,52,12,83.22,32.97,16,7.96,95.65,5,"7453","uc001yhg.2,uc001yhh.1,uc001yhi.1,uc001yhk.1,uc001yhl.1,uc010twz.1","WARS"
12733,0,0,0,0,0,0,0,0,NA,"uc032blo.1",NA
12734,0,0,0,0,0,0,0,0,NA,"uc032blp.1",NA
12735,0,0,0,1,8,0,1,1,"79446","uc001yhn.3,uc001yho.3,uc010avx.3,uc010avy.3,uc021sbq.1","WDR25"
12736,0,0,0,0,0,0,0,0,NA,"uc032blq.1",NA
12737,0,0,0,0,0,0,0,0,NA,"uc032blr.1",NA
12738,0,0,0,0,0,0,0,0,NA,"uc032bls.1",NA
12739,0,0,0,0,0,0,0,0,NA,"uc021sbr.1",NA
12740,0,0,0,0,0,0,0,0,"57596","uc001yhp.3,uc001yhq.3,uc010txa.2","BEGAIN"
12741,0,0,0,0,0,0,0,0,"283601","uc001yhr.1","LINC00523"
12742,0,0,0,0,0,0,0,0,"8788,NA","uc001yhs.4,uc001yhu.4,uc021sbs.1","DLK1,NA"
12743,0,0,0,0,0,0,0,0,NA,"uc032blt.1",NA
12744,0,0,0,0,0,0,0,0,"100616495","uc021sbt.1","MIR2392"
12745,0,0,0,0,0,0,0,0,NA,"uc021sbu.1",NA
12746,0,0,0,0,0,0,0,0,NA,"uc021sbv.1",NA
12747,2,1.78,0,2.01,0.99,0,16.85,0,"55384","uc001yhw.3,uc001yhy.3,uc001yhz.3,uc001yib.3,uc001yic.3,uc001yid.2,uc001yie.3,uc010avz.2,uc010txb.2,uc010txc.2,uc010txd.2,uc010txe.2,uc010txf.2,uc010txg.2,uc010txh.2,uc021sbw.2,uc021sbx.1","MEG3"
12748,0,0,0,0,0,0,0,0,"768222","uc021sbz.1","MIR770"
12749,0,0,0,0,0,0,0,0,"574450","uc021sca.1","MIR493"
12750,0,0,0,0,0,0,0,0,"442905","uc010txi.2","MIR337"
12751,0,0,0,0,0,0,0,0,"100126315","uc021scb.1","MIR665"
12752,0,0,0,0,0,0,0,0,"388015","uc010txj.1","RTL1"
12753,0,0,0,0,0,0,0,0,"574038","uc021scc.1","MIR431"
12754,0,0,0,0,0,0,0,0,"574034","uc021scd.1","MIR433"
12755,0,0,0,0,0,0,0,0,"406914","uc001yig.3","MIR127"
12756,0,0,0,0,0,0,0,0,"574451","uc021sce.1","MIR432"
12757,0,0,0,0,0,0,0,0,"406927","uc010txk.1","MIR136"
12758,0,0,0,0,0,0,0,0,"79104","uc010txl.1","MEG8"
12759,0,0,0,0,0,0,0,0,"692215","uc021scf.1","SNORD112"
12760,0,0,0,0,0,0,0,0,"442915","uc021scg.2","MIR370"
12761,0,0,0,0,0,0,0,0,NA,"uc021sch.1",NA
12762,0,0,0,0,0,0,0,0,"767561","uc001yii.1","SNORD113-1"
12763,0,0,0,0,0,0,0,0,"767562","uc001yij.3","SNORD113-2"
12764,0,0,0,0,0,0,0,0,"767563","uc021sci.2","SNORD113-3"
12765,0,0,0,0,0,0,0,0,"767564","uc001yil.3","SNORD113-4"
12766,0,0,0,0,0,0,0,0,"767565","uc001yim.1","SNORD113-5"
12767,0,0,0,0,0,0,0,0,"767566","uc001yin.3","SNORD113-6"
12768,0,0,0,0,0,0,0,0,"767567","uc001yio.3","SNORD113-7"
12769,0,0,0,0,0,0,0,0,"767568","uc032blu.1","SNORD113-8"
12770,0,0,0,0,0,0,0,0,"767569","uc001yiq.3","SNORD113-9"
12771,0,0,0,0,0,0,0,0,"767577","uc001yir.3","SNORD114-1"
12772,0,0,0,0,0,0,0,0,"767578","uc001yis.3","SNORD114-2"
12773,0,0,0,0,0,0,0,0,"767579","uc001yit.3","SNORD114-3"
12774,0,0,0,0,0,0,0,0,"767580","uc001yiu.3","SNORD114-4"
12775,0,0,0,0,0,0,0,0,"767581","uc001yiv.3","SNORD114-5"
12776,0,0,0,0,0,0,0,0,NA,"uc021scj.1",NA
12777,0,0,0,0,0,0,0,0,"767582","uc001yiw.3","SNORD114-6"
12778,0,0,0,0,0,0,0,0,"767583","uc001yix.1","SNORD114-7"
12779,0,0,0,0,0,0,0,0,"767584","uc001yiy.1","SNORD114-8"
12780,0,0,0,0,0,0,0,0,"767585","uc001yiz.3","SNORD114-9"
12781,0,0,0,0,0,0,0,0,"767588","uc001yja.3","SNORD114-10"
12782,0,0,0,0,0,0,0,0,"101929369","uc032blv.1","SNHG24"
12783,0,0,0,0,0,0,0,0,"767589","uc001yjb.3","SNORD114-11"
12784,0,0,0,0,0,0,0,0,"767590","uc001yjc.3","SNORD114-12"
12785,0,0,0,0,0,0,0,0,"767591","uc001yjd.3","SNORD114-13"
12786,0,0,0,0,0,0,0,0,"767592","uc001yje.3","SNORD114-14"
12787,0,0,0,0,0,0,0,0,"767593","uc001yjf.1","SNORD114-15"
12788,0,0,0,0,0,0,0,0,"767594","uc001yjg.3","SNORD114-16"
12789,0,0,0,0,0,0,0,0,"767595","uc001yjh.3","SNORD114-17"
12790,0,0,0,0,0,0,0,0,"767596","uc001yji.3","SNORD114-18"
12791,0,0,0,0,0,0,0,0,"767597","uc001yjj.3","SNORD114-19"
12792,0,0,0,0,0,0,0,0,NA,"uc021sck.1",NA
12793,0,0,0,0,0,0,0,0,"767598","uc001yjk.1","SNORD114-20"
12794,0,0,0,0,0,0,0,0,"767599","uc001yjl.3","SNORD114-21"
12795,0,0,0,0,0,0,0,0,"767600","uc001yjm.3","SNORD114-22"
12796,0,0,0,0,0,0,0,0,"767603","uc001yjn.3","SNORD114-23"
12797,0,0,0,0,0,0,0,0,"767604","uc001yjo.1","SNORD114-24"
12798,0,0,0,0,0,0,0,0,"767605","uc001yjp.1","SNORD114-25"
12799,0,0,0,0,0,0,0,0,"767606","uc001yjq.3","SNORD114-26"
12800,0,0,0,0,0,0,0,0,"767608","uc001yjr.3","SNORD114-27"
12801,0,0,0,0,0,0,0,0,"767609","uc001yjs.3","SNORD114-28"
12802,0,0,0,0,0,0,0,0,"767610","uc001yjt.1","SNORD114-29"
12803,0,0,0,0,0,0,0,0,"767611","uc001yju.3","SNORD114-30"
12804,0,0,0,0,0,0,0,0,"767612","uc001yjv.3","SNORD114-31"
12805,0,0,0,0,0,0,0,0,NA,"uc021scl.1",NA
12806,2.34,0,2,2.01,6,1.25,6.5,7.52,NA,"uc032blw.1",NA
12807,0,0,0,0,0,0,0,0,"494328","uc010awa.1","MIR379"
12808,0,0,0,0,0,0,0,0,"693121","uc021scm.1","MIR411"
12809,0,0,0,0,0,0,0,0,"407023","uc001yjx.1","MIR299"
12810,0,0,0,0,0,0,0,0,NA,"uc021scn.1",NA
12811,0,0,0,0,0,0,0,0,"494329","uc010awb.1","MIR380"
12812,0,0,0,0,0,0,0,0,"100302250","uc021sco.1","MIR1197"
12813,0,0,0,0,0,0,0,0,"442897","uc001yjy.1","MIR323A"
12814,0,0,0,0,0,0,0,0,"768212","uc021scp.1","MIR758"
12815,0,0,0,0,0,0,0,0,"574408","uc021scq.1","MIR329-1"
12816,0,0,0,0,0,0,0,0,"574409","uc021scr.1","MIR329-2"
12817,0,0,0,0,0,0,0,0,"574452","uc010txm.2","MIR494"
12818,0,0,0,0,0,0,0,0,"100422837","uc021scs.1","MIR1193"
12819,0,0,0,0,0,0,0,0,"100126335","uc021sct.1","MIR543"
12820,0,0,0,0,0,0,0,0,"574453","uc021scu.1","MIR495"
12821,0,0,0,0,0,0,0,0,NA,"uc021scv.1",NA
12822,0,0,0,0,0,0,0,0,NA,"uc021scw.1",NA
12823,0,0,0,0,0,0,0,0,NA,"uc021scx.1",NA
12824,0,0,0,0,0,0,0,0,"442913","uc010txn.1","MIR376C"
12825,0,0,0,0,0,0,0,0,NA,"uc031qqm.1",NA
12826,0,0,0,0,0,0,0,0,NA,"uc021scy.1",NA
12827,0,0,0,0,0,0,0,0,"664615","uc021scz.1","MIR376A2"
12828,0,0,0,0,0,0,0,0,"724024","uc021sda.1","MIR654"
12829,0,0,0,0,0,0,0,0,"574435","uc021sdb.1","MIR376B"
12830,0,0,0,0,0,0,0,0,"494325","uc010awc.1","MIR376A1"
12831,0,0,0,0,0,0,0,0,"100126297","uc021sdc.1","MIR300"
12832,0,0,0,0,0,0,0,0,"100302157","uc021sdd.1","MIR1185-1"
12833,0,0,0,0,0,0,0,0,"100302209","uc021sde.1","MIR1185-2"
12834,0,0,0,0,0,0,0,0,"378881","uc032blx.1","MIR381HG"
12835,0,0,0,0,0,0,0,0,"494330","uc010awd.3","MIR381"
12836,0,0,0,0,0,0,0,0,"664616","uc021sdf.1","MIR487B"
12837,0,0,0,0,0,0,0,0,"664612","uc021sdg.1","MIR539"
12838,0,0,0,0,0,0,0,0,"100126345","uc021sdh.1","MIR889"
12839,0,0,0,0,0,0,0,0,"664613","uc021sdi.1","MIR544A"
12840,0,0,0,0,0,0,0,0,"724025","uc021sdj.1","MIR655"
12841,0,0,0,0,0,0,0,0,"619555","uc021sdk.1","MIR487A"
12842,0,0,0,0,0,0,0,0,"494331","uc010awe.3","MIR382"
12843,0,0,0,0,0,0,0,0,"406924","uc010txo.1","MIR134"
12844,0,0,0,0,0,0,0,0,"768214","uc021sdl.1","MIR668"
12845,0,0,0,0,0,0,0,0,"574436","uc021sdm.1","MIR485"
12846,0,0,0,0,0,0,0,0,"574410","uc021sdn.1","MIR323B"
12847,0,0,0,0,0,0,0,0,"406946","uc010awg.3","MIR154"
12848,0,0,0,0,0,0,0,0,NA,"uc021sdo.1",NA
12849,0,0,0,0,0,0,0,0,"574454","uc021sdp.1","MIR496"
12850,0,0,0,0,0,0,0,0,"494326","uc010awh.1","MIR377"
12851,0,0,0,0,0,0,0,0,"100126308","uc021sdq.1","MIR541"
12852,0,0,0,0,0,0,0,0,"574413","uc021sdr.1","MIR409"
12853,0,0,0,0,0,0,0,0,"574433","uc021sds.1","MIR412"
12854,0,0,0,0,0,0,0,0,"442914","uc010txp.1","MIR369"
12855,0,0,0,0,0,0,0,0,"574434","uc021sdt.1","MIR410"
12856,0,0,0,0,0,0,0,0,NA,"uc021sdu.1",NA
12857,0,0,0,0,0,0,0,0,"724026","uc021sdv.1","MIR656"
12858,0,0,0,0,0,0,0,0,"100507257","uc001yjz.2","MEG9"
12859,0,0,0,0,0,0,0,0,NA,"uc010awi.1",NA
12860,0,0,0,0,0,0,0,0,NA,"uc001ykb.1,uc001ykd.1",NA
12861,0,0,0,0,0,0,0,0,NA,"uc001yke.4",NA
12862,0,0,0,0,0,0,0,0,"NA,100302145","uc001ykf.3,uc001ykg.3,uc001ykh.3,uc021sdw.1","NA,MIR1247"
12863,0,0,0,0,0,0,0,0,"1735","uc021sdx.1","DIO3"
12864,0,0,0,0,0,0,0,0,NA,"uc032bly.1",NA
12865,0,0,0,0,0,0,0,0,"145200","uc010awj.3","LINC00239"
12866,97.59,41,114,256.71,88.39,49.52,181.79,196.42,"5527","uc001ykj.4,uc001ykk.3,uc001ykn.3,uc001yko.3,uc001ykp.3,uc001ykq.3,uc010txr.2,uc010txs.1,uc010txt.2","PPP2R5C"
12867,0,0,0,6.02,2.02,1,9,20,NA,"uc001ykl.1",NA
12868,4.95,16.14,5.28,5.97,2.08,1.98,20.27,15.98,NA,"uc001ykr.1",NA
12869,129.23,109.17,60.05,420.82,136.33,102.09,166.16,300.52,"1778","uc001yks.2,uc001ykt.1","DYNC1H1"
12870,0,0,0,0,0,0,0,0,NA,"uc032blz.1",NA
12871,0,0,0,0,0,0,0,0,NA,"uc032bma.1",NA
12872,70.21,54.03,51,241.8,53.9,28.68,104.97,163.18,"3320","uc001yku.4,uc001ykv.4,uc001ykw.1,uc001ykx.1","HSP90AA1"
12873,0,0,0,0,0,0,0,0,NA,"uc032bmb.1",NA
12874,0,0,0,0,0,0,0,0,NA,"uc032bmc.1",NA
12875,21,3,20,35,21,34,27.09,8,"91833,NA","uc001ykz.3,uc001yla.3,uc001ylb.3,uc001ylc.3,uc001yld.3,uc001yle.3,uc001ylf.3,uc010txu.2,uc021sdy.1,uc032bmd.1","WDR20,NA"
12876,0,0,0,0,0,0,0,0,NA,"uc032bme.1",NA
12877,0,0,0,0,0,0,0,0,NA,"uc032bmf.1",NA
12878,12.25,1.72,6.88,19.69,1.75,0,12.67,0,"5891","uc001ylh.4,uc001ylj.4,uc001ylk.4,uc001yll.4,uc001ylm.4,uc001yln.4,uc010txv.3","MOK"
12879,0,0,0,0,0,0,0,0,NA,"uc032bmg.1",NA
12880,0,0,0,0,0,0,0,0,NA,"uc021sdz.1",NA
12881,4.85,8.04,2.99,29.52,11.5,6.77,36.63,38.42,"55778","uc001ylo.3,uc001ylp.3,uc001ylq.1,uc001ylr.3,uc001yls.3,uc001ylt.3,uc010awk.2,uc031qqo.1","ZNF839"
12882,7,0,0,4.68,1,13.04,1.4,2.73,"51550","uc001ylu.1,uc001ylv.1","CINP"
12883,0,1.29,0,3.14,1,27.64,6.86,5.46,"9895","uc001ylw.2,uc010awl.3,uc010txw.2,uc010txx.2","TECPR2"
12884,0,0,0,0,0,0,0,0,"122416","uc001ylx.1,uc001ylz.1,uc001yma.1","ANKRD9"
12885,0,0,0,0,0,0,0,0,"100422954","uc021sed.1","MIR4309"
12886,2,2,5,20.15,14,22,70.24,9,"23186","uc001ymb.4","RCOR1"
12887,27.45,22.61,14.96,43.5,12.1,76.91,29.12,37.6,"7187,NA","uc001ymc.2,uc001ymd.2,uc001yme.2,uc001ymf.1,uc010txy.2","TRAF3,NA"
12888,0,0,0,0,0,0,0,1,"81693","uc001ymg.4,uc001ymh.4","AMN"
12889,20.45,20,6,4.01,0,10,0,7,"9578","uc001ymi.1,uc001ymj.1","CDC42BPB"
12890,0,0,0,0,0,0,0,0,"91828","uc001ymk.3","EXOC3L4"
12891,1,0,0,0,0,0,2.81,0,"NA,7127","uc001yml.1,uc001ymm.1,uc010awo.1,uc010txz.1,uc010tya.1","NA,TNFAIP2"
12892,1,3.03,0,3.04,1.32,0,10.89,0.82,"100131366","uc001ymn.3","LINC00605"
12893,0,0,0,0,1,1,0,3.98,NA,"uc001ymp.1",NA
12894,75.06,40.8,10,45.01,32.12,34,135.25,55.92,"1983","uc001ymq.4,uc001ymr.4,uc001ymt.4,uc001ymu.3","EIF5"
12895,0,0,0,1,0,0,0,0,"677811","uc001ymv.1","SNORA28"
12896,15,48.03,6.46,24.81,34.42,9.86,46.18,23.16,"4140,NA","uc001ymw.4,uc001ymx.4,uc001ymy.4,uc001ymz.4,uc001yna.4,uc001ynd.3,uc010awp.3,uc010awq.3,uc010tyb.2,uc032bmh.1","MARK3,NA"
12897,0,0,0,0,0,0,0,0,"1152","uc001ynf.2","CKB"
12898,0,0,0,0,0,0,0,0,"115708","uc010aws.3","TRMT61A"
12899,2,4,7,17,2,2,0,0,"115708","uc001yng.3","TRMT61A"
12900,10.6,6.01,10.02,36.59,10.19,20,11.73,10,"9529","uc001ynh.2,uc001yni.2,uc001ynj.2","BAG5"
12901,20.34,8.24,5.03,136.51,14.12,36.89,53.8,13.43,"3831,NA,84334","uc001ynm.1,uc001yno.3,uc001ynp.1,uc001ynq.1,uc001ynr.1,uc001yns.3,uc001ynw.1,uc010awu.1,uc010tyc.2,uc010tyd.1,uc010tye.1,uc010tyf.2,uc021seh.1","KLC1,NA,APOPT1"
12902,0,0,0,17,0,0,0.89,6,NA,"uc001ynu.1",NA
12903,0.67,7.18,0,29.8,2.31,5.97,23.57,3.95,NA,"uc001ynv.1",NA
12904,0,3,11,2,0,10,1,3,"7517","uc001ynx.4,uc001yny.4,uc001ynz.4,uc001yoa.4","XRCC3"
12905,6.99,4,0,0,1,0,0,2,"79038","uc001yoc.3,uc001yod.3,uc001yoe.3","ZFYVE21"
12906,0,0,0,0,0,0,0,0,NA,"uc021sei.1",NA
12907,6,13,2,66.14,13.04,38,30.72,13,"23368","uc001yof.1,uc001yog.1,uc010awv.1","PPP1R13B"
12908,1.1,0,0.99,1.97,0.99,0,0.38,2.04,"145216","uc001yoh.1","LINC00637"
12909,17.82,26.58,20.74,53.59,31.86,15.13,72.9,61.72,"9556","uc001yoi.4,uc001yoj.4,uc001yok.3,uc010aww.2","C14orf2"
12910,0,0,0,0,0,0,0,0,"122402","uc001yom.4,uc001yon.4","TDRD9"
12911,0,0,0,0,0,0,0,0,"647286","uc031qqp.1","RD3L"
12912,0,0,0,0,0,0,0,2,"374569","uc001yoo.2,uc001yoq.2,uc001yor.2","ASPG"
12913,0,0,0,0,0,0,0,0,"406986","uc010tyg.2","MIR203A"
12914,0,0,0,0,0,0,0,0,"100616173","uc021sej.1","MIR203B"
12915,0,0,0,0,0,0,0,0,"26153","uc001yos.4","KIF26A"
12916,0,0,0,0,0,0,0,0,NA,"uc032bmi.1",NA
12917,0,0,2.15,12.18,3.42,0,5.75,2.67,NA,"uc001you.3",NA
12918,2.02,2.99,0.5,11.34,3.85,0.47,21.29,0,NA,"uc001yov.1",NA
12919,0,0,0,0,0,0,0,0,"400258","uc001yow.2,uc010awy.1,uc010tyh.2,uc032bmj.1","C14orf180"
12920,0,0,0,0,0,0,0,0,"388021","uc001yox.2,uc032bmk.1,uc032bml.1","TMEM179"
12921,0,0,0,0,0,0,0,0,"100616300","uc021sek.1","MIR4710"
12922,13,34.9,14,32,2.34,2.5,2.75,6.89,"64423","uc001yoy.4,uc001ypb.2,uc001ypc.2,uc010awz.1","INF2"
12923,0,0,0,2,0,0,0,0,"122622","uc001ypd.4,uc001ype.4,uc001ypf.4","ADSSL1"
12924,8.03,5.02,9.05,33.31,5.14,9.91,34.69,12.18,"10572,NA","uc001ypg.1,uc001yph.3,uc001ypi.3,uc010tyj.1,uc021sel.1","SIVA1,NA"
12925,0,6.37,16,6,0,10.44,0,0,"207","uc001ypj.3,uc001ypk.3,uc001ypl.3,uc001ypm.3,uc001ypn.3,uc010axa.3,uc010tyk.2","AKT1"
12926,4,0,0,4,0,0,0,6,"100128927,NA","uc001ypp.3,uc021sem.2","ZBTB42,NA"
12927,1.94,0,0.51,2.38,2.67,1,0,1,"196872","uc001ypq.5","LINC00638"
12928,0,0,0,0,0,0,0,0,"283638","uc001yps.3,uc001ypt.3,uc010axb.4","CEP170B"
12929,0,16,5,0,2,21,2,0,"122618","uc001ypu.1,uc010tyl.1","PLD4"
12930,0,3,0,0,0,0,0,0,"113146,NA","uc001ypx.2,uc010axc.1,uc021sen.1,uc021seo.1","AHNAK2,NA"
12931,0,0,0,0,0,3,0,0,"122616","uc001ypy.1,uc001ypz.1,uc010tym.1","C14orf79"
12932,0,0,1,10.63,0,0,0,0,"55038,NA","uc001yqa.2,uc001yqb.2,uc021sep.2","CDCA4,NA"
12933,29.35,17.97,11.5,275.96,49.39,13.04,62.03,94.68,"29933","uc001yqc.4,uc001yqd.4,uc001yqe.4,uc010axe.2,uc032bmm.1","GPR132"
12934,0,0,0,0,0,0,0,0,NA,"uc032bmn.1",NA
12935,0,0,0,0,0,0,0,0,NA,"uc032bmo.1",NA
12936,0,0,0,0,0,0,0,0,NA,"uc032bmp.1",NA
12937,0,0,0,0,0,0,0,0,NA,"uc032bmq.1",NA
12938,0,0,0,0,0,0,0,0,NA,"uc032bmr.1",NA
12939,0,0,0,0,0,0,0,0,NA,"uc032bms.1",NA
12940,0,0,0,0,0,0,0,0,"3714","uc001yqf.4,uc001yqg.4,uc001yqh.4","JAG2"
12941,0,0,0,0,0,0,0,0,"102465458","uc032bmt.1","MIR6765"
