"gene_id","235-1_M_265","235-1_N_257","235-1_P_273","235-1_T_281","235_M_217","235_N_209","235_P_225","235_T_233","entrez_id","transcript_id","gene_symbol"
3567,0,0,0,0,0,0,0,0,NA,"uc031vot.1",NA
3568,0,0,0,1.23,0,0,0,0.32,"7100","uc001hnv.2,uc001hnw.2","TLR5"
3569,0,0,0,0,0,0,0,0,NA,"uc031vou.1",NA
3570,0,0,0,0,0,0,0,0,NA,"uc031vov.1",NA
3571,0,0,0,0,0,0,0,0,"55061","uc001hnx.3,uc001hny.4,uc001hnz.2,uc010puw.2,uc010pux.1","SUSD4"
3572,0,0,0,0,0,0,0,0,"164127","uc001hoa.2","CCDC185"
3573,0,0,0,0,0,0,0,0,"388743","uc031vow.1","CAPN8"
3574,0,0,0,0,0,0,0,0,NA,"uc031vox.1",NA
3575,44.07,1.69,14.92,10.41,22.2,7.97,19.92,15.03,"824","uc001hob.4,uc001hoc.3,uc010puy.2","CAPN2"
3576,4.96,3.74,1.04,14.58,8.47,6.44,2.78,11.87,"7159","uc001hod.3,uc010puz.2,uc010pva.2,uc010pvb.2","TP53BP2"
3577,0,0,0,0,180.34,0,0,1.85,NA,"uc021pjm.1",NA
3578,0,51.31,41.29,15.06,37.85,0,0,34.98,NA,"uc001hof.1",NA
3579,0,0,0,0,0,0,0,0,NA,"uc031voy.1",NA
3580,13.53,10.49,3.02,27.39,22.37,10.94,11.33,8.71,NA,"uc001hog.1",NA
3581,0,0,0,0,0,0,0,0,NA,"uc031voz.1",NA
3582,0,0,0,0,0,0,0,0,NA,"uc031vpa.1",NA
3583,0,0,0,0,0,0,0,0,NA,"uc031vpb.1",NA
3584,0,0,0,0,0,0,0,0,NA,"uc021pjn.1",NA
3585,2.65,2.91,3.57,1.99,0.41,2.98,4.04,2.28,"23219","uc001hoh.3,uc009xef.3,uc010pvc.2","FBXO28"
3586,84.92,46.45,18.87,16.22,71.73,22.84,9.52,23.34,"8560","uc001hoj.3","DEGS1"
3587,25.03,79.27,67.7,50.49,42.43,7.37,132.28,36.98,"4931","uc001hok.3,uc001hol.3,uc010pvd.2,uc010pve.2,uc010pvf.2,uc010pvg.2","NVL"
3588,0,0,0,0,0,0,0,0,"100313769","uc021pjo.1","MIR320B2"
3589,0,0,0,0,0,0,0,0,NA,"uc031vpc.1",NA
3590,0,0,0,0,0,0,0,0,NA,"uc031vpd.1",NA
3591,0,0,0,0,0,0,0,0,NA,"uc031vpe.1",NA
3592,0,0,0,0,0,0,0,0,NA,"uc031vpf.1",NA
3593,11.35,3.36,5.24,30.77,22.71,3.62,11.95,28.07,"29097","uc001hom.2,uc031pse.1,uc031psf.1,uc031psg.1,uc031psh.1,uc031psi.1","CNIH4"
3594,3.51,19.83,9.34,91.46,6.81,5.06,46.4,29.1,"80232,NA","uc001hop.4,uc001hoq.4,uc009xei.2,uc021pjp.1,uc021pjs.1,uc021pjt.1","WDR26,NA"
3595,0,0,0,0,0,0,0,0,"100616468","uc021pjq.1","MIR4742"
3596,0,0,0,0,0,0,0,0,NA,"uc031vpg.1",NA
3597,0,0,0,0,0,0,0,0,"149111","uc001hos.1","CNIH3"
3598,0,0,0,0,0,0,0,0,NA,"uc031vph.1",NA
3599,1.11,1.28,3.77,4.49,0.86,2.29,1.87,5.53,"127602","uc001hot.4,uc001hou.4,uc001hov.4,uc001how.2,uc001hox.2","DNAH14"
3600,0,0,0,0,0,0,0,0,NA,"uc031vpi.1",NA
3601,15.96,5.13,10.68,68.49,9.27,5.76,15.22,6.37,"3930","uc001hoy.3,uc001hoz.3","LBR"
3602,0,0,0,0,0,0,0,0,NA,"uc031vpj.1",NA
3603,6.29,4.54,2.83,9.06,6.35,4.58,7.35,5.9,"55740","uc001hpb.1,uc001hpc.1,uc001hpd.1,uc021pju.1","ENAH"
3604,0,0,0,0,0,0,0,0,NA,"uc031vpk.1",NA
3605,0,0,0,0,0,0,0,0,NA,"uc031vpl.1",NA
3606,0,0,0,0,0,0,0,0,NA,"uc001hpe.1",NA
3607,25.93,15.71,39.03,79.03,76.19,13.01,22.34,26.24,"6726","uc001hpf.4,uc001hpg.3,uc001hph.3,uc001hpi.4","SRP9"
3608,0,0,0,0,0,0,0,0,NA,"uc031vpm.1",NA
3609,0.28,0,0,2.62,5.78,1.53,0,2.64,"2052","uc001hpk.3,uc001hpl.3,uc031psj.1","EPHX1"
3610,24.34,10.48,35.51,55.32,11.33,8.94,13.26,49.75,"9725","uc001hpm.2,uc010pvi.1","TMEM63A"
3611,0,0,0,0,3.16,0,0,0,"10637","uc001hpo.3,uc009xej.2","LEFTY1"
3612,6.22,12.43,1.93,27.7,10.97,6.63,8.59,20.03,"29920,10637","uc001hpq.4,uc001hps.1,uc010pvj.3,uc031psk.1","PYCR2,LEFTY1"
3613,0,0,0,0,0,0,0,0,"102466270","uc031vpn.1","MIR6741"
3614,0,0,0,0,0,0,0,0,"7044","uc001hpt.2,uc009xek.2,uc010pvk.2","LEFTY2"
3615,0,0,0,0,0,0,0,0,NA,"uc031vpo.1",NA
3616,0,0,0,0,0,0,0,0,NA,"uc031vpp.1",NA
3617,24.39,7.6,11.61,13.03,24.96,14.45,33.43,21.01,"163859","uc001hpu.4","SDE2"
3618,0,0,0,0,0,0,0,0,NA,"uc031vpq.1",NA
3619,126.72,51.04,69.28,83.36,143.49,88.29,38.15,61.82,"3020,440926","uc001hpw.3,uc010pvl.2,uc021pjv.1","H3F3A,H3F3AP4"
3620,0,0,0,0,0,0,0,0,NA,"uc001hpx.3",NA
3621,0,0,0,0,0,0,0,0,NA,"uc031vpr.1",NA
3622,0,0,0,0,0,0,0,0,NA,"uc031vps.1",NA
3623,8.35,18.77,31.44,4.25,18.1,0,0.98,2.67,"64746","uc001hpy.3","ACBD3"
3624,0,0,0,0,0,0,0,0,NA,"uc031psl.1",NA
3625,7.05,5.71,3.1,6.32,13.94,12.4,65,4.99,"83881","uc010pvm.3,uc031vpt.1","MIXL1"
3626,2.69,0,2.62,0,0,0,6.06,0,"286826","uc001hqa.3,uc001hqb.3,uc001hqc.4,uc009xel.2","LIN9"
3627,53.99,1.96,29.3,6.3,30.62,20.68,15.75,9.48,"142","uc001hqd.4","PARP1"
3628,0,0,0,0,0,0,0,0,NA,"uc031vpu.1",NA
3629,2.8,0.59,3.3,2.13,2.68,0,3.43,0,NA,"uc001hqe.3",NA
3630,0,1.98,0,0.89,0,0,0,0,"375057","uc031vpv.1","C1orf95"
3631,3.89,3.54,2.41,32.19,3,5.62,6.72,16.29,"3707","uc001hqh.3,uc010pvo.2","ITPKB"
3632,0,0,0,0,0,11.71,0.61,5.62,"100506443","uc031vpw.1","ITPKB-IT1"
3633,0,0,0,0,0,0,0,0,NA,"uc031vpx.1",NA
3634,0,0,0,0,0,0,0,0,NA,"uc031vpy.1",NA
3635,3.36,14.97,23.48,1.02,10.05,0,3.28,0.68,"5664","uc001hqk.2,uc009xeo.1,uc009xep.1","PSEN2"
3636,44.98,48.15,14.37,11.28,26.15,12.94,11.16,42.44,"NA,56997","uc001hql.1,uc001hqm.1,uc001hqn.1,uc001hqo.1,uc009xeq.1,uc009xer.1,uc010pvp.1,uc010pvq.1,uc010pvr.1","NA,ADCK3"
3637,0,0,4.91,0,0,0,1.32,0,"8476","uc001hqp.3,uc001hqq.3,uc001hqr.3,uc001hqs.3,uc001hqt.3,uc001hqu.1,uc009xes.3,uc010pvs.2","CDC42BPA"
3638,0,0,0,0,0,0,0,0,NA,"uc031vpz.1",NA
3639,0,0,0,0,0,0,0,0,NA,"uc031vqa.1",NA
3640,0,11.38,4.43,1.1,2.4,3.09,0,0.73,NA,"uc001hqv.3",NA
3641,22.16,1.74,24.25,10.12,21.25,18.46,22.55,9.48,"339500","uc001hqw.2,uc009xet.2,uc009xeu.2,uc021pjy.1","ZNF678"
3642,0,0,0,0,0,0,0,0,"401983","uc021pjz.1","ZNF847P"
3643,0,0,0,0,0,0,0,0,NA,"uc031vqb.1",NA
3644,12.79,7.08,2.93,10.7,0.97,4.83,15.01,24.66,"100130093,116841","uc001hqx.4,uc001hqy.4,uc001hra.2,uc001hrd.3,uc001hre.3,uc001hrf.2","LOC100130093,SNAP47"
3645,69.61,0.79,2.2,1.37,0,1.91,0,0,"65094","uc001hrb.3,uc001hrc.3","JMJD4"
3646,0,0,0,0,0,0,0,0,"339501","uc001hrh.3","PRSS38"
3647,0,0,0,0,0,0,0,0,NA,"uc031vqc.1",NA
3648,0,0,0,0,0,0,0,0,"7483","uc001hri.2","WNT9A"
3649,0,0,0,0,0,0,0,0,"100847072","uc031psm.1","MIR5008"
3650,0,0,0,0,0,0,0,0,NA,"uc001hrj.3",NA
3651,0,0,0,0,0,0,0,0,NA,"uc001hrk.3",NA
3652,0,0,0,0,0,0,0,0,NA,"uc021pka.1",NA
3653,0,0,0,0,0,0,0,0,NA,"uc021pkb.1",NA
3654,0,0,0,0,0,0,0,0,NA,"uc010pvt.1",NA
3655,0,0,0,0,0,0,0,0,NA,"uc010pvu.2",NA
3656,0,0,0,0,0,0,0,0,NA,"uc001hrn.3",NA
3657,0,0,0,0,0,0,0,0,NA,"uc021pkc.1",NA
3658,0,0,0,0,0,0,0,0,"89780","uc001hrp.2,uc001hrq.2","WNT3A"
3659,61.71,22.06,35.33,41.12,43.95,107.32,48.63,32.76,"375","uc001hrr.3,uc001hrs.3,uc001hru.3,uc001hrv.3","ARF1"
3660,0,0,0,0,0,0,0,0,"100500810","uc021pkd.1","MIR3620"
3661,11.35,0,7.18,19.36,5.84,0,3.89,0,"79169","uc001hrx.3,uc009xew.3","C1orf35"
3662,0,0,0,0,0,0,2.73,31.93,"128308","uc001hrz.4,uc001hsa.4,uc001hsb.4,uc001hsc.4,uc001hsd.4,uc001hse.4,uc001hsf.4,uc001hsg.4,uc009xex.3","MRPL55"
3663,20.21,10.86,33.87,7.45,8.02,24.44,8.7,7.49,"2987","uc001hsh.3,uc001hsi.3,uc001hsj.3,uc010pvv.2,uc021pke.1,uc021pkf.1","GUK1"
3664,0,0,0,0,0,0,0,0,"57165","uc001hsk.3","GJC2"
3665,0,0,0,0,0,0,0,20.45,"574432","uc031vqd.1,uc031vqe.1","IBA57-AS1"
3666,11.07,16.11,9.56,22.7,20.9,15.29,28.74,12.21,"200205","uc001hsl.4,uc010pvw.2","IBA57"
3667,0,0,0,0,0.71,0,0,0,"574407","uc001hsm.1,uc031psn.2","C1orf145"
3668,0.86,0.42,0,5.48,0.1,0.76,0.95,7.71,"84033,NA","uc001hsn.4,uc001hso.3,uc001hsp.2,uc001hsq.2,uc001hsr.1,uc009xez.2,uc009xfa.3","OBSCN,NA"
3669,0,0,0,0,0,0,0,0,NA,"uc031vqf.1",NA
3670,0,0.75,3.12,8.52,0,0.96,0.55,5,"81559","uc001hss.3,uc001hst.1,uc010pvx.2","TRIM11"
3671,0,0,0,0,0,0,0,0,"102465444","uc031vqg.1","MIR6742"
3672,2.23,0,3.28,9.07,5.34,0,0.34,7.32,"51127","uc001hsu.3,uc001hsv.3,uc009xfb.2","TRIM17"
3673,0,0,0,0,0,0,13.61,0,"8290","uc001hsx.1","HIST3H3"
3674,77.09,36.85,28.53,0,0,95.93,68.04,4.3,"92815","uc001hsy.3","HIST3H2A"
3675,24,0,10.28,0,33.24,25.71,53.83,5,"128312","uc001hsz.3","HIST3H2BB"
3676,0,0,0,0,0,0,0,0,"100616308","uc021pkh.1","MIR4666A"
3677,0,0,0,0,0,0,0,0,NA,"uc031vqh.1",NA
3678,0,0,0,0,0,0,0,0,NA,"uc021pki.1",NA
3679,2.63,4.99,0,14.99,0,3.21,5.72,5.69,NA,"uc001hta.3",NA
3680,4.19,5.8,0,1.95,5.73,0,0.41,0.87,"149603","uc001htb.3","RNF187"
3681,0,0,0,0,0,0,0,0,"100129094","uc031vqi.1","BTNL10"
3682,0,0,0,0,0,0,0,0,NA,"uc031vqj.1",NA
3683,464.56,1545.94,795.78,698.97,1524.52,1176.47,491.37,832.29,"100169751","uc031vqk.1","RNA5S1"
3684,464.56,1545.94,795.78,698.97,1524.52,1176.47,491.37,832.29,"100169751","uc031vql.1","RNA5S1"
3685,464.56,1545.94,795.78,698.97,1524.52,1176.47,491.37,832.29,"100169751","uc031vqm.1","RNA5S1"
3686,464.56,1545.94,795.78,698.97,1524.52,1176.47,491.37,832.29,"100169751","uc031vqn.1","RNA5S1"
3687,464.56,1545.94,795.78,698.97,1524.52,1176.47,491.37,832.29,"100169751","uc031vqo.1","RNA5S1"
3688,464.56,1545.94,795.78,698.97,1524.52,1176.47,491.37,832.29,"100169751","uc031vqp.1","RNA5S1"
3689,464.56,1545.94,795.78,698.97,1524.52,1176.47,491.37,832.29,"100169751","uc031vqq.1","RNA5S1"
3690,464.56,1545.94,795.78,698.97,1524.52,1176.47,491.37,832.29,"100169751","uc031vqr.1","RNA5S1"
3691,0,0,0,0,0,0,0,0,"100169760","uc031vqs.1","RNA5S9"
3692,464.56,1545.94,795.78,698.97,1524.52,1176.47,491.37,832.29,"100169751","uc031vqt.1","RNA5S1"
3693,0,0,0,0.75,0,5.02,0.37,2.6,"574029","uc001htd.2","DUSP5P1"
3694,464.56,1545.94,795.78,698.97,1524.52,1176.47,491.37,832.29,"100169751","uc031vqu.1","RNA5S1"
3695,0,0,0,0,0,0,0,0,NA,"uc031vqv.1",NA
3696,0,0,0,0,0,0,0.22,1.34,"58480","uc001htf.3,uc021pkj.1","RHOU"
3697,0,0,0,0,0,0,0,0,NA,"uc031vqw.1",NA
3698,0,0,0,0,0,0,0,0,NA,"uc031vqx.1",NA
3699,1.5,0.52,0,4.23,11.39,0.98,2.7,4.63,NA,"uc001htg.3",NA
3700,0,0,0,0,0,0,0,0,NA,"uc031vqy.1",NA
3701,4.73,1.43,0,5.02,5.99,0.79,4.29,0.77,"5867","uc001hth.4,uc031pso.1,uc031psp.1","RAB4A"
3702,0,0,0,0,0,0,0,3.43,"10638","uc001htk.4","SPHAR"
3703,4.77,2.26,1.05,1.24,2.19,12.25,6.6,6.4,"126731","uc001htl.4,uc009xfc.3","CCSAP"
3704,4.05,0,0,0,1.71,0,2.09,1.01,"58","uc001htm.3","ACTA1"
3705,0.88,0.94,2.6,10.96,4.23,6.2,1.33,10.01,"55746","uc001htn.3","NUP133"
3706,2.64,3.27,1.8,3.08,4.47,3.49,8.49,11.59,NA,"uc001hto.1",NA
3707,0,0,0,0,0,5.5,0.99,0,"23456","uc001htp.4","ABCB10"
3708,0,0,0,0,0,0,0,0,NA,"uc031vqz.1",NA
3709,0,6.9,1.23,14,1.07,0,0.51,5.85,"27097","uc001htq.4,uc001htr.3","TAF5L"
3710,0,1.37,0,1.23,0,0,2.13,0,"9816","uc001hts.1,uc009xfd.1","URB2"
3711,0,0,0,0,0,0,0,0,NA,"uc031vra.1",NA
3712,0,0,0,0,0,0,0,0,NA,"uc031vrb.1",NA
3713,0,0,0,0,0,0,0,0,NA,"uc031vrc.1",NA
3714,1.4,6.06,13.31,6.78,1.02,4.77,15.28,1.04,"2590","uc001htu.2,uc010pvy.1,uc010pvz.1,uc010pwa.1","GALNT2"
3715,0,0,0,0,0,0,0,0,"79605","uc031psq.1","PGBD5"
3716,0,0,0,0,0,0,0,0,NA,"uc031vrd.1",NA
3717,7.65,1.35,1.87,11.76,0,5.16,3.98,6.68,"22796","uc001htw.3,uc001htx.3,uc010pwc.2,uc031psr.1","COG2"
3718,0,0,0,0,0,0,0,0,"183","uc001hty.5,uc009xff.4","AGT"
3719,0,0,0,0,0,0,0,0,"10753","uc001htz.1,uc001hua.1,uc009xfg.1","CAPN9"
3720,1.97,4.15,0,6.43,1.26,0,0.51,7.2,"84886","uc001hub.3,uc001huc.2,uc001hud.2,uc009xfh.2","C1orf198"
3721,0,0,0,0,0,0,0,0,NA,"uc031vre.1",NA
3722,0,0,0,0,0,0,0,0,"101927604","uc001hue.1","LOC101927604"
3723,0,0,0,0,0,0,0,0,NA,"uc031vrf.1",NA
3724,0,9.53,0,6.24,0.68,0,2.26,5.85,"79573","uc001huf.4,uc001hug.4,uc009xfj.3,uc009xfk.2","TTC13"
3725,0,4.78,13.42,2.5,2.73,40.03,1.02,30.01,"64801","uc001huh.3,uc009xfl.1","ARV1"
3726,0,0,0,5.16,0,1.72,0,0,"375061,100302132","uc001hui.2,uc021pkk.1","FAM89A,MIR1182"
3727,0,0,0,0,0,0,0,0,NA,"uc031vrg.1",NA
3728,0,0,0,0,0,0,0.14,0.27,"440730","uc009xfn.1","TRIM67"
3729,0,0,0,0,0,0,0,0,NA,"uc031vrh.1",NA
3730,0,0,0,0,0,0,0,0,"149373","uc031pss.1","LOC149373"
3731,11,30.58,28.05,7.98,4.33,2.87,5.06,11.89,"128061","uc001hul.3,uc001hum.3,uc001hun.1,uc001huo.1,uc010pwd.1","C1orf131"
3732,32.76,25.67,46.21,36.69,224.41,57.37,19.42,36.02,"8443","uc001hup.4,uc009xfo.1,uc009xfp.3","GNPAT"
3733,0,0,0,0,0,0,0,0,NA,"uc031vri.1",NA
3734,0.37,1.15,0,6.76,2.57,6.86,5.78,1.14,"149371","uc001huq.3","EXOC8"
3735,17.66,0,2.29,1.69,7.82,0,4.59,2.09,"83932","uc001hur.4,uc001hus.4,uc001hut.4","SPRTN"
3736,0.76,2.76,3.26,2.54,1.85,1.78,2.06,4.23,"54583","uc001huu.3,uc001huv.2","EGLN1"
3737,0,0,0,0,0,0,0,0,NA,"uc031vrj.1",NA
3738,0,0,0,0,0,0,0,0,NA,"uc031vrk.1",NA
3739,0,0,0,0,0,0,0,0,"645339","uc021pkl.2","SNRPD2P2"
3740,5.54,1.56,0.87,5.25,3.13,0,0.1,4.36,"27185,100303453","uc001hux.1,uc001huy.3,uc001huz.3,uc001hva.3,uc001hvc.3,uc009xfr.3,uc010pwe.2,uc010pwf.2,uc010pwg.1,uc010pwh.1,uc010pwi.1,uc010pwj.1,uc010pwk.1,uc010pwl.2,uc010pwm.2,uc010pwn.1,uc010pwo.2,uc010pwp.2,uc010pwq.2,uc010pwr.1,uc010pws.1,uc010pwt.1,uc010pwu.1,uc010pwv.2,uc010pww.2,uc010pwx.2,uc010pwy.2,uc010pwz.2,uc010pxa.2,uc010pxb.1,uc010pxc.1,uc010pxd.2,uc010pxe.2,uc010pxf.2,uc010pxg.2,uc010pxh.2,uc010pxi.1,uc010pxj.1,uc010pxk.1,uc010pxl.1,uc010pxm.2,uc010pxn.1,uc021pkn.1","DISC1,TSNAX-DISC1"
3741,2.35,7.65,8.51,12.63,22.9,6.18,8.25,4.25,"7257","uc001huw.3","TSNAX"
3742,0,0,0,0,0,0,0,0,"100287814","uc021pkm.3","LINC00582"
3743,0,0,0,0,0,0,0,0,NA,"uc031vrl.1",NA
3744,1.43,2.24,1.55,3.94,2.2,2.06,4.48,1.67,"27184","uc001hvd.3","DISC2"
3745,0,0,0,0,0,0,0,0,NA,"uc031vrm.1",NA
3746,0,0,0,0,0,0,0,0,"57568","uc001hvf.3,uc001hvg.3","SIPA1L2"
3747,0,0,0,0,0,0,0,0,NA,"uc031vrn.1",NA
3748,0,0,0,0,0,0,0,0,NA,"uc031vro.1",NA
3749,2,0,0,0,0,0,3.74,3.41,"54627","uc001hvh.2","MAP10"
3750,0,0,0,0,0,0,0,0,NA,"uc031vrp.1",NA
3751,0,2.67,0,7.19,0,0,0,73.89,"84284","uc001hvj.1,uc009xft.1","NTPCR"
3752,8.74,23.5,10.67,71.04,25.86,10.34,3.73,46.92,"80003","uc001hvk.1,uc001hvl.2,uc001hvm.3,uc001hvp.1,uc001hvq.1,uc009xfu.3,uc009xfv.1","PCNXL2"
3753,0,0,0,0,0,0,0,0,NA,"uc031vrq.1",NA
3754,0,0,3.39,0,0.55,0,0.16,0,"84451","uc001hvs.1,uc001hvt.4,uc001hvu.4","KIAA1804"
3755,0,0,0,0,0,0,0,0,NA,"uc031vrr.1",NA
3756,0,0,0,0,0,0,0,0,NA,"uc021pko.1",NA
3757,0,0,0,0,0,0,0,0,"3775","uc010pxo.1,uc031pst.1","KCNK1"
3758,0,0,0,0,0,0,0,0,"100616390","uc021pkp.1","MIR4427"
3759,0,0,0,0,0,0,0,0,"148641","uc001hvy.1,uc001hwa.1","SLC35F3"
3760,0,0,0,0,0,0,0,0,NA,"uc001hvz.1",NA
3761,0,0,0,25.69,0,0,0,0,NA,"uc031vrs.1",NA
3762,0,0,0,0,0,0,0,0,NA,"uc031vrt.1",NA
3763,0,0,0,0,0,0,0,0,NA,"uc031vru.1",NA
3764,0,0,0,0,0,0,0,0,"100616380","uc021pkq.1","MIR4671"
3765,32.1,0,10.62,3.87,9.62,17.91,0,0,"388753","uc001hwb.3,uc001hwc.3","COA6"
3766,1.78,0.38,0,1.16,3.4,0.45,1.88,3.64,"6894","uc001hwd.3","TARBP1"
3767,0,0,0,0,0,0,0,0,"100506795","uc001hwe.3","LINC01354"
3768,3.51,0.84,18.63,11.8,8.48,1.29,0.69,4.79,"359948","uc001hwf.3,uc001hwg.3,uc009xfw.3","IRF2BP2"
3769,0,0,0,0.92,0,0,0,0,"100302691","uc021pkr.1","LINC00184"
3770,2.94,0,0,0,3.6,0,0,0,NA,"uc001hwh.3",NA
3771,0,0,0,0,0,0,3.71,0,"100506810","uc001hwj.2","LINC01132"
3772,0,0,0,0,0,0,0,0,NA,"uc001hwk.4",NA
3773,0,0,0,0,0,0,0,0,NA,"uc031vrv.1",NA
3774,0,0,0,0,0,0,0,0,"731656","uc031vrw.1","LINC01348"
3775,4.96,19.25,12.97,23.93,5.27,0,7.08,6.23,"9804","uc001hwl.3","TOMM20"
3776,0,0,0,0,0,0,0,0,"677802","uc001hwm.1","SNORA14B"
3777,88.69,150.65,500.98,165.64,42.58,105.08,83,159.25,"23029,51742","uc001hwn.3,uc001hwo.3,uc001hwp.3,uc010pxp.1","RBM34,ARID4B"
3778,0,0,0,0,0,0,0,0,NA,"uc031vrx.1",NA
3779,0,0,0,0,0,0,0,0,NA,"uc031vry.1",NA
3780,39.89,15.44,19.29,35.34,23.9,26.52,25.3,25.44,"51742","uc001hwq.3,uc001hwr.3,uc001hws.4,uc001hwt.4,uc001hwu.1,uc021pks.1","ARID4B"
3781,0,0,0,0,0,0,0,0,"100616224","uc021pkt.1","MIR4753"
3782,0,0,0,0,0,0,0,0,NA,"uc031vrz.1",NA
3783,0,0,0,0,0,0,0,0,NA,"uc031vsa.1",NA
3784,18.72,16.34,12.72,20.43,19.87,5.17,14.08,32.57,"9453","uc001hwv.3,uc001hww.3,uc001hwx.3,uc031psu.1","GGPS1"
3785,0,0,0,0,0,0,0,0,NA,"uc031vsb.1",NA
3786,1.28,25.56,0,2.41,0,0,8.33,9.98,"6905","uc001hwz.2,uc001hxa.2,uc001hxb.2,uc010pxq.2,uc010pxr.2","TBCE"
3787,2.69,2.17,0.62,1,0,10.33,1.9,1.64,"148789","uc001hxc.3,uc001hxd.2","B3GALNT2"
3788,0,0,0,0,0,0,0,0,"100616427","uc031vsc.1","MIR5096"
3789,6.87,2.26,2.86,12.34,3.68,2.95,10.43,10.22,"2786","uc001hxe.4,uc001hxh.4,uc009xfz.3","GNG4"
3790,0,0,0,0,0,0,0,0,NA,"uc031vsd.1",NA
3791,91.15,41.94,89.46,55.5,108.78,71.37,40.8,94.13,"1130","uc001hxi.3,uc001hxj.3,uc001hxl.2,uc001hxm.4,uc001hxn.2,uc009xga.1,uc009xgb.2,uc010pxs.2","LYST"
3792,0,0,0,0,0,0,0,0,"100302139","uc021pkv.1","MIR1537"
3793,0,0,0,0,0,0,0,0,NA,"uc031vse.1",NA
3794,0,0,0,0,0,0,0,0,"4811","uc001hxo.3,uc009xgc.3,uc009xgd.3","NID1"
3795,0,0,0,0,0,0,0,0,NA,"uc001hxp.1",NA
3796,0,0,0,0,0,0,0,0,NA,"uc031vsf.1",NA
3797,0.96,4.04,0,3.63,0,3.64,0,4.88,"7107","uc001hxq.3","GPR137B"
3798,27.55,3.06,1.07,40.07,10.68,5.2,10.3,8,"56605","uc001hxt.3,uc010pxt.1","ERO1LB"
3799,0,0,0,0,0,0,0,0,NA,"uc031vsg.1",NA
3800,0,0,0,0,0,0,0,0,NA,"uc031vsh.1",NA
3801,0,0,0,0,0,0,0,0,NA,"uc031vsi.1",NA
3802,0,0,0,0,0,0,0,0,NA,"uc031vsj.1",NA
3803,13.64,6.91,0.97,10.63,0.85,0,0.22,1.36,"128178","uc001hxu.1,uc001hxv.1","EDARADD"
3804,15.34,10.18,29.32,31.75,14.95,18.53,11.07,23.63,"3964","uc001hxw.2,uc001hxy.2,uc001hxz.2,uc001hya.2,uc001hyc.2,uc009xgg.2","LGALS8"
3805,0,0,0,3.86,0,0,0.41,1.23,"100287902","uc001hxx.3","LGALS8-AS1"
3806,55.32,26.38,45.83,24.13,47.94,36.78,47.23,36.99,"55127","uc001hyd.2,uc001hye.2,uc009xgh.2","HEATR1"
3807,0,0,0,0,0,0,0,0,NA,"uc031vsk.1",NA
3808,0,0,0,0.2,4.47,0,0.12,0,"88","uc001hyf.3,uc001hyg.3,uc009xgi.2,uc010pxu.2","ACTN2"
3809,4.96,2.18,3.34,11.59,12.18,2.24,14.28,24.91,"4548","uc001hyi.4,uc010pxv.1,uc010pxw.2,uc010pxx.2,uc010pxy.2","MTR"
3810,0,0,0,0,0,0,0,0,"4548","uc009xgj.1","MTR"
3811,0,0,0,0,0,0,0,0,NA,"uc031vsl.1",NA
3812,0,0,0,0,0,0,0,0,NA,"uc031vsm.1",NA
3813,0,0,0,0,0,0,0,0,"645745","uc001hyk.2","MT1HL1"
3814,0,0,0,0,0,0,0,0,NA,"uc031vsn.1",NA
3815,0,0,0,0,0,0,0,0,"6262","uc001hyl.1,uc010pxz.1,uc010pya.2,uc010pyb.1,uc021pkx.1,uc021pky.1,uc021pkz.1","RYR2"
3816,0,0,0,0,0,0,0,0,NA,"uc021pkw.1",NA
3817,0,0,0,0,0,0,0,0,NA,"uc031vso.1",NA
3818,0,0,0,0,0,0,0,0,NA,"uc031vsp.1",NA
3819,0,0,0,0,0,0,0,0,NA,"uc031vsq.1",NA
3820,0,0,0,0,0,0,0,0,NA,"uc031vsr.1",NA
3821,0,0,0,0,0,0,0,0,NA,"uc031vss.1",NA
3822,0,0,0,0,0,0,0,0,"100616141","uc031vst.1","MIR4428"
3823,0,0,0,0,0,0,0,0,NA,"uc031vsu.1",NA
3824,0,0,0,0,0,0,0,0,NA,"uc031vsv.1",NA
3825,0,0,0,0,0,0,0,0,NA,"uc031vsw.1",NA
3826,0,0,0,0,0,0.76,0.2,0.44,"100130331","uc010pyc.2","LOC100130331"
3827,0,0,0,0,0,0,0,0,"57829","uc001hym.3","ZP4"
3828,0,0,0,0,0,0,0,0,NA,"uc021pla.1",NA
3829,0,0,0,0,0,0,0,0,NA,"uc021plb.1",NA
3830,2.85,1.4,0,0,3.18,1.7,0,0,"339535","uc001hyn.3","LINC01139"
3831,0,0,0,0,0,0,0,0,NA,"uc031vsx.1",NA
3832,0,0,0,0,0,0,0,0,NA,"uc031vsy.1",NA
3833,0,0,0,0,0,0,0,0,NA,"uc031vsz.1",NA
3834,1.33,3.47,0,1.49,0.36,8.93,1.77,2.56,"1131","uc001hyo.1,uc001hyp.3","CHRM3"
3835,0,0,0,11.13,0,0,0,5.61,"100506915","uc031vta.1","CHRM3-AS2"
3836,0,0,0,0,0,0,0,0,"100873984","uc031vtb.1","CHRM3-AS1"
3837,0,0,0,0,0,0,0,0,NA,"uc031vtc.1",NA
3838,0,0,0,0,0,0,0,0,NA,"uc031vtd.1",NA
3839,0,0,0,0,2.84,0,0,0,"645884","uc021pld.1","RPS7P5"
