cellID,IgM,IgD,IgG,IgE,IgA
1a208,0,0,0,0,0
1a209,0,0,0,0,0
1a210,0,0,5,0,0
1a211,4,0,4,0,1
1a212,0,0,0,0,2
1a213,0,0,0,0,0
1a214,22,2,5,0,15
1a215,10,1,13,0,28
1a216,1,0,0,0,0
1a217,0,0,0,0,0
1a218,0,0,0,0,0
1a219,19,7,0,0,2
1a220,4,0,0,0,0
1a221,3,1,0,0,0
1a222,89,10,197,0,35
1a223,116,2,18,0,38
1a224,0,0,0,0,0
1a225,7,1,0,0,0
1a226,0,0,0,0,0
1a227,2,0,1,0,0
1a228,7,0,0,0,0
1a229,0,0,0,0,0
1a230,93,45,109,0,13
1a231,371,39,7,0,17
1a232,0,0,0,0,0
1a233,1,0,0,0,0
1a234,0,2,0,0,1
1a235,3,0,0,0,0
1a236,0,0,1,0,0
1a237,0,1,0,0,0
1a238,195,78,16,0,59
1a239,43,77,140,0,9
1a240,1,0,0,0,0
1a241,0,0,0,0,0
1a242,0,0,0,0,0
1a243,2,0,1,0,0
1a244,0,0,0,0,0
1a245,1,0,0,0,0
1a246,2,0,3,0,3
1a247,927,29,9,0,247
1a248,0,0,0,0,0
1a249,21,0,0,0,0
1a250,0,0,0,0,0
1a251,0,0,0,0,0
1a252,2,0,0,0,1
1a253,0,0,0,0,0
1a254,24,1,11,0,1
1a255,39,10,1,0,11
1a256,4,0,0,0,5
1a257,0,0,0,0,0
1a258,0,0,0,0,0
1a259,0,0,0,0,0
1a260,0,0,0,0,0
1a261,0,0,0,0,0
1a262,94,5,11,0,21
1a263,3,37,8,0,12
1a264,1,0,3,0,0
1a265,0,0,1,0,0
1a266,0,0,0,0,0
1a267,0,2,0,0,0
1a268,3,0,0,0,0
1a269,1,1,0,0,1
1a270,132,32,89,2,10
1a271,1534,69,46,0,86
1a272,0,0,0,0,7
1a273,1,0,0,0,0
1a274,0,0,0,0,0
1a275,2,0,0,0,0
1a276,44,0,3,0,5
1a277,4,0,0,0,0
1a278,107,134,16,0,41
1a279,131,37,411,0,58
1a280,0,0,0,0,0
1a281,5,4,1,0,0
1a282,0,1,1,0,0
1a283,26,5,0,0,0
1a284,0,0,1,0,0
1a285,7,0,0,0,0
1a286,61,144,853,0,40
1a287,109,38,202,28,5
1a288,3,1,10,0,1
1a289,6,0,0,0,0
1a290,0,0,0,0,0
1a291,1,0,0,0,0
1a292,0,0,0,0,0
1a293,0,0,0,0,0
1a294,9,12,0,0,22
1a295,653,46,129,0,109
1a296,16,0,0,0,0
1a297,4,0,1,0,0
1a298,0,0,0,0,0
1a299,0,0,0,0,0
1a300,0,0,0,0,0
1a301,0,0,0,0,0
1a302,0,0,0,0,0
1a303,0,0,0,0,0
1a304,0,0,0,0,0
1a305,0,0,1,0,0
1a306,0,0,0,0,0
1a307,1,0,0,0,0
1a308,2,0,1,0,0
1a309,0,0,0,0,0
1a310,0,0,0,0,0
1a311,0,0,0,0,0
1a312,13,0,0,0,0
1a313,0,0,0,0,0
1a314,0,0,0,0,0
1a315,0,0,0,0,0
1a316,0,0,0,0,0
1a317,0,0,0,0,0
1a318,0,1,0,0,0
1a319,0,0,0,0,0
1a320,0,0,0,0,0
1a321,1,1,0,0,0
1a322,0,0,0,0,0
1a323,0,1,0,0,0
1a324,1,0,0,0,0
1a325,1,0,0,0,0
1a326,0,0,0,0,0
1a327,0,0,3,0,0
1a328,1,0,0,0,0
1a329,11,3,0,0,0
1a330,0,0,0,0,0
1a331,1,0,0,0,2
1a332,1,0,0,0,0
1a333,1,0,0,0,1
1a334,0,0,0,0,0
1a335,2,0,0,0,0
1a336,0,0,0,0,0
1a337,0,0,1,0,0
1a338,0,0,0,0,0
1a339,0,0,0,0,0
1a340,0,0,0,0,0
1a341,0,0,0,0,0
1a342,0,0,0,0,0
1a343,0,0,0,0,2
1a344,0,0,0,0,0
1a345,20,0,7,1,4
1a346,0,0,0,0,0
1a347,1,0,0,0,4
1a348,2,0,0,0,0
1a349,0,0,0,0,0
1a350,2,0,1,0,0
1a351,3,0,14,0,1
1a352,0,0,0,0,0
1a353,1,0,0,0,0
1a354,11,0,0,0,0
1a355,1,0,0,0,0
1a356,0,0,0,0,0
1a357,0,0,0,0,0
1a358,0,0,0,0,0
1a359,5,1,1,0,1
1a360,1,0,0,0,0
1a361,1,0,0,0,0
1a362,0,0,0,0,0
1a363,8,0,0,0,3
1a364,11,0,1,0,1
1a365,0,0,0,0,0
1a366,0,0,0,0,0
1a367,1,0,0,0,0
1a368,5,0,0,0,0
1a369,0,0,3,0,0
1a370,0,0,0,0,0
1a371,0,0,0,0,0
1a372,4,0,0,0,0
1a373,2,0,0,0,0
1a374,0,0,0,0,0
1a375,5,1,1,0,0
1a376,0,0,0,0,0
1a377,0,0,0,0,0
1a378,1,1,2,0,0
1a379,0,0,3,0,0
1a380,0,0,0,0,0
1a381,0,0,0,0,0
1a382,3,0,0,0,2
1a383,0,0,0,0,0
1a384,2,0,0,0,1
1a385,0,0,0,0,1
1a386,0,0,0,0,0
1a387,0,0,0,0,6
1a388,0,0,0,0,0
1a389,0,0,1,0,0
1a390,0,0,0,0,0
1a391,0,0,0,0,1
1a392,4,1,1,0,5
1a393,0,0,0,0,0
1a394,0,4,0,0,0
1a395,1,0,0,0,0
1a396,2,0,0,0,7
1a397,0,0,0,0,0
