cellID,IgM,IgD,IgG,IgE,IgA
59c208,45,0,0,0,0
59c209,0,1,1,0,0
59c210,0,0,2,0,6
59c211,0,0,0,0,0
59c212,0,0,6,0,0
59c213,0,0,2,0,13
59c214,0,0,2,0,0
59c215,0,0,1,0,0
59c216,0,0,0,0,3
59c217,0,0,0,0,0
59c218,0,6,0,0,0
59c219,0,0,5,0,3
59c220,7,0,2,0,1
59c221,3,0,1,0,0
59c222,0,0,1,0,0
59c223,0,0,0,0,3
59c224,10,0,0,0,0
59c225,0,0,0,0,0
59c226,0,1,2651,60,0
59c227,1,0,0,0,0
59c228,0,2,0,0,0
59c229,0,0,2,0,0
59c230,0,6,0,0,0
59c231,0,0,0,0,0
59c232,4,4,0,0,0
59c233,0,0,4,0,0
59c234,12,45,0,0,0
59c235,0,12,1,0,0
59c236,0,0,1,0,0
59c237,43,7,0,0,0
59c238,0,0,0,0,0
59c239,0,0,1,0,0
59c240,0,0,0,0,0
59c241,0,24,1,0,0
59c242,0,0,10,0,0
59c243,32,21,3,0,0
59c244,0,0,1,0,0
59c245,6,0,0,0,0
59c246,0,0,0,0,0
59c247,13,0,13,0,0
59c248,0,0,2,0,0
59c249,0,0,9,0,5
59c250,0,0,0,0,0
59c251,0,0,0,0,0
59c252,57,0,0,0,0
59c253,11,0,0,0,0
59c254,0,0,0,0,0
59c255,0,0,5,0,0
59c256,0,0,3,0,0
59c257,0,0,438,0,2
59c258,3,14,7,0,0
59c259,0,18,27,0,0
59c260,9,0,0,0,0
59c261,0,0,0,0,0
59c262,8,0,0,0,0
59c263,0,0,0,0,0
59c264,0,0,0,0,3
59c265,0,0,0,0,1
59c266,0,0,1,0,0
59c267,0,0,0,0,0
59c268,0,0,1,0,0
59c269,0,0,1,0,14
59c270,0,0,2,0,0
59c271,0,0,33,0,0
59c272,2,0,1,0,0
59c273,112,0,0,0,0
59c274,0,0,1,0,0
59c275,0,0,0,0,0
59c276,13,0,0,0,0
59c277,15,39,1,0,0
59c278,0,0,0,0,0
59c279,0,3,0,0,0
59c280,0,0,1,0,0
59c281,3,3,55,0,0
59c282,0,0,2,0,0
59c283,0,0,3532,1,0
59c284,46,0,2,0,0
59c285,0,0,1,0,0
59c286,0,0,0,0,10
59c288,0,0,34,0,0
59c289,0,21,56,0,0
59c290,0,0,0,0,0
59c291,0,0,0,0,0
59c292,1,0,2,0,6
59c293,0,0,1,0,0
59c294,0,0,0,0,0
59c296,0,0,0,0,0
59c297,4,0,2,0,0
59c298,2,29,0,0,0
59c299,0,17,3,0,0
59c300,0,0,18,0,0
59c301,0,0,28,1,0
59c302,8,13,31,0,0
59c304,0,0,14,0,0
59c305,0,0,0,0,0
59c306,0,0,0,0,0
59c307,0,0,1,0,0
59c308,0,0,1,0,0
59c309,0,0,0,0,0
59c310,0,0,0,0,0
59c311,0,0,0,0,0
59c312,0,0,0,0,0
59c313,0,0,0,0,0
59c314,0,0,0,0,0
59c315,0,0,0,0,0
59c316,0,0,0,0,0
59c317,0,0,2,0,0
59c318,0,0,1,0,0
59c319,0,0,8,0,0
59c320,0,0,0,0,0
59c321,0,1,1,0,0
59c322,0,0,0,0,0
59c323,0,0,1,0,0
59c324,0,0,0,0,0
59c325,0,0,0,0,0
59c326,0,0,1,0,0
59c327,0,0,0,0,0
59c328,0,0,0,0,0
59c329,0,0,11,0,0
59c330,0,0,0,0,0
59c331,0,0,0,0,0
59c332,1,0,0,0,0
59c333,1,0,2,0,0
59c334,0,0,0,0,0
59c335,0,0,0,0,0
59c336,0,0,4,0,0
59c337,0,0,0,0,0
59c338,0,0,0,0,0
59c339,0,0,0,0,0
59c340,0,0,2,0,0
59c341,0,0,0,0,0
59c342,0,0,0,0,0
59c343,0,0,0,0,0
59c344,0,0,1,0,0
59c345,0,0,4,0,0
59c346,0,0,0,0,0
59c347,0,0,1,0,0
59c348,0,0,0,0,0
59c349,0,0,0,0,0
59c350,1,0,8,0,0
59c351,0,0,3,0,0
59c352,0,0,46,0,0
59c353,2,0,0,0,0
59c354,0,0,0,0,0
59c355,0,0,1,0,0
59c356,0,0,0,0,0
59c357,0,0,5,0,0
59c358,0,0,0,0,0
59c359,0,0,2,0,0
59c360,0,1,0,0,0
59c361,0,0,0,0,0
59c362,0,0,0,0,0
59c363,0,0,0,0,0
59c364,0,1,23,0,0
59c365,0,0,0,0,0
59c366,0,0,0,0,0
59c367,0,0,14,0,0
59c368,0,0,1,0,0
59c369,0,0,0,0,0
59c370,0,0,0,0,0
59c371,0,0,3,0,0
59c372,0,0,1,0,0
59c373,0,0,0,0,0
59c374,0,0,7,0,0
59c375,0,0,0,0,0
59c376,0,0,6,0,0
59c377,0,0,4,0,0
59c378,0,0,1,0,0
59c379,0,0,1,0,0
59c380,0,0,3,0,0
59c381,0,0,0,0,0
59c382,0,0,45,0,0
59c384,0,0,1,0,0
59c385,0,0,0,0,0
59c386,0,0,4,0,0
59c387,0,0,0,0,0
59c388,0,1,1,0,0
59c389,0,0,0,0,0
59c390,0,0,0,0,0
59c392,0,0,8,0,0
59c393,0,0,0,0,0
59c394,0,0,0,0,0
59c395,0,0,0,0,0
59c396,0,0,3,0,0
59c397,2,2,0,0,0
59c398,1,0,0,0,0
