"gene_id","832_M_281","832_M_BTK_217","832_N_273","832_N_BTK_209","832_P_289","832_P_BTK_225","832_T_297","832_T_BTK_233"
143,3.18,0.18,0.89,0.37,0.84,4.75,2.24,0.8
144,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0
146,0,0,0,0,0.04,0,0,0
147,3.52,0,0,3.08,0,0,0,0
148,1.04,0.72,0.28,0,0.6,0.56,2.68,0
149,1.63,2.31,0.3,1.86,3.33,4.71,1.57,9.95
150,11.69,3.5,1.49,6.1,9.09,35.09,23.88,16.38
151,2.63,36.49,1.29,14.91,14.47,21.66,8.34,7.36
152,0.23,0.95,1.38,1.33,4.76,4.66,7.09,0.99
153,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0
156,0,0,0,0,0,1.31,0,0
157,0,0,0,0,0.12,0,0,0
158,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0
161,0,0,0,0,0,0,0,0
162,0,0,0,0,0,0,0,0
163,0,0,0,0,0,0,0,1.56
164,0,0,0,0,0,0,0,0
165,0,0,0,0,0,0,0,0
166,0,0,0,0,0,0,0,0
167,0,0,0,0,0,0,0,0
168,0,0,0,0,0,0,0,0
169,0,0,0,0.74,3.89,0.12,0.66,0
170,1.56,16.61,18.06,1.46,8.67,0.36,24.91,12.93
171,0,0,0,0.04,0,0.44,0,0
172,105.81,57.9,97.02,105.07,4.1,46.14,22.2,25.99
173,1.48,0.72,0.65,0.98,6.06,7.51,2.73,2.93
174,0.57,0,4.49,1.88,2.19,4.95,2.09,1.1
175,0,0.39,0.24,1.96,0.35,2.08,1.6,0
176,0,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0,0
178,0.52,0.34,0,6.82,0,0,0,0
179,0,0,0,0,0,0,0,0
180,3.05,2,0.41,3.22,3.33,13.41,4.9,5.53
181,0,0,0,0,0.01,0,0,0
182,0,0,0,0,0,0,0,0
183,0,0,0,0,0.06,0,0,0.71
184,0,0,0,0.28,0,0.26,0,0.29
185,8.55,6.73,2.23,17.29,13.04,32.15,23.96,15.86
186,0,0,0,0,0,0,0,0
187,1.42,0.27,0.82,0.96,3.58,9.89,0.63,50.03
188,0.43,0.19,0.25,0.28,1.2,8.19,2.39,2.56
189,0,0.16,0.3,0.57,0.19,0.14,0,0
190,1.15,0.5,0.93,273.39,0.66,10.81,78.82,0
191,1.43,0.75,1.43,0,0.08,1.64,13.97,18.67
192,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0
194,7.57,18.19,53.83,18.82,12.61,49.06,13.33,144.84
195,29.71,7.69,11.07,0,0.04,20.25,26.3,0
196,0,2.08,0,0,0.06,0,0,0
197,0,4.94,0,0,0,0,0,0
198,0,0,0,0,0,0,0,0
199,45.02,0.92,0.78,1.53,1.51,5.59,4.89,4.16
200,0,0,0,0,0,0,0,0
201,65.83,11.08,28.12,30.69,4.62,5.46,13.4,9.79
202,0,0,0,0,0,0,0,0
203,0,0,0,0,0.01,0,0.22,0
204,0,0,0,0,0,0,0,0
205,0,0,0,0,0,0,0,0
206,0,0,0,0,0,0,0,0
207,12.85,3.92,31.46,92.87,30.09,18.98,10.25,27.34
208,0,0,0.85,0,0.1,3.86,0,0
209,0,0,0,0,0,0,0,0
210,81.79,21.91,33.57,1.5,7.67,19.14,24.52,11.74
211,0,0,0,0,0,0,0,0
212,0.56,0,0,0,0,0,0,0
213,0,0,0,0,0,0,0,0
214,0.41,0,1.32,0,1.81,0,1.23,0
215,0,0,0,0,0,0,0,0
216,0,0,0.31,1.14,7.8,41.51,0,0.46
217,2.02,2.16,1.51,5.08,3.99,15.17,26.99,6.74
218,0.2,1.04,0,0,1.87,0,1.13,0
219,0.11,0.15,0.27,0.27,1.51,4.11,0.41,0
220,0.34,0.92,0.34,4.04,3.2,2.27,1.72,1.22
221,0,0,0,0,3.1,0.18,0.24,0
222,0.37,1.59,0.47,0.46,0.67,3.66,5.61,3.24
223,0,0,0,0,0,0,0,0
224,0,0,0,0,0,0,0,0
225,0,0.44,0,0,0.37,0,0,0
226,0,0,0,0,0.19,0,1.39,0
227,0.91,1.71,11.16,24.85,4.09,5.98,35.75,3.26
228,0,0,0,0,0,0,0,0.62
229,4.97,0,1.99,27.27,1.06,3.02,81.62,6.06
230,57.23,2.35,0.23,27.34,6.04,0.48,27.61,52.22
231,0,0,0,0,0.09,0,0,0
232,56.56,3.1,2.6,3.06,0.34,15.66,35.45,2.33
233,3.55,1.67,1.35,8.63,5.62,16.94,12.46,9.47
234,0,0,0,0,0,0,0,0
235,0,0,4.51,0,0.03,1.04,0.99,2.2
236,0,0,0,0,0,0,0,0
237,0,0,0,0,0,0,0,0
238,0.73,1.35,3.11,49.84,19.23,23.28,13.67,13.45
239,0.88,0.62,0.6,0.88,2.81,7.85,7.54,3.61
240,0,0,0,0,0,0,0,0
241,0,0,0,0,0,0,0,0
242,2.41,1.32,2.79,2.98,5.05,1.69,22.47,0
243,0,0,0.32,0,0.08,0,0,1.76
244,9.4,4.7,3.27,25.77,17.44,23.97,17.67,21.78
245,0,0,1.6,1.08,4.29,4.11,0,38.71
246,0,0.27,1.59,0,1.41,0,4.84,1.05
247,0,0,0,0,0,0,0,0
248,0,0,0,0,0.37,0,0,0
249,2.72,5.04,0.17,6.94,10.97,22.41,10.1,22.01
250,0,0.24,0.79,0,4.52,1.68,0,0
251,0.41,1.02,1.26,0.93,124.38,117.43,0,26.4
252,193.58,34.9,48.23,1.96,4.49,14.76,29.61,47.13
253,6.84,0,2.93,0.12,6.32,1.94,24.95,4.89
254,0,0,0,0,0,0,0,0
255,0,0,0,0,0,3.28,0,0
256,0,0,0,0,0,0,0,0
257,0,0,0,0,0,0,0,0
258,1.78,1.94,0.62,1.75,2.5,3.55,0.57,33.1
259,0,0,0,0,0,0,0,0
260,0,0,0,0,0,0,0,0
261,0,0,0,0,0,0,0,0
262,3.07,0.51,0,36.33,10.37,4.77,9.73,15.65
263,0,0.56,0,0,0,0,0,0
264,19.19,10.63,56.89,35.5,5.86,15.54,270.64,19.53
265,2.51,0.31,0.7,0.71,2.01,1.63,3.82,5.27
266,2.56,2.89,1.78,1.74,7.82,0.86,2.05,0
267,0,0,0,0,0.42,0,0,0
268,5.24,4.18,0.53,7.82,6.26,24.01,12.68,10.87
269,0,0,0,0,4.28,0.93,0,0.96
270,0,0,0,0,0,0,0,0
271,1.05,0,0,0.27,0,0,0,0
272,9.99,5.26,2.22,11.34,14.3,55.88,12.01,13.83
273,26.44,8.44,12.67,97.58,4.38,30.03,3.12,8.8
274,0,3.28,0,0,0,0,0,0
275,0,0,0,0,0,0,0,0
276,0,0,0,0,0,0,0,0
277,0,0,0,0,0,0,0,0
278,1.93,0,1.02,8.38,7.37,52.92,0.5,0.83
279,0,0,0,0,2.32,0,0,0
280,0,0.51,0.31,0.69,1.03,0,18.64,0.68
281,0,0,0,0,0,0,0,0
282,4.19,2.75,6.35,0,0.15,0,2.03,0
283,0,0,0,0,0,0,0,0
284,0,0,0,0,0,0,0,0
285,0,0,0,0,0,0,0,0
286,0,0,0,0,0,0,0,0
287,8.93,30.46,1.78,0.29,2.44,2.99,21.73,8.72
288,0,0,0,0,0,0,0,0
289,0,0,0,0,0,0,0,0
290,6.35,2.71,7.2,4.66,2.39,5.51,1.85,4.59
291,0,0,0,0,0,0,0,0
292,0,0,0,0,0,0,0,174.3
293,0,0,0,0,0,0,1.67,0.95
294,0,0,0,0,0,0,0,0
295,0,0,0,0,0.1,0,0,0
296,0,0,0,0,0,0,0,0
297,0,0,0,0,0,0,0,0
298,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0
300,0.92,0,0,0,0,0,1.88,0
301,0,0,0,0,0,0,0,0
302,0,0,0,0,0,0,0,0
303,0,0,0,0,0,0,0,0
304,0,0,0,0,0,0,0,0
305,0,0,0,0,0,0,0,0
306,0,0,0,0,0,0,0,0
307,0,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,0
309,0,0,0,0,0,0,0,0
310,0,0,0,0,0,0,0,0
311,0,0,0,0,0,0,0,0
312,0,0,0,33.48,9.32,16.81,0,0
313,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0
317,0,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,0
320,0,0,0,0,0,0,0,0
321,0,0,0,0,0,0,0,0
322,0,0,0,0,0,0,0,0
323,0,0,0,0,0,0,0,0
324,0,0,0,0,0,0,0,0
325,0,0,0,0,0,0,0,0
326,0,0,0,0,0,0,0,0
327,0,0,0,0,0,0,0,0
328,0,0,0,0,0,0,0,0
329,0,0,0,0,0,0,0,0
330,0,0,0,0,0,0,0,0
331,0,0,0.33,0,0.04,0,0.3,0.4
332,0,0,0,0,0,0,0,0
333,0,0,0,0,0,0,0,0
334,0,0,0,0,0,0,0,0
335,56.94,53.12,50.02,111.8,51.64,85.27,34.33,36.71
336,0,0,0,0,0,0,0,0
337,0,0,0,0,0,0,0,0
338,0,0,0,0,0.05,0,0,0
339,0,0,0,0,0,0,0,0
340,0,0,0,0,0,0,0,0
341,0,0,0,0,0,0,0,0
342,0,0,0,0,0,0,0,0
343,0,0,0,0,0,0,0,0
344,0,0,0,0,0,0,0,0
345,0,0,0,0.39,0.28,1.38,0,1.23
346,2.26,2.38,1.07,3.19,3.1,8.05,5.89,2.45
347,0.57,0,0.31,0,2.9,28.86,5.57,0
348,0,0,0,0,0,0,0,0
349,0,0,0,0,0,0,0,0
350,0,0,0,0,0,0,0,0
351,7.23,0.82,1.18,0.18,0.64,0.32,0.81,0.41
352,1.1,4.18,5.22,4.02,2.76,12.08,13.4,2.94
353,10.92,16.04,1.58,14.33,3.3,27.33,8.92,9.59
354,0,0,0,0,2.51,0,49.46,16.13
355,0,8.23,0.17,0,3.46,0.59,14.55,0
356,0,0.21,0.27,0.39,0.43,1.43,24.17,0.32
357,0.64,0.14,5.49,0.51,3.58,0.25,38.22,0.7
358,0,0,0,0,0,0,0,0
359,1.83,1.23,0.7,2.95,3.57,7.59,7.36,4.55
360,0,0,0,0,0,0,0,0
361,19.97,4.66,0.95,12.22,19.08,46.55,24.75,20.2
362,2.41,3.85,0,2.93,0,0,11.63,0
363,1.76,0.21,0.02,26.46,1,3.18,1.27,0.43
364,28.58,14.19,60.03,9.56,8.55,21.54,25.99,32.35
365,0,0,0,0,0,0,0,0
366,25.57,0.23,0.29,1.26,7.83,0,0.38,23.17
367,0,0,0,0,0,0,0,0
368,0,0,0,0,0,0,0,0
369,0,0,0,0,0,0,0,0
370,0,0,0,0,0.11,0,0,0
371,0,0,0,0,0,0,0,0
372,0,0,0,0,0,0,0,0
373,0,0,0,0,0.01,0,0,0
374,0,0,0,0,0,0,0,0
375,17.28,37.69,0,0.36,3.79,19.31,30.98,2.35
376,0,0,0,0,0,0,0,0
377,28.44,13.78,3.55,8.11,8.28,65.04,12.33,17.02
378,0,0,0,0,0.41,1.24,0,0.59
379,1.86,32.71,1.99,7.28,3.67,0.86,103.04,1.69
380,0.4,7.91,3.65,0.64,1.35,2.34,1.46,2.37
381,137.28,37.37,45.21,263.83,29.67,81.57,103.59,125.16
382,0,0,0,0,0,0,0,0
383,0,0,0,0,0,0,0,0
384,0,0,0,0,0,0,0,0
385,0,0,0,0,4.22,3.14,0.55,4.26
386,0,0,0,0,0,0,0,0
387,0,0,0,0,0,0,0,0
388,0,0,0,0,0,0,0,0
389,13.56,7.76,6.87,1.1,9.58,1.01,3.05,6.96
390,10.34,20.43,4.74,149.94,6.91,33.82,15.57,17.93
391,0,0,0,0,1.01,25.77,0,0
392,137.28,37.37,45.21,263.83,29.67,81.57,103.59,125.16
393,0,0,0,0,0,0,0,0
394,0,0,0,0,0,0,0,0
395,0,0,0,0,0,0,0,0
396,0,0,0,0,0,0,0,0
397,0,0,0,0,0,0,0,0
398,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0
400,0,0,0,0,0,0,0,0
401,0.85,21.82,0.17,32.02,0.64,1.11,1.92,57.5
402,137.28,37.37,45.21,263.83,29.67,81.57,103.59,125.16
403,0,0,0,0,0.18,0,0,0
404,0,0,0,0,0,0,0,0
405,0,0,0,0,0,0,0,0
406,0,0,0,0,0,0,0,0
407,0,0,0,0,0,0,0,0
408,0,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0
410,2.39,0,0,0,0,0,0,0
411,0,0,0,0,0,0,0,0
412,137.28,37.37,45.21,263.83,29.67,81.57,103.59,125.16
413,0,0,0,0,0,0,0,0
414,0.12,0.29,0.29,0,3.12,1.12,29.61,0
415,19.8,4.63,30.93,0,10.86,0,10.26,0
416,4.45,21.55,0,0,0,0,0,0
417,0,0,0,0,0,0,0,0
418,0,0,0,0,0,0,0,0
419,0,0,0,0,0,0,0,0
420,0,0,0,0,0,0,0,0
421,0,0,0.17,0,0.03,0,0,0
422,0,0,0,0,0,0,0,0
423,1.23,0.44,0.53,0.26,1.18,5.59,2.95,3.01
424,0,0,0,0,0,0,0,0
425,0.2,0,0.17,0,0,0,0,0
426,0,0,0,0,0,0,0,0
427,0,0,0,0,0,0,0,0
428,0,0,0,0,0,0,0,0
429,0,0,0,0,0,0,0,0
430,0,0,0,0,0,0,0,0
431,0,0,0,0,0,0,0,0
432,0,0,0,0,0,0,0,0
433,0,0,0,0,0,0,0,0
434,0,0,0,0,0,0,0,0
435,0,0,0,0,0,0,0,0
436,0,0,0,0,0.02,0,5.4,0
437,0,0,0,0,0,0,0,0
438,0,0,0,0,0,0,0,0
439,0,0,0.24,0,0.72,0,0.23,0
440,8.5,2.42,17.48,3.42,19.38,13.88,87.54,48.13
441,2.15,2.59,0.28,20.52,6.69,16.63,8.36,4.93
442,2,2.8,1.85,1.61,0.75,10.49,15.2,0.8
443,0,0.29,0,1.41,0.28,2.14,0.4,0
444,0,0,0,0,0,0,0,0
445,3.54,10.24,0.57,8.49,0.95,8.57,2.23,3
446,2.09,7.07,0.81,2.06,1.55,2.67,7.35,1.68
447,1.99,19.31,0,0,1.9,4.28,2.7,0.34
448,4.7,3.81,24.14,4.13,63.59,0.88,13.25,127.12
449,2.1,1.46,0,0.91,1.59,4.21,2.14,0
450,0,0,0,0,7.27,46.83,0,0
451,0,0,0,0,0,0,0,0
452,0,0,0,1.09,0,0,0,8.25
453,1.81,13.34,1.5,4.23,1.78,3.71,5,19.67
454,44.69,8.08,6.91,11.04,0.5,2.4,38.64,7.89
455,0,0,0,0,0,0,2.45,0
456,17.91,3.21,0,15.04,5.03,2.88,0.86,4.69
457,0,0,0,0,0,0,0,0
458,0,0,0,0,0,0,0,0
459,3.43,0,0.13,0.67,1.72,2.83,0.13,1.21
460,0,0,0,0,0,0,0,0
461,0,0,0,0,0,0,0,0
462,0,0,0,0,0,0,0,0
463,0,0,0.72,0,0,0,0,0.43
464,0,0,0,0,0,0,0,0
465,0,0,0,0,0.12,0,0,0
466,0,0,0,0,0.23,0,0,0
467,0,0,0,0,0,0,0,0
468,0,0,0,0,0,0,0,0
469,0,0,0,0,0,0,0,0
470,0,0,0,0,0,0,0,0
471,0,0,0,0,0,0,0,0
472,5.17,1.1,0.93,4.3,7.67,26.48,9.58,4.88
473,0,0,0,0.39,0.17,0,0,0
474,15.41,5.23,0,0,0,0,1.82,0.94
475,0.56,0.49,14.94,1.32,0.89,19.48,0,0.45
476,0,0,0,0,0,0,0,0
477,0,0,0,0,0,0,0,0
478,0,8.85,2.79,0,8.34,7.35,0.29,0
479,206.3,4.08,7.65,10.02,28.63,34.22,12.32,5.41
480,0,0,0,0,0,0,0,0
481,0,0,0,0,0,0,0,0
482,24.23,17.72,39.02,29.51,17.94,73.26,106.04,20.64
483,11.5,130.65,46.89,6.49,9.18,15.9,15.88,19.24
484,0,0,0,0,0,0,0,0
485,0,0,0,0,0,0,0,0
486,0,0,0,0,0,0,0,0
487,0,0,0,0,0,0,0,0
488,0,0,0,0,0,0,0,0
489,0,0,0,0,0,0,0,0
490,0,0,0,0,0,0,0,0
491,0,0,0,0,0,0,0,0
492,14.07,3.88,6.74,4.7,8.16,5.54,8.82,2.1
493,6.81,3.19,0.73,10.13,2.73,21.99,11.2,14.93
494,0,0,0,0,2.69,2.26,0,0
495,0,0,0,0,0,0,0,0
496,0,0,0,0,0,0,0,0
497,0,0,0,0,0,0,0,0
498,0,0,0,0,0,0,0,0
499,0,0,0,0,1.05,3.57,5.77,0
500,0,0,0,0,0,0,0,0
501,0.18,0,0,0,0,0,0,0
502,0,0,0,0,0,0,0,0
503,0,0,0,0,0.4,0,0,0
504,7.79,9.33,18.94,10.25,28.43,171.12,14.69,40.07
505,0,0,0,0,0.95,0,0,0
506,0.22,0,0,0,1.68,0.65,6.16,0.3
507,0,0.16,0,0,1.53,6.34,1.2,0.9
508,9.84,2.75,3.62,2.92,0.91,15.07,1.94,0
509,25.31,40.84,5.87,24.31,66.37,9.35,78.69,359.13
510,0,0,0,0.54,0.9,0.09,0.18,0
511,0,0,0,0,0,0,0,0
512,17.39,5.62,15.71,13.39,4.75,1.08,16.12,12.58
513,0,0,0,0,0.03,0,0,5.47
514,0,0,0,0,0,0,0,0
515,0,0,0,0,0,0,0,0
516,0,0,0,0,0,0,0,0
517,0,0,0,0,0,0,0,0
518,0,0,0,0,0.29,0,0,0
519,0,0,0,0,0,0,0,0
520,0,0,0,0,0,0,0,0
521,0,0,0,0,0,0,0,0
522,0,0,0,0,0,0,0,0
523,11.76,17.9,1.75,14.01,5.59,36.69,0.92,0.36
524,0,0,0,0,0,0,0,0
525,0,0,0,0,0,0,0,0
526,0,0,0,0,0,0,0,0
527,0.11,0.51,4.37,15.01,1.32,0.13,0.75,0.36
528,0,0,0,0,0,0,0,0
529,0.16,0,0,1.47,1.67,1.47,1.53,2.91
530,0,0,0,0,0,0,0,0
531,0,0,0,0,0,0,0,0
532,3.83,20.29,53.44,12.26,7.67,16.65,48.45,5.63
533,0,0,0,0,0,0.12,2.85,0
534,0,0,0,0.09,0.09,0.18,0,0.38
535,0,0,0,0,0,0,0,0
536,0,0,0,0,0,0,24.76,0
537,0,0,0,0,0,0,0,0
538,0,0,0,0,0.03,0,0,0
539,4.18,2.87,0,1.74,1.29,6.55,1.74,5.31
540,0,0,0,0,0,0,0,0
541,0,0,0,0,0,0,0,0
542,0,0,0,0,0,0,0,0
543,0.75,1,0.11,1.46,3.47,4.88,3.78,1.01
544,0.29,0,0,0,0.04,0.46,0,0
545,225.9,155.54,167.71,54.75,14.98,24.61,3.75,43.81
546,0.69,0,0,0,0.22,6.44,2.66,1.58
547,0,0,0,0,0,0,0,0
548,445.33,2228.72,510.84,383.28,52.86,144.17,221.33,416.96
549,16.79,1.28,18.54,1.67,3.64,5.21,11.13,7.07
550,4.57,0,1.45,0,0,8.55,35.26,0
551,0,0,0,0,0,0,0,0
552,0.3,0.4,32.1,0.7,0.59,0,0.47,0
553,5.59,1.16,8.58,0,24.19,0.34,54.33,10.67
554,0.51,5.58,0.46,0,1.01,5.1,2.05,0
555,14.64,2.3,8.78,4.32,1.52,4.73,11.36,0.86
556,1.44,0.57,0,1.09,1.19,0.76,0,1.23
557,29.65,15.81,0,0,0.05,0.31,0,0
558,0,0,0,0,0,0,0,0
559,0,0,0,0,0,0,0,0
560,0,0,0,0,0,0,0,0
561,0,0,0,0,0,0,0,0
562,40.19,7.97,179.69,48.6,3.41,83.67,4.76,41.25
563,15.46,7.86,11.34,10.17,4.56,80.85,31.28,8.62
564,0,0,0,0,0,0,0,0
565,0,0,0,0,0,0,0,0
566,0,0,0,0,0,0,0,0
567,0,0,0,0,0,0,0,0
568,0,0,0,0,0,0,0,0
569,0,0,0,0,0,0,0,0
570,0,0,0,0,0,0,0,0
571,0.04,0,0,0.61,1.02,3.72,2.48,3.14
572,0,0,0,0,0,0,0,0
573,25.82,5.41,2.56,1.5,15.18,11.14,13.18,5.42
574,0,0,0,0,0,0,0,0
575,0,0,0,0,0,0,0,0
576,0,0,0,0,0,0,0,0
577,0,0,0,0,0,0,0,0
578,0,0,0,0,0,0,0,0
579,0,0.27,0,0,3.78,0,0,0
580,0.86,0,1.39,0,0.06,2.55,0.26,28.64
581,18.1,7.8,0.07,0.7,0.61,22.68,8.23,43.79
582,0,0,0,0,0,0,0,0
583,0.17,54.18,21.4,1.84,2.79,0.68,67.55,4.16
584,0,0,0,0,0,0,0,43.83
585,0.92,2.1,0.27,2.44,2.42,11.21,5.48,10.78
586,102.33,34.14,47.91,104.05,49.93,99.79,131.65,250.08
587,2.71,2.35,8.79,2.65,54.06,50.1,0.41,0
588,0,0,0,0,0,0,0,0
589,0,0,0,0,0,0,0,0
590,11.8,2.96,3.23,0.68,4.78,6.15,49.02,45.37
591,0,0,0,0,0,0,0,0
592,0,0,0,0,0,0,0,0
593,34.82,25.26,3.98,38.27,4.58,19.99,18.56,14.11
594,52.88,0.3,6.57,0,13.25,42.15,133.47,56.26
