"gene_id","832_M_281","832_M_BTK_217","832_N_273","832_N_BTK_209","832_P_289","832_P_BTK_225","832_T_297","832_T_BTK_233"
7252,0,0,0,0,1,0,0,0
7253,1251.92,62,747.16,32,3138.98,591.87,217,191.66
7254,2,0,6.62,127.39,17,26,4,1
7255,0,0,0,0,0,0,3,0
7256,0,0,0,0,122.01,0,25.96,0
7257,15.35,20.49,64.63,10.6,345.97,12.19,1.95,0
7258,30.72,2,237,0,1,0,0,0
7259,0,0,0,0,74,0,0,0
7260,28,7.06,106,0,29,0,5,1
7261,28,53.81,20,0,58.58,7,9,7
7262,0,0,0,0,0,0,0,0
7263,0,2,0,1,91.61,64.87,3,0
7264,15.26,44.41,85.16,16.6,1552.46,243.97,49.3,56.7
7265,35.87,37,27,8,455,62,6,4.99
7266,0,0,0,0,0,0,0,0
7267,1,0,0,0,10,2,0,0
7268,1.98,0,0,0,23.01,1.73,4.04,8.66
7269,0,0,0,0,0,0,0,0
7270,49.44,48.03,137,53.52,987.57,89.47,43.99,5
7271,517.56,38,90.18,119.89,1379,91,109.75,248.15
7272,0,0,0,0,42,0,0,0
7273,115.99,9.95,106.98,276.38,1041,6,625,162
7274,0,0,0,0,0,0,0,0
7275,170,16,8,2,554.99,71,3,0
7276,0,0,0,0,0,0,0,0
7277,0,0,0,0,0,0,129,0
7278,0,0,0,0,0,0,0,2
7279,2,9,10,0,133,1,1,2
7280,0,0,0,0,0,0,1,20
7281,0,0,0,0,0,0,0,0
7282,41,0,0,0,53,0,2,0
7283,1,1.24,17.11,6.01,56.42,21.83,12.31,3.32
7284,0,0,0,0,0,0,0,0
7285,0,4,52,2.92,23.05,0,1,0
7286,0,1,0,0,67,0,0,1
7287,5,4,10,2,139,1,154,0
7288,6.98,2,1.99,0,454,51.01,0,0
7289,42.01,33.98,40,0,96,49,5,1
7290,0,0,0,0,0,0,1.98,0
7291,0,0,0,0,1,0,1,0
7292,0,0,0,0,0,0,0,0
7293,0,0,0,0,0,0,0,0
7294,0,0,0,0,0,0,0,0
7295,0,0,0,0,0,0,0,0
7296,0,0,0,0,0,0,0,0
7297,60.01,5,71,31,2,28.11,0,0
7298,176.17,176.1,41.79,4,963.8,12.05,117,219.68
7299,1,61.02,24,7,360,0,0,3
7300,0,0,0,0,0,0,0,0
7301,0,0,0,1,0,0,0,0
7302,0,0,0,0,0,0,0,0
7303,1,0,208.86,50.59,574.28,17.67,46.56,1
7304,1,0,1,0,2,0,0,0
7305,0,0,0,0,0,0,0,0
7306,0,0,61,0,0,0,0,0
7307,0,0,0,0,0,0,0,0
7308,0,0,0,0,0,0,0,0
7309,0,0,0,0,0,0,0,0
7310,0,0,0,0,0,0,0,0
7311,0,0,0,0,0,0,0,0
7312,81.99,132.98,467.42,1,1064.05,40.31,138.99,199.99
7313,0,0,0,0,0,0,0,0
7314,7,1,14,0,739,93.18,39.93,1
7315,8.57,0,93,33.15,111.96,33.97,105,2
7316,14.94,5.99,16.03,14.13,360.79,128.12,25.63,47.86
7317,0,0,0,0,43,86,0,5
7318,0,0,29,0,0,0,0,0
7319,114.47,24.99,55.74,98.53,589.78,125.8,50.04,142.56
7320,7.23,7.72,8.16,0.76,1,4.42,4.05,6.94
7321,5.03,6,29.84,0,10,0,0,0
7322,2.99,2.01,2,5,634.42,81.26,51,1
7323,44,26,43,14.02,1147.54,11,76,30
7324,55,14,24.43,45.16,173.02,10,35.44,6
7325,0,1,1,66,79,2.99,0,0
7326,92,5,140,5,243.89,3,5,1
7327,97,245,425.85,31,1119,221.74,37,51
7328,3,2,39.19,0,402.25,1,0,0.91
7329,0,0,0,0,26,0,0,0
7330,49.14,22.13,9.93,43.92,421.46,181.61,42.14,30.66
7331,73,3,37,7,467.02,52.12,3,2
7332,0,0,0,0,0,0,0,0
7333,37,12,8,6,9,4,267,8
7334,0,0,0,0,0,0,0,0
7335,0,0,0,0,0,0,0,0
7336,172.38,10.06,3,3.18,783.59,43.94,109.41,18.99
7337,246,3,93.91,92.98,3183.99,321.06,99,63
7338,0,0,0,0,0,0,0,0
7339,62,30,105,78.97,2201.07,121.01,12,30
7340,3.21,3.99,17.73,57.62,1007.2,39.57,28.02,24.25
7341,87,12,56.01,41.98,153,29,3,2
7342,0,0,0,0,0,0,0,9
7343,0,0,0,7.21,29.32,1.75,13.43,0
7344,0,1,66.46,70.31,1054.81,64.15,13.1,62.96
7345,0,0,0,0,0,0,0,0
7346,0,0,0,0,0,0,0,0
7347,0,0,0,0,9,1,0,0
7348,0,0,0,0,0,0,0,0
7349,0,0,0,0,0,0,0,0
7350,5.04,0,0,0,1.52,1,0,0.94
7351,0,0,0,0,0,0,0,0
7352,0,0,0,0,0,0,0,0
7353,0,0,0,0,0,0,0,0
7354,0,0,2.76,0,4.13,1,24.95,0.83
7355,0,4.5,0,40.28,149.16,0,29.04,0
7356,1.97,1.01,2,0,136.12,30.49,22.14,7.58
7357,0,0,0,0,0,0,0,0
7358,0,0,0,0,0,0,0,0
7359,0,0,0,0,0,0,0,0
7360,0,0,0,0,0,0,0,0
7361,6.09,20,27,1,178,2,0,0
7362,25.54,4.46,4.18,10.19,121.02,48.26,7.89,11.73
7363,27,18,31,5,30,13,1,11
7364,0,0,0,0,0,0,0,0
7365,0,0,0,0,0,0,0,0
7366,67,5,3,3,1154.97,55,1,2
7367,0,0,0,0,0,0,0,0
7368,1,0,1,0,100.04,16,0,0
7369,14.05,13.55,3.95,12.44,199.6,80.06,13.63,23.19
7370,22.46,1,16,52.98,29,7,4.71,69
7371,97.04,92.99,33,1,2265.59,48.13,15.01,15.99
7372,0,1,0,0,200,3,0,0
7373,89.05,43,89.03,33,1046,192.22,143.98,65.99
7374,0,0,0,0,0,0,0,0
7375,0,0,0,0,0,0,0,0
7376,0,0,0,0,19.92,11.48,3.95,0.92
7377,62.33,5.21,3.09,11,526.54,48.33,20.37,5.58
7378,0,0,0,0,0,0,0,0
7379,0,0,0,0,9.13,0,0,1
7380,23,11,15,3,173.21,0,9.14,0
7381,1,40,1,0,198,0,0,0
7382,0,0,0,0,0,0,0,0
7383,0,0,0,0,0,0,0,0
7384,0,0,0,0,0,0,0,0
7385,29.21,12.16,8.14,12.15,52.96,35.18,27.23,3.76
7386,0,0,0,0,0,0,0,0
7387,2.2,6.08,0,2.82,3.14,0,0,5.41
7388,0,0,0,0,0,0,0,0
7389,0,0,0,0,14,0,0,0
7390,0,0,0,0,0,0,0,0
7391,0,0,0,0,0,0,0,0
7392,0,0,0,0,0,1,0,0
7393,0,0,0,0,0,0,0,0
7394,0,0,0,0,0,2,0,0
7395,0,0,0,0,0,0,0,0
7396,0,2.88,3,11.47,72.95,7.23,10.1,72.47
7397,0,0,0,0,30,0,0,0
7398,0,0,0,0,0,0,0,0
7399,0,0,0,0,0,0,0,0
7400,0,0,0,0,0,0,0,0
7401,0,0,0,0,0,0,0,0
7402,0,0,0,0,0,0,0,0
7403,0,0,0,0,0,0,0,0
7404,25,0,0,0,90,0,1,1
7405,2.01,4.25,6,5,257.27,43.86,14,6
7406,0,0,0,0,0,0,0,0
7407,0,0,0,0,0,0,0,0
7408,0,1,0,0.98,21.61,0,0,1
7409,0,0,0,0,45,0,0,0
7410,0,0,0,0,0,0,0,0
7411,0,0,0,0,0,0,0,0
7412,0,0,0,0,1,0,0,0
7413,17.4,1.01,0,1.08,37.02,7.67,5.99,5.02
7414,9.76,38.27,1.14,5.04,304.94,49.64,33.89,9.03
7415,0,0,0,0,0,0,0,0
7416,0,0,0,0,0,0,0,0
7417,0,0,0,0,0,0,0,0
7418,12.37,6.3,9.14,13.13,89.37,64.58,32.94,7.95
7419,0,1,31.72,0,103,0,0,0
7420,141,59.68,55,1,702.77,3,2,9.01
7421,0,0,0,0,0,0,0,0
7422,0,0,0,0,0,0,0,0
7423,0,0,0,0,1,0,0,0
7424,0,0,0,0,0,0,0,0
7425,0,0,0,0,0,0,0,0
7426,0,0,0,0,0,0,0,0
7427,0,0,0,0,0,0,0,0
7428,0,0,0,0,0,0,0,0
7429,0,0,0,0,0,0,0,0
7430,0,0,0,0,0,0,0,0
7431,0,0,0,0,0,0,0,0
7432,1.03,0,0,0,140.01,0,0,0
7433,2.8,0,0,0,56.82,27.08,15.3,6.16
7434,0,0,0,0,0,0,0,0
7435,0,0,0,0,0,0,0,0
7436,0,0,0,0,0,0,0,0
7437,1.65,0,18.07,0,19.67,12.56,4.11,0
7438,0,0,0,0,0,0,0,0
7439,119,2,3,2,16,3,0,0
7440,91,106,62,0,175.97,26,0,1
7441,22,116.94,155.59,36.96,509.94,64,218.61,112.71
7442,15.52,2.94,15.38,30.92,32.63,12.06,5.36,1.3
7443,0,0,0,0,0,0,0,0
7444,0,0,0,1,0,0,3.03,0
7445,135.75,37.55,46.71,37.09,1399.49,358.33,95.92,38.89
7446,17,19.02,94,3,47,1,33.09,60
7447,93.28,56.9,33.61,77.47,1805.52,309.08,181.85,60.52
7448,0,0,0,0,0,0,0,0
7449,0,0,0,4.19,0,0,1.14,1.22
7450,0,0,0,0,0,0,0,0
7451,0,0,0,0,0,0,0,0
7452,0,42.28,115.03,1,517.27,40,3,6.87
7453,0,0,0,0,0,0,0,0
7454,0,0,0,0,9,3,0,0
7455,0,0,0,0,0,0,0,0
7456,0,0,0,0,0,0,0,0
7457,0,0,0,0,0,0,0,0
7458,0,0,0,0,0,0,0,0
7459,0,0,0,0,0,0,0,0
7460,7,0,2.03,0,111.52,58.01,35.1,2.42
7461,0,0,0,0,6,0,0,0
7462,0,0,0,0,0,0,0,0
7463,0,0,0,0,0,0,0,0
7464,2,0,72.55,1,597.98,1,23,49
7465,0,0,0,0,0,0,0,1
7466,0,0,2,0,0,0,0,0
7467,0,0,0,0,0,0,0,0
7468,189.4,97.03,2.99,166,1455.45,45.04,68,16
7469,37,50.99,8.01,65,3407.02,264.24,43.06,31
7470,0,0,0,0,0,0,0,0
7471,0,0,0,0,0,0,0,0
7472,11.76,5.74,6.9,13.62,245.17,33.25,27.18,11.7
7473,0,0,0,0,0.88,0,3.18,0
7474,0,0,0,0,3,0,0,0
7475,0,2.94,5.97,0,43,1,0,0
7476,179,113.04,92.1,0,121,55.6,44,95.03
7477,0,0,0,0,33,2,159,85
7478,36.39,5,47.99,2,583,6,26.26,65.81
7479,0,0,0,0,0,0,0,0
7480,34.12,5,5,2,38,25,0,0
7481,0,0,0,0,0,0,0,0
7482,188,3,1,1,78.69,61,0,0
7483,4,1,1,1,13,0,0,0
7484,0,0,0,0,0,0,0,0
7485,0,0,0,0,0,0,0,0
7486,0,0,0,0,0,0,0,0
7487,8.79,4.39,3.95,8.56,132.2,52.41,15.58,5.36
7488,153,149.69,149.38,62,1123.12,60.99,64,78.94
7489,0,0,0,0,1,0,3,0
7490,85.66,153.37,9.86,5.83,559.69,150.84,37.98,69.37
7491,0,0,0,0,0,0,0,0
7492,0,0,0,0,0,0,0,0
7493,2,0,95.99,4.92,192,1,2,2
7494,0,0,0,0,0,0,0,0
7495,0,0,0,0,23.53,13.29,1,0
7496,0,2.01,3,0,78.98,26.26,4.09,5.09
7497,30.75,5.25,13.14,6.01,387.53,45.01,50.17,30.41
7498,0,0,0,0,0,0,0,0
7499,3.46,7.67,0,6.89,49.41,57.12,17.94,9.69
7500,28,8.54,0,0,0,0,0,0
7501,0,2.69,0,0,28,2.97,0,1
7502,21,14,6,0,56,86.92,16.48,116
7503,0,0,0,0,0,0,0,0
7504,0,0,0,0,0,0,0,0
7505,2,2.58,0,48,467.18,16.97,8,2.91
7506,7,0,108.07,11,903.61,150,2.21,24.99
7507,44,32.38,66.08,105.98,1960.35,316.21,33.22,91.32
7508,0,0,0,0,0,0,0,0
7509,1,6,7,0,600,0,0,91
7510,0,0,0,0,0,0,0,0
7511,0,0,0,0,0,0,0,0
7512,0,0,0,0,0,0,0,0
7513,0,0,0,0,0,0,0,0
7514,0,0,0,0,21,0,0,0
7515,0,0,0,0,0,0,0,0
7516,0,0,0,0,0,0,0,0
7517,0,0,0,0,0,0,1,0
7518,0,0,0,0,0,0,0,0
7519,0,0,0,0,0,0,0,0
7520,2088.23,673.75,777.35,1308.93,3944.81,291.46,995.52,580.9
7521,0,0,0,0,0,0,0,0
7522,0,0,0,0,0,0,2,0
7523,0,0,0,0,0,0,1,0
7524,0,0,0,0,1,0,0,0
7525,0,0,11.88,0,27.85,6.78,94.07,8.29
7526,0,0,0,0,14,0,0,0
7527,0,0,0,0,0,0,0,0
7528,0,0,0,0,0,0,0,0
7529,0,0,0,0,0,0,0,0
7530,0,0,0,0,185,0,0,1
7531,115.7,123.77,145.04,29.73,398.59,22.55,17.45,62.55
7532,0,0,0,0,0,0,0,0
7533,0,0,0,0,0,0,0,0
7534,0,0,0,0,0,0,0,0
7535,0,0,0,0,0,0,0,0
7536,0,0,0,0,0,0,0,0
7537,0,0,0,0,0,0,0,0
7538,0,0,0.44,0,0,0,0,0
7539,0,0,0,0,0,0,0,0
7540,41.39,11.06,2.52,27.82,84.32,185.62,7.65,49.95
7541,82.06,16.16,17.2,74.58,919.29,240.8,41.07,60.82
7542,231.99,238.96,92.37,4.75,355.08,124.9,281.75,70.43
7543,0,0,0,0,0,0,0,0
7544,0,0,0,0,0,0,0,0
7545,0,0,0,0,0,16.66,0,0
7546,0,0,0,0,0,0,0,0
7547,0,0,18,0,32.39,1,3,0
7548,0,0,0,0,0,0,0,0
7549,0,0,0,0,0,0,0,0
7550,0,0,0,0,0,0,0,0
7551,0,0,0,0,0,0,0,0
7552,0,0,0,0,0,0,0,0
7553,1,0,0,1.46,15.36,5.37,8.52,0
7554,0,0,0,1.95,16.02,0,0,3.52
7555,0,0,0,0,0,0,0,0
7556,0,0,0,0,0,0,0,0
7557,0,0,0,0,0,0,0,0
7558,0,0,0,0,0,0,0,0
7559,0,0,0,0,0,0,0,0
7560,0,0,0,0,7,0,0,0
7561,0,0,0,0,0,0,0,0
7562,1,69,0,0,362,125.24,0,46.16
7563,0,0,0,0,0,0,0,0
7564,0,0,0,0,0,0,0,0
7565,0,0,0,0,0,0,0,0
7566,0,0,0,0,0,0,0,0
7567,0,0,0,0,0,0,0,0
7568,0,0,0,0,13.91,0,0,0
7569,0,0,0,0,0,0,0,0
7570,14.65,3.99,10,45,122,0,31,56
7571,16.6,73,219.75,39.83,205.54,123.19,64.3,269.31
7572,1.01,0,0,1.4,30.16,10.4,8.96,0
7573,0,0,0.99,0,8.31,0,0,0
7574,2.77,3.15,1,0.63,500.86,4.33,32.12,1
7575,0,0,0,0,0,0,0,0
7576,0,0,0,0,0,0,0,0
7577,34.23,44.02,18.62,10.58,164.84,16.47,6.32,3.95
7578,0,0,0,0,0,0,0,0
7579,14.97,2,59,24,103,25.98,44,0
7580,0,9.49,1,0,31.72,0,27,0
7581,0,0,0,0,0,0,0,0
7582,58,3.52,0,0,142.46,0,0,1.01
7583,0,0,0,0,3,0,0,0
7584,0,0,0,0,0,0,0,0
7585,44,14,134.97,108.16,531.78,277.07,32,67
7586,0,0,0,0,0,0,0,0
7587,0,0,0,0,0,0,0,0
7588,3,1,9,0,42,0,0,1
7589,0,0,0,0,0,0,0,0
7590,0,0,0,0,0,0,0,0
7591,0,0,0,0,0,0,0,0
7592,0,0,0,0,0,0,0,0
7593,1,1.95,0,3.96,12.81,7.56,8.27,2.46
7594,0,0,0,0,0,0,0,0
7595,0,0,0,0,0,0,0,0
7596,0,0,0,1,0,0,0.89,0
7597,0,0,0,0,0,0,0,0
7598,0,0,0,0,0,0,0,0
7599,0,0,0,0,0,0,0,0
7600,0,0,0,0,0,0,0,0
7601,0,0,0,0,0,0,0,0
7602,0,0,0,0,0,0,0,0
7603,0,0,0,0,0,0,0,0
7604,0,0,0,0,0,0,0,0
7605,0,0,0,0,0,0,0,0
7606,0,0,0,0,0,0,0,0
7607,0,0,0,0,0,0,0,0
7608,0,0,0,0,0,0,0,0
7609,0,0,0,0,0,0,0,0
7610,0,0,0,0,1.8,0,0,0
7611,0,0,0,0,0,0,0,0
7612,0,0,0,0,0,0,0,0
7613,0,0,0,0,0,0,0,0
7614,0,0,0,0,0,0,0,0
7615,0,0,0,0,0,0,0,0
7616,0,0,0,0,0,0,0,0
7617,0,0,0,0,0,0,0,0
7618,0,0,0,0,0,0,0,0
7619,0,2,144.63,1.19,1184.02,104.44,76.93,0
7620,0,0,0,0,0,0,0,0
7621,0,0,0,0,0,0,0,0
7622,8,1,2,3,474.69,5.92,1,0
7623,0,0,0,0,0,0,0,0
7624,2,0,0,0,107.53,4,0.64,0
7625,293.07,99,356.59,16.89,1469.99,86,2,0
7626,0,0,0,0,0,0,0,0
7627,2.75,20,1,3,57,57,0,53
7628,0,0,0,0,0,0,0,0
7629,0,0,0,0,0,0,0,0
7630,5,20,99,3,407.8,236.01,43.99,16
7631,0,1,0,0,0,1,0,0
7632,92.46,62.96,3.38,33,48.58,54.43,46.15,33.5
7633,82.71,7.47,43.29,5.53,253.79,139.34,83.88,12.57
7634,0,106.9,0,5.11,325.94,130.97,129.1,76.83
7635,0,0,0,0,0,0,0,0
7636,0,0,0,0,0,0,0,0
7637,0,0,0,0,0,0,0,0
7638,0,0,0,0,0,0,0,0
7639,0,0,0,0,0,0,0,0
7640,0,0,0,0,0,0,0,0
7641,0,0,0,0,0,0,0,0
7642,0,0,0,0,0,0,0,0
7643,0,0,0,0,0,0,0,0
7644,0,0,0,0,0,0,0,0
7645,0,0,0,0,0,0,0,0
7646,0,0,0,0,0,0,0,0
7647,0,0,0,0,0,0,0,0
7648,0,0,0,0,0,0,0,0
7649,0,0,0,0,0,0,0,0
7650,8,0,4,1,20.12,2,0,0
7651,3,2,6,2,1,5.97,0,0
7652,78,49,3,10,415.03,82.97,42,53.13
7653,0,0,0,0,0,0,0,0
7654,3.55,1.01,0,1,31.21,2.19,5.84,0.66
7655,0,0,0,0,0,0,0,0
7656,0,0,0,0,0,0,0,0
7657,0,0,0,0,0,0,0,0
7658,0,0,0,0,0,0,0,0
7659,0,0,0,0,0,0,0,0
7660,42.75,81,24,57,675.01,61.85,156.02,116
7661,0,0,0,0,0,0,0,0
7662,0,0,0,0,0,0,0,0
7663,0,0,0,0,0,0,0,0
7664,0,0,0,0,0,0,0,0
7665,0,0,0,0,0,0,0,0
7666,8,3,2,0,523.2,30.96,1,8.01
7667,0,1,0,2,3,75,18,0
7668,1,0,0,0,14,0,0,0
7669,0,0,0,0,0,0,0,0
7670,0,0,0,0,0,0,0,0
7671,0,0,0,0,19,1,0,0
7672,0,0,0,0,0,0,0,0
7673,0,0,0,0,0,0,0,0
7674,0,0,0,0,0,0,0,0
7675,0,0,0,0,0,0,0,0
7676,0,0,0,0,0,0,0,0
7677,0,0,0,0,0,0,0,0
7678,0,0,0,0,35,1,0,0
7679,17.67,11.24,19.85,6.34,198.21,64.52,13.36,36.21
7680,0,0,0,0,0,0,1.09,0
7681,0,0,0,0,0,0,0,0
7682,0,0,0,0,0,0,0,0
7683,0,0,0,0,0,0,0,0
7684,0,0,0,0,0,0,0,0
7685,0,0,0,0,0,0,0,0
7686,0,0,0,0,0,0,0,0
7687,10.32,0,0,5.96,101.76,10.72,0,1.48
7688,0,0,0,0,0,0,0,0
7689,0,2,3,4.04,25.07,60.96,123.69,39.01
7690,0,0,0,0,0,0,0,0
7691,0,0,0,0,0,0,0,0
7692,0,0,0,0,0,0,0,0
7693,0,0,0,0,0,0,0,0
7694,0,0,0,0,0,0,0,0
7695,0,0,0,0,0,0,0,0
7696,0,0,0,0,0,0,0,0
7697,23.9,97.73,80.21,45.56,1282.43,314.52,283.96,181.36
7698,0,0,0,0,0,0,0,0
7699,0,0,0,0,0,0,0,0
7700,0,0,0,0,0,0,0,0
7701,0,0,0,0,0,0,0,0
7702,0,0,0,0,0,0,0,0
7703,0,0,0,0,0,0,0,0
7704,74.21,11.66,35.11,74.88,577.82,93.67,11.74,16.07
7705,0,0,0,0,0,0,0,0
7706,0,0,0,0,0,0,0,0
7707,0,0,0,0,0,0,0,0
7708,0,0,0,0,0,0,0,0
7709,0,0,0,0,0,0,0,0
7710,0,0,0,0,0,0,0,0
7711,0,0,0,0,0,0,0,0
7712,0,0,0,0,0,0,0,0
7713,0,0,0,0,0,0,0,0
7714,0,0,0,0,0,0,0,0
7715,0,0,0,0,0,0,0,0
7716,0,0,0,0,0,0,0,0
7717,0,0,0,0,0,0,0,0
7718,0,0,0,0,0,0,0,0
7719,0,0,0,0,4,0,0,0
7720,0,0,0,0,4,0,0,0
7721,0,0,0,0,0,0,0,0
7722,0,0,0,0,0,0,0,0
7723,0,0,0,0,0,0,0,0
7724,0,0,0,0,0,0,0,0
7725,0,0,0,0,0,0,0,0
7726,0,0,0,0,0,0,0,0
7727,0,0,0,0.66,3.01,0,0,0
7728,0,0,0,0,0,0,0,0
7729,0,0,0,0,0,0,0,0
7730,0,0,0,0,0,0,0,0
7731,45.17,4,283,7.24,196,105.82,112.52,3
7732,0,0,0,0,0,0,0,0
7733,0,0,0,0,0,1.37,0,0
7734,0,0,0,0,0,0,0,0
7735,0,0,0,0,0,0,0,0
7736,0,0,0,0,0,3,0,0
7737,0,0,0,0,0,0,0,0
7738,0,0,0,0,0,0,0,0
7739,0,0,0,0,0,0,0,0
7740,0,0,0,0,0,0,0,0
7741,0,0,0,0,0,0,0,0
7742,0,0,0,0,0,0,0.99,0
7743,0,0,0,0,0,0,0,0
7744,0,0,0,0,0,0,0,0
7745,17.39,0,0,2.84,45.27,24.97,2.95,3
7746,0,0,0,0,0,0,0,0
7747,0,0,0,0,0,0,0,0
7748,0,0,0,0,0,0,0,0
7749,0,0,0,0,0,0,0,0
7750,0,0,0,0,0,0,0,0
7751,0,0,0,0,0,0,0,0
7752,0,0,2,1,62.73,52.01,23,32.48
7753,3.31,0,0,0,0,5.06,0,0
7754,0,0,0,0,0,0,0,0
7755,0,0,0,0,0,0,0,0
7756,0,0,0,0,0,0,0,0
7757,0,0,0,0,0,0,0,0
7758,0,1,0,2,64,1,0,0
7759,3.62,97.63,94,1,335.56,5.46,111.86,5
7760,0.91,0,0,0,0,0,0,0
7761,12.82,12.95,3.37,4.07,121.89,5.08,0,4.03
7762,4.01,0.49,20.99,14.63,13.31,0,0,3.37
7763,0,0,0,0,0,0,0,0
7764,0.99,0,0,0,0,0,0,0
7765,0,0,0,0,0,0,0,0
7766,1,0,0,0,0,0,0,0
7767,67.74,41.03,63.96,20.65,288.66,125.99,95,39.97
7768,43.08,24.89,8.99,6.74,176.29,30.54,1.92,6.14
7769,43.09,4.6,10.46,6.99,201.83,79.06,36.19,11.29
7770,0,0,0,0,0,0,0,0
7771,0,0,0,0,0,0,0,0
7772,0,0,0,0,0,0,0,0
7773,0,0,0,0,0,0,0,0
7774,0,0,0,0,0,0,0,0
7775,0,0,0,0,0,0,0,0
7776,0,0,0,0,0,0,0,0
7777,0,0,0,0,0,0,0,0
7778,0,0,0,0,0,0,0,0
7779,0,0,0,0,5,0,0,0
7780,0,0,0,0,0,0,0,0
7781,15.48,6.01,7.88,9.09,123.44,38.38,35.09,4.08
7782,1,18.05,64.18,2.01,185.22,57,55.99,5.15
7783,0,0,0,0,0,0,0,0
7784,0,0,0,0,0,0,0,0
7785,6.9,4,10.54,2,142.14,29.3,12.99,4
7786,0,0,0,0,0,0,0,0
7787,1.07,1,0,0,6.09,4.2,5.04,0
7788,0,0,0,0,0,0,0,0
7789,0,0,0,0,129,0,0,0
7790,11,5,54.97,15,74.23,2,5,98
7791,0,0,0,0,0,0,0,0
7792,0,0,0,0,0,0,0,0
7793,38.08,13.93,3.58,39,522.97,69.51,31.13,7.23
7794,1,3.29,1,1,0,3,29,3
7795,0,0,0,0,0,0,0,0
7796,15.61,32.01,3.17,0,14.31,17.74,5.3,1.13
7797,154,103.06,12.7,15,366,233.98,132.79,100
7798,0,0,0,0,0,0,0,0
7799,0,0,0,9,0,0,0,0
7800,0,0,0,0,0,0,0,0
7801,0,0,0,0,0,0,0,0
7802,0,0,0,0,0,0,0,0
7803,0,0,0,0,0,0,0,0
7804,0,0,0,0,0,0,0,0
7805,0,0,0,0,0,0,0,0
7806,0,0,0,0,0,0,0,0
7807,111,13.89,20,4,20,41,0,0
7808,33.15,6,6,1,176,55.87,116.09,5
7809,39,0,34,1,5,2,94,0
7810,0,0,0,0,0,0,0,0
7811,0,0,0,0,0,0,0,0
7812,0,0,0,0,0,0,0,0
7813,86,3,45.02,20.5,101,156,796.74,88
7814,0,0,0,0,0,0,0,0
7815,0,0,0,0,0,0,0,0
7816,0,0,0,0,0,0,0,0
7817,0,1,0.95,3,25.68,56.44,44.88,185.78
7818,0,0,3,0,42.25,1,1,2
7819,0,0,0,0,0,0,0,0
7820,0,0,0,0,0,0,0,0
7821,0,0,0,0,0,0,0,0
7822,0,0,0,0,0,0,0,0
7823,0,0,0,0,0,0,0,0
7824,0,0,0,0,0,0,0,0
7825,0,0,0,0,0,0,0,0
7826,0,0,0,0,0,0,0,0
7827,0,0,0,0,0,0,0,0
7828,0,0,0,0,0,0,0,0
7829,0,0,0,0,0,0,0,0
7830,0,0,0,0,0,0,0,0
7831,0,0,0,0,0,0,0,0
7832,0,0,0,0,0,0,0,0
7833,0,0,0,0,0,0,0,0
7834,0,0,0,0,0,0,0,0
7835,0,0,0,0,0,8,0,0
7836,0,0,0,0,0,0,0,0
7837,0,0,0,0,0,0,0,0
7838,1,1,0,1,85.08,12,0,0
7839,0,0,0,0,96,0,0,0
7840,0,0,0,0,0,0,0,0
7841,0,0,0,0,1,0,0,0
7842,0,0,0,0,0,0,0,0
7843,0,0,0,0,0,0,0,0
7844,0,0,0,0,0,0,0,0
7845,0,0,0,0,0,0,0,0
7846,0,0,0,0,0,0,0,0
7847,0,0,0,0,0,0,0,0
7848,0,0,0,0,0,0,0,0
7849,0,0,0,0,0,0,0,0
7850,0,0,0,0,0,0,0,0
7851,0,0,0,0,0,0,0,0
7852,0,0,0,0,0,0,0,0
7853,0,0,0,4.19,0,0,1.14,1.22
7854,0,0,0,0,1,0,0,0
7855,0,0,0,0,0,0,0,0
7856,0,0,0,0,0,0,0,0
7857,0,0,0,0,0,0,0,0
7858,0,0,0,0,0,0,0,0
7859,0,0,0,0,0,0,0,0
7860,111.64,91.12,100,74.25,138.13,50.95,142.29,110.27
7861,0,1,0.98,0,49.12,7.65,2.43,0
7862,8.14,0,5.23,1.25,96.98,22.57,17.04,4.05
7863,0,0,0,0,0,0,0,0
7864,5.7,15,11,36,97,8,47.99,6
7865,21,1,29.09,16,357.53,32.1,97.1,103
7866,100,240.77,102.05,346.68,1364,513.93,503.1,24.6
7867,0,0,0,0,0,0,0,0
7868,0,0,0,0,0,0,0,0
7869,0,0,0,0,0,0,0,1
7870,0,0,0,0,0,0,0,0
7871,0,0,0,0,0,0,0,0
7872,0,0,0,0,0,0,0,0
7873,0,0,0,0,0,0,0,0
7874,0,0,0,0,0,0,0,0
7875,0,0,0,0,0,0,0,0
7876,0,0,0,4.41,1.61,0,0,0
7877,0,0,0,0,0,0,0,0
7878,0,0,0,0,0,0,0,0
7879,0,0,0,0,0,0,0,0
7880,0,0,0,0,0,0,0,0
7881,0,0,0,0,0,0,0,0
7882,0,0,0,0,0,0,0,0
7883,16.32,7.99,0,3.94,169.02,63.2,40.62,8.07
7884,0,64,0,0,28,1,0,0
7885,0,0,0,0,0,0,0,0
7886,0,0,0,0,0,0,0,0
7887,0,0,0,0,0,0,0,0
7888,0,0,0,0,0,0,47,1
7889,0,0,0,0,0,0,0,0
7890,0,0,0,0,0,0,0,0
7891,0,0,0,0,0,0,0,0
7892,0,0,0,0,0,0,0,0
7893,0,0,0,0,0,0,0,0
7894,0,0,0,0,0,0,0,0
7895,0,0,0,0,0,0,0,0
7896,0,0,0,0,0,0,0,0
7897,0,0,0,0,0,0,0,0
