"gene_id","833_M_280","833_M_BTK_216","833_N_272","833_P_288","833_P_BTK_224","833_T_296","833_T_BTK_232"
2158,0,0,0,0,0,0,0
2159,0,0,0,0,0,0,0
2160,0,0,0,0,0,0,0
2161,0,0,0,0,0,0,0
2162,0,0,0,0,0,0,0
2163,3,0,0,0,0,0,0
2164,0,0,0,1.13,0,1.01,0
2165,5.87,0,0,5.78,0.75,0,0
2166,30,0,2,3,0,4,0
2167,0,0,0,1,0,13.35,0
2168,0,0,0,0,0,0,0
2169,0,0,0,98,0,0,0
2170,0,0,0,0,0,0,0
2171,0,0,0,0,0,0,0
2172,0,0,0,0,0,0,0
2173,1.81,0,0,0,0,0,0
2174,0,0,0,0,0,0,0
2175,0,0,0,0.7,0,0,0
2176,0,0,0,0,0,0,0
2177,0,0,0,0,0,0,0
2178,1.93,0.1,0,0,0,0.4,0
2179,0,0,0,0,0,0,0
2180,237.7,63.14,62.98,82.25,23.86,23.19,1
2181,0,0,0,0,0,0,0
2182,0,0,0,0,0,0,0
2183,0,0,0,0,0,0,0
2184,0,0,0,3,4.07,0,0
2185,0,0,0,0,0,0,0
2186,0,0,0,0,0,0,0
2187,0,0,0,0,0,0,0
2188,0,0,0,0,0,0,0
2189,0,0,0,0,0,0,0
2190,0,0,0,0,0,0,0
2191,0,0,0,0,0,0,0
2192,0,0,0,0,0,0,0
2193,0,0,0,0,0,0,0
2194,0,0,0,0,0,0,0
2195,11.9,5.79,1,40.24,0,2.68,0
2196,0,0,0,0,0,0,0
2197,0,0,0,0,0,0,0
2198,1.94,2,1,48.91,0,2,0
2199,0,0,0,0,0,0,0
2200,0,0,0,0,0,0,0
2201,0,0,0,0,0,0,0
2202,0,0,0,0,0,0,0
2203,1,0,0,0,0,0,0
2204,0,0,0,0,0,0,0
2205,0,1.53,0,1.88,0,1,0
2206,0,0,0,0,0,0,0
2207,1,1,2,89.62,1.93,1,0
2208,0,0,0,0,0,0,0
2209,0,3.44,0,14.61,0,0,0
2210,2,0,0,0,0,1,0
2211,27.3,0,0,3.39,1.24,1,0
2212,36.25,7.73,130.47,5.51,5.84,22.56,0
2213,12.15,134.15,318.92,44,1,11.09,0
2214,0.74,1.19,17.43,0,1,0,0
2215,0,0,0,0,0,0,0
2216,0,0,0,0,0,0,0
2217,0,0,2.07,1.46,0,7.41,21.03
2218,0,0,0,0,0,0,0
2219,0,0,0,0,0,0,0
2220,0,0,0,0,0,0,0
2221,0,0,0,0,0,0,0
2222,0,0,0,0,0,0,0
2223,0,0,0,0,0,0,0
2224,0,0,0,0,0,0,0
2225,0,0,0,0,0,0,0
2226,0,0,0,0,0,0,0
2227,3.04,0,0,161.76,0,0.99,0
2228,0,0,0,0,0,0,0
2229,0,0,0,0,0,0,0
2230,0,0,0,0,0,0,0
2231,0,0.5,1,39.5,0,1.56,0
2232,0,0,0,51.5,0,2.37,0
2233,1.5,0.5,0,17.32,0,1.02,0
2234,0,0,0,0,0,0,0
2235,1.5,0.5,0,17.32,0,1.02,0
2236,0,0,0,51.5,0,2.37,0
2237,0,0.5,1,39.5,0,1.56,0
2238,0,0,0,69.9,0,1.01,0
2239,0,0,0,70.02,0,0,0
2240,0,0,0,113.98,0,58,0
2241,1,0,0,0,0,0,0
2242,0,0,0,9.05,0,0,1
2243,115.97,90,0,18,0,53,0
2244,0,0,0,0,0,0,0
2245,5.62,3.61,0,101.19,0,0,0
2246,0,0,0,0,0,0,0
2247,2,2,0,2,0,41,0
2248,1,2,0,4,0,0,0
2249,15.73,4,102,5,1,6,0
2250,13.39,3.83,3.12,104.76,3.31,3.22,0
2251,0,0,0,129,0,1,0
2252,0,0,0,0,0,0,0
2253,0,0,0,0,0,0,0
2254,21.55,37.69,5,99.5,9.01,16.55,0
2255,16.75,9.23,1,126.04,2.3,97.08,0
2256,0,0,0,0,0,0,0
2257,77,50,4,129,42,4,0
2258,0,0,0,0,0,0,0
2259,95.53,5,0,25.02,7,3.6,0
2260,0,0,0,0,0,0,0
2261,0,0,0,0,0,0,0
2262,2,1,0,0,0,0,0
2263,0,0,0,0,0,0,0
2264,0,0,0,0,0,0,0
2265,15.94,3.09,0,4.01,0,0,0
2266,1,0,0,234.07,0,0,0
2267,0,0,0,0,0,0,0
2268,14,3,2,4,0,2,0
2269,2.21,0,0,14.83,0,0,0
2270,1,0,0,0,0,0,0
2271,0,0,0,0,0,0,0
2272,0,0,0,0,0,0,0
2273,0,0,0,0,0,0,0
2274,39.93,12.06,3,76.63,0,0,0
2275,0,0,0,0,0,0,0
2276,0,0,0,0,0,0,0
2277,0,0,0,0,0,0,0
2278,0,0,0,0,0,0,0
2279,0,0,0,0,0,0,0
2280,0,0,0,0,0,0,0
2281,0,0,0,0,0,0,0
2282,0,0,0,0,0,0,0
2283,4,1,0,2,2,122,0
2284,0,0,0,0,0,0,0
2285,0,0,0,0,0,0,0
2286,7,26,1,6,0,37,0
2287,127,15.47,0,61,0,2,0
2288,0,0,0,0,0,0,0
2289,0,0,0,85.45,0,0,33
2290,0,0,0,229,0,2,0
2291,5.97,0,0,39.09,0,1.21,0
2292,0,0,0,0,0,0,0
2293,1.16,0,0,5.01,0,0,0
2294,19.84,1,0,58.98,0,128,0
2295,0,0,0,0,0,0,0
2296,0,0,0,1,0,1,0
2297,0,0,0,0,0,0,0
2298,232.38,792.29,8.66,472.98,45.89,15.06,3
2299,2,3,0,0,0,0,0
2300,0,0,0,0,0,0,0
2301,0,0,0,0,0,0,0
2302,7,5,0,4,0,0,0
2303,0,0,1,5.21,0,1,0
2304,28,24,0,38.92,11,11,0
2305,0,0,0,0,0,0,0
2306,364.02,138,1,325.76,0,1,0
2307,1,4,1,3,0,0,0
2308,0,0,0,0,0,0,0
2309,0,0,0,0,0,0,0
2310,0,0,0,0,0,0,0
2311,0,0,0,0,0,0,0
2312,0,0,0,0,0,0,0
2313,0,0,0,0,0,0,0
2314,0,0,0,0,0,0,0
2315,2,2,1,17,0,130.43,0
2316,0,0,0,0,0,0,0
2317,39,52,12,145,1,18,0
2318,300.45,195.97,62,1099.85,0,2,0
2319,0,0,0,4,0,0,0
2320,16.19,1.14,1.99,22.01,0,118.01,0
2321,0,0,0,0,0,0,0
2322,0,0,0,0,0,0,0
2323,60.55,18.17,3.39,132.92,2,10.97,0
2324,0,0,0,0,0,0,0
2325,0,0,0,0,0,0,0
2326,4.82,0,0,0,0,0,0
2327,0,1,0,9.66,0,0,0
2328,0,0,0,0,0,0,0
2329,3,0,1,9,0,0,0
2330,0,0,0,0,0,0,0
2331,20,0,0,1,0,3.68,0
2332,0,0,0,0,0,0,0
2333,2,1,0,1,0,1,0
2334,1.47,0,0,32.28,0,1.01,0
2335,0,0,0,0,0,0,0
2336,0,0,0,0,0,0,0
2337,0,0,0,0,0,0,0
2338,5.01,4,2,5,0,1.99,0
2339,0,0,0,0,0,0,0
2340,6.44,5.59,10.72,148.3,1.03,46.03,0
2341,8,0,2.01,6,0,5,0
2342,77.33,1.05,0,113,0,0,0
2343,211,76,105,493.97,5,99,0
2344,0,0,0,0,0,0,0
2345,0,0,0,0,0,1.2,0
2346,0,0,0,0,0,0,0
2347,0,0,0,0,0,0,0
2348,0,0,0,0,0,0,0
2349,0,0,0,0,1,0,0
2350,0,0,0,0,0,0,0
2351,0,0,0,0,0,0,0
2352,0,0,0,0,0,0,0
2353,0,0,0,0,0,0,0
2354,6.09,0,0,15.19,0,0,0
2355,0,0,0,0,0,0,0
2356,0,0,0,0,0,0,0
2357,0,0,0,0,0,0,0
2358,0,0,0,0,0,0,0
2359,0,0,0,13,0,0,0
2360,0,0,0,0,0,0,0
2361,0,0,0,0,0,0,0
2362,0,0,0,0,0,0,0
2363,0,0,0,0,0,0,0
2364,0,0,0,0,0,0,0
2365,0,0,0,0,0,0,0
2366,0,0,0,0,0,0,0
2367,0,0,0,0,0,0,0
2368,0,0,0,0,0,0,0
2369,0,0,0,0,0,0,0
2370,0,0,0,0,0,0,0
2371,0,0,0,0,0,0,0
2372,0,0,0,0,0,0,0
2373,0,0,0,0,0,0,0
2374,0,0,0,0,0,0,0
2375,0,0,0,0,0,0,0
2376,0,0,0,0,0,0,0
2377,0,0,0,0,0,0,0
2378,0,0,0,0,0,0,0
2379,0,0,0,0,0,0,0
2380,0,0,0,0,0,0,0
2381,0,0,0,0,0,0,0
2382,0,0,0,0,0,0,0
2383,0,0,0,0,0,0,0
2384,0,0,0,0,0,0,0
2385,0,0,0,0,0,0,0
2386,0,0,0,0,0,0,0
2387,0,0,0,0,0,0,0
2388,0,0,0,0,0,0,0
2389,0,0,0,0,0,0,0
2390,0,0,0,0,0,0,0
2391,0,0,0,0,0,0,0
2392,0,0,0,0,0,0,0
2393,0,0,0,0,0,0,0
2394,0,0,0,0,0,0,0
2395,0,0,0,0,0,0,0
2396,0,0,0,0,0,0,0
2397,0,0,0,0,0,0,0
2398,0,0,0,0,0,0,0
2399,0,0,0,0,0,0,0
2400,0,0,0,0,0,0,0
2401,0,0,0,0,0,0,0
2402,0,0,0,0,0,0,0
2403,0,1,0,0,0,0,0
2404,0,0,0,0,0,0,0
2405,0,0,0,0,0,0,0
2406,0,0,0,0,0,0,0
2407,0,0,0,0,0,0,0
2408,0,0,0,0,0,0,0
2409,23,17,4,42,0,9,1
2410,0,0,0,0,0,0,0
2411,1,0,0,1,0,1,0
2412,0,0,0,0,0,0,0
2413,0,0,0,0,0,0,0
2414,0,0,0,0,0,0,0
2415,0,0,0,0,0,0,0
2416,0,0,0,0,0,0,0
2417,0,0,0,0,0,0,0
2418,0,0,0,0,0,0,0
2419,0,0,0,0,0,0,0
2420,0,0,0,0,0,0,0
2421,0,0,0,0,0,0,0
2422,55.02,3.41,0,173.82,4,24.08,3
2423,6,0,0,1,0,0,0
2424,99.41,8,0,94,4,80,0
2425,0,0,0,0,0,0,0
2426,0,0,0,0,0,0,0
2427,0,0,0,0,0,0,0
2428,0,1.54,0,12.35,0,0.5,0
2429,0,0,0,0,0,0,0
2430,0,0,0,0,0,2,0
2431,0,0,0,0,0,0,0
2432,0,0,0,0,0,0,0
2433,16.95,6,0,15.71,2,2,0
2434,322.19,1,21,835.74,0,75,0
2435,0,6,0,123,0,0,0
2436,0,0,0,0,0,0,0
2437,1,0,3.56,45.38,0,0,0
2438,5,3,1,70,0,3,0
2439,4.74,1,0,0.65,2,0,0
2440,615.38,325.37,54,165.54,16.69,273.01,3
2441,0,0,0,12.82,0,0,0
2442,0,0,0,0,0,0,0
2443,0,0,0,0,0,0,0
2444,247.02,42.26,34.86,484.48,8.97,182.96,1
2445,0,0,0,0,0,0,0
2446,0,0,0,0,0,0,0
2447,11.68,4.73,3,47.71,3.26,27,0
2448,963.41,162.19,64,1293.68,1,1415.81,0
2449,0,0,0,0,0,0,0
2450,111,3,1,31,0,4,0
2451,0,0,0,0,0,0,0
2452,0,0,0,0,0,0,0
2453,0,0,0,0,0,0,0
2454,0.08,1,1,146.55,0,109.99,0
2455,21.18,1.16,1.01,146.87,0,1.45,0
2456,0,0,0,0,0,0,0
2457,0,3.84,0,32.33,0,3.64,0
2458,0,0,0,0,0,0,0
2459,0,0,0,0,0,0,0
2460,1,0,0,0,0,1,0
2461,109,133,8,65.97,1,7,2
2462,0,0,0,0,0,0,0
2463,0,0,0,0,0,0,0
2464,5.54,0,0,27.3,1,14.9,0
2465,3,1,0,31,0,4,0
2466,3,1,0,5,0,57,0
2467,93,0,0,288.11,0,41,0
2468,46.14,7.48,1.77,568.19,0,5.36,0
2469,1,1,0,106.86,0,2,0
2470,0,0,0,0,0,0,0
2471,193,0,4.97,33.58,1,8,0
2472,0,0,0,0,0,0,0
2473,60.37,0,2,6,0,0,0
2474,0,0,0,0,0,0,0
2475,0,0,0,0,0,0,0
2476,0,0,0,0,0,0,0
2477,1,0,0,0,0,0,0
2478,2,0,0,0,0,0,0
2479,0,0,2,0,0,0,0
2480,5.82,2,0,32.21,1.02,1.31,0
2481,4.33,2.88,0,483.66,3.68,1,0
2482,68.03,1,0,92.67,0,2,0
2483,22.62,9,1.52,44.67,3,6,2
2484,0,0,0,1,0,0,0
2485,0,0,0,0,0,0,0
2486,0,0,0,0,0,0,0
2487,0,0,0,0,0,0,0
2488,0,0,0,0,0,0,0
2489,0,0,0,0,0,0,0
2490,0,0,31,0,0,0,0
2491,0,1,1,5,0,0,0
2492,0,0,0,0,0,16,0
2493,0,0,0,0,0,0,0
2494,0,0,0,1,0,0,0
2495,3.99,0,0,26.78,0,0,3.34
2496,4.69,1.5,0,5.5,0,8,0
2497,85.5,0,0,10.5,0,0,0
2498,23,0,0,0.5,0,0,0
2499,0,0,0,0.5,0,0,0
2500,22.12,6,1,105,1,9,0
2501,0,0,1,7.97,2,0.17,0
2502,0,0,0,4,0,0,0
2503,189,8,3.73,498.18,1,176,0
2504,0,0,0,0,0,0,0
2505,5,0,0,0,0,0,0
2506,0,0,0,1,0,0,0
2507,10.38,0,0.27,3.92,0,2,0
2508,0,0,0,0.66,0,0,0
2509,0,0,0,176,0,1.52,0
2510,2.42,0,0,4.39,0,0,0
2511,1,0,0,0,0,0,0
2512,0,0,0,0,0,0,0
2513,228.67,1.19,0,215.87,0,39,0
2514,3,36.94,0,58.57,0,0,0
2515,0,0,0,0,0,0,0
2516,0,0,0,123.81,0,2.48,0
2517,27.25,34,2,105.25,1,11,0
2518,0,0,0,0,0,0,0
2519,0,1,0.87,19.62,0,0,0
2520,18.49,0,12.83,23.78,0,2,0
2521,125.3,3.1,27.38,239.55,2.78,4.6,0
2522,1,0,0,1,0,0,0
2523,0,0,0,0,0,0,0
2524,0,0,0,0,0,0,0
2525,6,0,17,244.92,0,3.73,0
2526,0,0,0,0,0,0,0
2527,176.06,19.09,6.51,991,15.02,15,0
2528,0,0,0,9,0,0,0
2529,10,4,4,14,1,6,0
2530,0,0,0,0,0,0,0
2531,0,0,0,0,0,0,0
2532,0,0,0,0,1,0,0
2533,0,0,0,0,0,0,0
2534,0,0,0,90,0,0,0
2535,0,0,0,0,0,0,0
2536,0,0,0,160.01,1,0,1
2537,1.95,0,0,41.15,3,0,0
2538,0,0,0,0,0,0,0
2539,1,12.59,0,7.86,0,1,0
2540,4,0,0,2,0,0,1
2541,0,0,0,0,0,0,0
2542,0,0,0,0,0,0,0
2543,0,0,0,117,0,2,0
2544,0,0,0,0,0,0,0
2545,10,3,0,6,0,1,0
2546,0,0,0,0,0,0,0
2547,0,0,0,0,0,0,0
2548,0,0,1,0,0,0,0
2549,1.02,0,0,17.26,0,0,0
2550,0,0,1,5.86,0,0,0
2551,0,0,0,0,0,0,0
2552,103,0,0,585.04,1,1.99,0
2553,0,0,0,0,0,0,0
2554,0,0,0,0,0,0,0
2555,0,0,0,1,0,0,0
2556,13,48,0,11,3,2,0
2557,5,1,3.42,6,2,9,0
2558,0,0,0,0,0,0,0
2559,0,0,0,178.84,0,0,0
2560,0,0,0,0,0,0,0
2561,0,0,0,0,0,0,0
2562,236.43,0,0,202.47,0,71.88,0
2563,0,0,0,2,0,0,0
2564,24,12,0,7,0,0,0
2565,0,1,0,9,0,0,0
2566,78,6,0,60,0,59,0
2567,0,2,0,0,0,119,1
2568,0,0,0,0,0,0,0
2569,0,0,0,0,0,0,0
2570,0,0,0,0,0,0,0
2571,0,0,0,0,0,0,0
2572,0,0,0,0,0,0,0
2573,0,0,0,0,0,0,0
2574,0,0,0,0,0,0,0
2575,0,0,0,1,0,0,0
2576,0,0,0,0,0,2,0
2577,0,0,0,0,0,0,0
2578,0,0,0,0,0,0,0
2579,0,0,1,83,0,0,0
2580,0,0,0,0,0,0,0
2581,0,0,0,0,0,0,0
2582,87.26,30.87,0,2,2.08,0,0
2583,7.35,0,1.05,33.58,1.89,1,0
2584,24.13,2,2,3,0,1,0
2585,0,0,0,0,0,0,0
2586,0,0,0,0,0,0,0
2587,0,0,0,0,0,0,0
2588,0,0,0,0,0,0,0
2589,0,0,0,0,0,0,0
2590,0,0,0,0,0,0,0
2591,0,0,2.28,3.02,0,0,0
2592,0,0,0,1,0,0,0
2593,0,0,0,0,0,0,0
2594,0,3,0,0,0,0,0
2595,0,0,0,0,0,0,0
2596,0,0,0,0,0,0,0
2597,0,0,0,0,0,0,0
2598,0,0,0,0,0,0,0
2599,0,0,0,0,0,0,0
2600,0,0,0,0,0,0,0
2601,0,0,0,0,0,0,0
2602,0,0,0,0,0,0,0
2603,0,0,0,0,0,0,0
2604,0,0,0,0,0,0,0
2605,0,0,0,0,0,0,0
2606,0,0,0,0,0,0,0
2607,0,0,0,0,0,0,0
2608,0,0,0,0,0,0,0
2609,0,0,0,0,0,0,0
2610,0,0,0,0,0,0,0
2611,0,0,0,0,0,0,0
2612,0,0,0,0,0,0,0
2613,0,0,0,0,0,0,0
2614,1,1,0,0,0,0,0
2615,29.56,0,1,0,0,41.88,0
2616,0,0,0,0,0,0,0
2617,47.85,3,2,72.09,0,41,0
2618,19.01,9,0,26.01,1,0,0
2619,0,0,0,0,0,0,0
2620,0,0,0,0,0,0,0
2621,0,0,0,1,0,0,0
2622,0,0,0,0,0,0,0
2623,0,0,0,0,0,0,0
2624,0,0,0,0,0,0,0
2625,0,0,0,0,0,0,0
2626,0,0,0,0,0,0,0
2627,0,0,0,0,0,0,0
2628,0,0,0,0,0,0,0
2629,0,0,0,0,0,0,0
2630,0,0,0,0,0,0,0
2631,0,0,0,0,0,0,0
2632,0,0,0,0,0,0,0
2633,0,0,0,0,0,0,0
2634,3,2,0,0,2,47,0
2635,0,0,0,0,0,0,0
2636,0,0,0,0,0,78.03,0
2637,0,0,0,0,0,0,0
2638,0,0,0,28.14,0,0,0
2639,0,0,0,0,0,0,0
2640,13,6,0,7,89,200,0
2641,0,0,0,9,0,0,0
2642,0,0,0,0,0,0,0
2643,0,0,0,2,2,0,0
2644,14.14,93.59,0,41.46,3.5,6.79,0
2645,0,0,0,13.08,0,0,0
2646,70,1,0,0,0,0,0
2647,3,0,0,38,0,0,0
2648,1.06,0,0,17.62,0,0,0
2649,1.76,4.34,0,47.19,0,0,0
2650,0,0,0,0,0,0,0
2651,1.03,0,0,0,0,0,0
2652,1173.52,111,0,53,0,0,0
2653,149,1,2,109.36,1,2,0
2654,14.87,2.64,69,56.03,6,25.04,16
2655,0,0,0,0,0,0,0
2656,0,0,0,0,0,0,0
2657,99.02,1,13.01,1008.77,1,2,0
2658,0,0,0,0,0,0,0
2659,0,0,0,0,0,0,0
2660,18,3,30,202.97,6,0,1
2661,18.37,3.8,2.03,109.3,0,13.97,0
2662,0,3,203,143.79,0,1,0
2663,1,0,0,2,0,0,0
2664,22.26,1,2,7488.03,6,1,0
2665,0,0,0,0,0,0,0
2666,17.11,19.04,0,839.57,0,26,0
2667,0,0,0,1,0,0,0
2668,0,0,0,0,0,0,0
2669,0,0,0,0,0,0,0
2670,0,0,0,0,0,0,0
2671,0,0,0,0,0,0,0
2672,0,0,0,0,0,0,0
2673,17.55,7,7,137.99,0,13.67,0
2674,26.47,10,1,1,0,0,0
2675,6,3,2,156,0,4.73,0
2676,0,0,0,21.46,0,0,0
2677,0,1,0,0,0,0,0
2678,39.99,12,3,3,0,0,0
2679,2.3,2,6.94,91.7,1,2.1,1
2680,97.04,41.37,1,3,0,3,0
2681,17,4,2,16,1,3,0
2682,0,0,0,34,0,115.81,0
2683,1,5,1,61.99,3,0,0
2684,2,0,1,80,0,10,0
2685,23.8,1.06,3.52,91.54,2.16,5.39,0
2686,0,5,2,14,8.62,12,0
2687,0,0,0,0,0,0,0
2688,0,0,0,0,0,0,0
2689,1,0,0,0,0,0,0
2690,0,0,0,0,0,0,0
2691,0,0,0,0,0,0,0
2692,0,0,0,0,0,0,0
2693,0,0,0,0,0,0,0
2694,0,0,0,0,0,0,0
2695,3,0,0,54,0,0,0
2696,0,0,0,0,0,0,0
2697,0,0,0,0,0,0,0
2698,0,0,0,0,0,0,0
2699,0,0,0,0,0,0,0
2700,0,0,0,0,0,0,0
2701,0,0,0,0,0,0,0
2702,0,0,0,0,0,0,0
2703,0,0,0,0,0,0,0
2704,123.84,1,0,18.94,0.87,33.95,0
2705,0,0,0,0,0,0,0
2706,0,0,0,0,0,0,0
2707,0,0,0,0,0,0,0
2708,0,0,0,0,0,0,0
2709,0,0,0,0,0,0,0
2710,0,0,0,0,0,0,0
2711,0,0,0,0,0,0,0
2712,0,0,0,0,0,0,0
2713,0,0,0,0,0,0,0
2714,0,0,0,0,0,0,0
2715,0,0,0,0,0,0,0
2716,0,0,0,0,0,0,0
2717,0,0,0,0,0,0,0
2718,0,0,0,0,0,0,0
2719,0,0,0,0,0,0,0
2720,0,0,0,0,0,0,0
2721,0,0,0,0,0,0,0
2722,0,0,0,0,0,0,0
2723,0,0,0,0,0,0,0
2724,0,0,0,0,0,0,0
2725,0,0,0,0,0,0,0
2726,0,0,0,0,0,0,0
2727,0,0,0,0,0,0,0
2728,0,0,0,0,0,0,0
2729,4,0.97,0,1.9,0,0,0
2730,0,0,0,0,0,0,0
2731,0,0,0,0,0,0,0
2732,0,0,0,0,0,0,0
2733,0,0,0,0,0,0,0
2734,0,0,0,0,0,0,0
2735,0,0,0,0,0,0,0
2736,0,0,0,0,0,0,0
2737,0,0,5,0,0,0,0
2738,43.56,0,2,3,0,0,0
2739,0,0,0,0,0,0,0
2740,0,0,0,0,0,0,0
2741,0,0,0,0,0,0,0
2742,0,0,0,0,0,0,0
2743,0,0,0,0,0,0,0
2744,0,0,0,0,0,0,0
2745,0,0,0,0,0,0,0
2746,1.44,0,76,0,1,0,0
2747,1,0,0,0,0,0,0
2748,0,0,0,0,0,0,0
2749,9,4,3,6.83,0,0,1
2750,0,0,0,0,0,0,0
2751,4,0,0,2,0,0,0
2752,50.53,87.29,12.18,266.2,1,5.03,0.92
2753,0,0,0,0,0,0,0
2754,0,0,0,0,0,0,0
2755,0,0,0,0,0,0,0
2756,0,0,0,0,0,0,0
2757,0,0,0,0,0,0,0
2758,0,0,0,0,0,0,0
2759,0,0,0,0,0,0,0
2760,0,0,0,0,0,0,0
2761,0,0,0,0,0,0,0
2762,0,0,0,0,0,0,0
2763,0,0,0,0,0,0,0
2764,0,0,0,0,0,0,0
2765,0,0,0,0,0,0,0
2766,0,0,0,0,0,0,0
2767,0,0,0,0,0,0,0
2768,1,1,0,7.21,0,4.98,0
2769,0,0,0,16,0,12,0
2770,0,0,0,0,0,0,0
2771,0,0,0,0,0,0,0
2772,0,0,0,0,0,0,0
2773,16.69,0,0,66.12,1,73.97,0
2774,0,0,0,0,0,0,0
2775,0,0,0,0,0,0,0
2776,0,0,0,0,0,45,0
2777,0,0,0,0,0,0,0
2778,0,0,0,0,0,0,0
2779,0,0,0,0,0,0,0
2780,0,0,0,0,0,0,0
2781,0,0,0,0,0,0,0
2782,0,0,0,0,0,0,0
2783,0,0,0,0,0,0,0
2784,0,0,0,0,0,0,0
2785,0,0,0,0,0,0,0
2786,0,0,0,0,0,0,0
2787,0,0,0,0,0,0,0
2788,0,0,0,0,0,0,0
2789,0,0,0,0,0,0,0
2790,0,0,0,0,0,0,0
2791,0,0,0,0,0,0,0
2792,0,0,0,0,0,0,0
2793,0,4.04,0,4.01,0,0.94,0
2794,0,0,0,0,0,0,0
2795,0,0,0,0,0,0,0
2796,8.14,5,0,9.02,0,2,0
2797,4.87,0,0,70,0,82.01,0
2798,0,0,0,0.47,0,0,0
2799,14,16,0,27,0,37,0
2800,0,1.77,0,6.21,0,0,0
2801,0,0,0,3,0,0,0
2802,0,0,0,0,0,0,0
2803,0,0,0,0,0,0,0
2804,0,0,0,0,0,0,0
2805,0,0,0,0,0,0,0
2806,1,1,4,0,0,0,0
2807,7,0,0,0,0,0,0
2808,0,0,1,8.16,0,0,0
2809,0,0.92,0,4.32,0.97,0,0
2810,0,0,0,0,0,0,0
2811,0,0,0,0,0,0,0
2812,0,0,0,0,0,0,0
2813,0,0,0,7.53,0,0,0
2814,4,1.01,0,156.35,0,3,0
2815,0,0,0,0,0,47,0
2816,0,11,55,87,0,9.04,0
2817,16,4,84,25,0,0,0
2818,0,0,0,0,0,0,0
2819,0,0,0,0,0,0,0
2820,0,0,0,2.99,0,0,0
2821,0,0,0,0,0,0,0
2822,0,0,0,0,0,0,0
2823,25.5,2.24,0,41.06,2.84,2.08,0
2824,1,2,0,27,0,5,0
2825,0,0,0,0,0,0,0
2826,0,0,0,0,0,0,0
2827,0,1.01,0,0,0,0,0
2828,2.88,1,0,15.36,0,0,0
2829,3,0,0,0,0,57.24,0
2830,0,0,0,0,0,0,0
2831,0,0,0,0,0,0,0
2832,0,0,0,83,58,0,1
2833,0,0,0,2,0,2,0
2834,7.14,1,3.03,78.54,0,8.69,0
2835,0,0,0,0,0,0,0
2836,0,0,0,0,0,0,0
2837,0,0,4.47,0,1,0,0
2838,0,0,0,0,0,0,0
2839,0,0,0,0,0,0,0
2840,0,0,0,0,0,0,0
2841,0,0,0,0,0,0,0
2842,0,0,0,0,0,0,0
2843,1.03,0,0,15.54,0.63,1,0
2844,0,0,0,0,0.01,0,0
2845,0,0,0,0,0,0,0
2846,20.48,3.48,17.86,50.39,1.97,11.17,0
2847,0,0,0,0,0,0,0
2848,0,0,0,0,0,0,0
2849,0,0,0,0,0,0,0
2850,0,0,0,0,0,0,0
2851,3.35,1,0,193.22,0,0,0
2852,0,0,0,0,0,0,0
2853,0,0,0,0,0,0,0
2854,0,0,0,49.52,0,68,0
2855,0,0,0,0,0,0,0
2856,0,0,0,0,0,0,0
2857,0,0,0,0,0,0,0
2858,0,0,0,0,0,0,0
2859,12,4,0,33,27.05,237.16,0
2860,0,0,0,0,0,0,0
2861,0,0,0,0,0,0,0
2862,2,0,0,1,0,0,0
2863,29.62,0,0,12.79,0.43,0,0
2864,0,1,0,50,0,0,0
2865,0,0,0,0,0,0,0
2866,0,0,0,0,0,0,0
2867,0,5,2,1,0,2,0
2868,0,0,0,0,0,0,0
2869,0,0,0,0,0,0,0
2870,0,0,0,0,0,0,0
2871,0,0,0,0,0,0,0
2872,0,0,0,0,0,0,0
2873,0,0,0,0,0,0,0
2874,0,0,0,0,0,0,0
2875,0,0,0,0,0,0,0
2876,0,0,0,0,0,0,0
2877,0,0,0,0,0,0,0
2878,0,1,0,0,0,1,0
2879,0,0,0,0,0,0,0
2880,0,0,0,0,0,0,0
2881,0,0,0,0,0,0,0
2882,1.01,1,0,7.27,0,0.72,0
2883,0,0,0,0,0,0,0
2884,0,0,0,0,0,0,0
2885,0,0,0,0,0,0,0
2886,0,0,0,0,0,0,0
2887,0,0,0,0,0,0,0
2888,0,0,0,0,0,0,0
2889,0,0,0,0,0,0,0
2890,0,0,0,0,0,0,0
2891,0,0,0,0,0,0,0
2892,0,1,0,0,0,0,0
2893,0,0,0,0,0,0,0
2894,0,0,0,0,0,0,0
2895,642.6,268.01,57.02,656.99,187.86,634.22,0
2896,0,0,0,0,0,0,0
2897,0,0,0,0,0,0,0
2898,0,0,0,0,0,0,0
2899,2,3,0,3,0,1,0
2900,1,2,3.82,186.31,15,1,0
2901,0,0,0,8,0,0,0
2902,0,0,0,0,0,0,0
2903,0,0,0,0,0,0,0
2904,0,0,0,0,0,0,0
2905,0,0,0,0,0,0,0
2906,0,0,0,0,0,0,0
2907,0,0,0,0,0,0,0
2908,1,0,3,4,0,0,0
2909,2,2,1,92.1,0,1,0
2910,0,0,0,0,0,0,0
2911,0,0,0,0,0,0,0
2912,0,0,0,0,0,1,0
2913,0,0,0,0,0,0,0
2914,0,0,0,0,0,0,0
2915,0,0,0,0,0,0,0
2916,8,6.53,3.58,58.48,0,72,0
2917,0,0,0,1,0,0,0
2918,2,0,1,6,0,15,0
2919,0,0,0,0,0,0,0
2920,0,0,0,0,0,0,0
2921,0,0,1,32.49,0,0,0
2922,0,0,0,0,0,0,0
