gene_id,235-1_P_273,235-1_M_265,235-1_N_257,235-1_T_281,235_P_225,235_M_217,235_N_209,235_T_233
5708,0,0,5.04,1.14,0,0,1.24,0
5709,0,0,0,0,0,0,0,0
5710,0,0,0,0,0,0,0,0
5711,0,0,0,0,0,0,0,0
5712,0,0,0,0,0,0,0,0
5713,32.6,0,2.37,11.67,8.12,15.09,0,0
5714,11.15,12.34,0.39,9.01,7.24,0,0,1.58
5715,0,0,0,0,0,0,0,0
5716,0,0,0,0,0,0,0,0
5717,0,0,0,0,0,0,0,0
5718,0.98,0,1.33,0.81,23.71,0,1.69,3.54
5719,0,0,0,0,0,0,0,0
5720,17.15,37.24,9.36,25.21,6.32,23.16,6.26,29.2
5721,0,0,0,0,0,0,0,0
5722,0,0,1.2,0,0,0,0,0
5723,0,0,0,0,0,0.83,0,0
5724,0.23,0.13,0.45,0.17,0,0.32,0,1.06
5725,0,0,0,0,0,0,0,0
5726,0,0,0,0,0,0,0,0
5727,0,0,0,0,0,0,0.71,0
5728,0,0,0,0,0,0,0,0
5729,0,0,0,0,0,0,0,0
5730,0,0,0,0,0,0,0.71,0
5731,0,0,0,0,0,0,0,0
5732,0,0,0,0,0,0,0,0
5733,0,0,0,0,0,0,0,0
5734,0,0,0,0,0,0,0,0
5735,0,0,0,0,0,0,0,0
5736,0,0,0,0,0,0,0,0
5737,0,0,0,0,0,0,0,0
5738,0,0,0,0,0,0,0,0
5739,0,0,0,0,0,0,0,0
5740,0,0,0,0,0,0,0,0
5741,0,0,0.61,0,0,0,0,0.41
5742,0,0,0,0,0,0,0,0
5743,0,0,0,0,0,0,0,0
5744,0,0,0,0,0,0,0,0
5745,0,0,0,0,0,0,0,0
5746,0,0,0,0,0,0,0,0
5747,0,0,0,0,0,0,0,0
5748,0,0,0,0,0,0,0,0
5749,0,0,0,0,0,0,0,0
5750,64.74,40.46,1.73,0.46,19.91,19.66,13.03,0.61
5751,0,0,0,0,0,0,0,0
5752,0,0,0,0,0,0,0,0
5753,0,0,0,0,0,0,0,0
5754,0,0,0,0,0,0,0,0
5755,0,0,0.49,0,0.28,0,0,0
5756,0,0,0,0,0,0,0,0
5757,0,0,0,0,0,0,0,0
5758,0,0,0,0,0,0,0,0
5759,0,0,0,0,0,0,0,0
5760,0,0,0,0,0,0,0,0
5761,0,0,0,0,0,0,0,0
5762,0,0,0,0,0,0,0,0
5763,0,0,0,0,0,0,0,0
5764,0,0,0,0,0,0,0,0
5765,0,0,0,0,0,0,0,0
5766,0,0,0,0,0,0,0,0
5767,0,0,0,0,0,0,0,0
5768,0,0,0,0,0,0,0,0
5769,0,0,0,0,0,0,0,0
5770,0,0,0,0,0,0,0,0
5771,0,0,0,0,0,0,0,0
5772,0,0,0,0,0,0,0,0
5773,0,0,0,0,0,0,0,0
5774,0,0,0,0,0,0,0,0
5775,0,0,0,0,0,0,0,0
5776,0,0,0,0,0,0,0,0
5777,0,0,0,0,0,0,0,0
5778,0,0,0,0,0,0,0,0
5779,0,0,0,0,0,0,0,0
5780,0,0,0,0,0,0,0,0
5781,0,0,0,0,0,0,0,0
5782,0,0,0,0,0,0,0,0
5783,0,0,0,0,0,0,0,0
5784,0,0,0,0,0,0,0,0
5785,0,0,0,0,0,0,0,0
5786,0,0,0,0,0,0,0,0
5787,0,0,0,0,0,0,0,0
5788,0,0,0,0,0,0,0,0
5789,0,0,0,0,0,0,0,0
5790,0,0,0,0,0,0,0,0
5791,0,0,0,0,0,0,0,0
5792,0,0,0,0,0,0,0,0
5793,0,0,0,0,0,0,0,0
5794,0,0,0,0,0,0,0,0
5795,0,0,0,0,0,0,0,0
5796,0,0,0,0,0,0,0,0
5797,0,0,0,0,0,0,0,0
5798,0,0,0,0,0,0,0,0
5799,0,0,0,0,0,0,0,0
5800,0,0,0,0,0,0,0,0
5801,0,0,0,0,0,0,0,0
5802,0,0,0,0,0,0,0,0
5803,0,0,0,0,0,0,0,0
5804,0,0,0,0,0,0,0,0
5805,0,0,0,0,0,0,0,0
5806,0,0,0,0,0,0,0,0
5807,0,0,0,0,0,0,0,0
5808,0,0,0,0,0,0,0,0
5809,0,0,0,0,0,0,0,0
5810,0,0,0,0,0,0,0,0
5811,0,0,0,0,0,0,0,0
5812,0,0,0,0,0,0,0,0
5813,0,0,0,0,0,0,0,0
5814,0,0,0,0,0,0,0,0
5815,0,0,0,0,0,0,0,0
5816,0,0,0,0,0,0,0,0
5817,0,0,0,0,0,0,0,0
5818,0,0,0,0,0,0,0,0
5819,0,0,0,0,0,0,0,0
5820,0,0,0,0,0,0,0,0
5821,0,0,0,0,0,0,0,0
5822,0,0,0,0,0,0,0,0
5823,0,0,0,0,0,0,0,0
5824,0,0,0,0,0,0,0,0
5825,0,0,0,0,0,0,0,0
5826,0,0,0,0,0,0,0,0
5827,0,0,0,0,0,0,0,0
5828,0,0,0,0,0,0,0,0
5829,0,0,0,0,0,0,0,0
5830,0,0,0,0,0,0,0,0
5831,0,0,0,0,0,0,0,0
5832,0,0,0,0,0,0,0,0
5833,0,0,0,0,0,0,0,0
5834,0,0,0,0,0,0,0,0
5835,0,0,0,0,0,0,0,0
5836,0.85,0,0.1,0.38,0,0.12,0,0
5837,0,0,0,0,0,0,0,0
5838,0,0,0.13,0,0,0,0,0
5839,0,0.75,0.8,0.62,4.3,5.14,0,0.5
5840,11.3,43.97,12.79,142.28,15.07,76.8,33.72,26.84
5841,15.05,3.97,6.06,19.25,2.23,12.01,2.58,6.93
5842,0,0,0,0,0,0,0,0
5843,0,0,0,0.2,0,0,0,0
5844,43.49,5.69,13.71,61.17,39.92,18.63,16.05,47.23
5845,7.13,5.55,0.84,15.79,0.38,0,4.98,4.24
5846,1.9,5.46,0.18,11.32,0.53,0.36,0,2.3
5847,53.62,33.81,0.85,16.55,12.16,3.56,0,8.28
5848,0,0,0,1.66,0,0,0,0
5849,0,0,0,0,0,0,0,0
5850,2.57,13.4,7.66,36.19,4.8,2.01,6.92,34.36
5851,0,0,0,0,0,0,0,0
5852,20.98,16.94,7.41,105.07,14.25,43.98,37.84,16.83
5853,0,0,0.84,64.17,8.39,0,0,156.34
5854,3.84,4.19,1.57,4.36,2.59,2.86,15.93,14.8
5855,0,0,0,26,1.17,0,0,17.12
5856,0,0,0,0,0,0,0,0
5857,0,0,0,0,0,0,0,0
5858,0,0,0,0,0,0,0,0
5859,0.81,7.12,9.67,4.96,2.23,6.45,0,35.87
5860,9.17,77.98,1.74,19.27,0.34,14.08,0,49.22
5861,0,0,11.46,0,0,0,0,0
5862,0,0,1.87,0,0,0,0,0
5863,7.3,14.58,2.68,3.19,1.54,0.49,2.21,0.29
5864,0,0,0,27.38,0,151.1,0,0
5865,0,25.42,0.07,0.87,1.29,0,0,0
5866,0,0.52,0,0,0.1,0,0.67,0
5867,0,0,2.09,0,0,0,0,0
5868,0,0,9.11,0,0,0,0,0
5869,0,0,0,0.21,0.15,7.96,0,0
5870,0,0.96,1.17,1.03,1.39,2.99,0.98,0
5871,0,0,0,0,0,0,0,0
5872,0,0,0.01,0.07,0.27,0.52,0,0.14
5873,4.75,5.05,0,5.35,2.05,2.89,5.52,4.67
5874,6.82,2.04,2.85,2.82,0,21.32,3.1,0
5875,0,0,0,0,0,0,0,0
5876,0,0,0,0,0,0,0,0
5877,0,0,0,0,0,0,0,0
5878,0,10.88,3.52,3.06,0,0,0,0
5879,50.17,0,0.73,10.88,21.55,22.78,4.8,33.11
5880,0,2.35,3.79,6.53,2.38,0,0,7.52
5881,42.33,15.42,3.11,19.23,13.4,1.31,4.93,9.33
5882,87.76,35.1,10.44,69.05,52.38,50.96,18.38,46.31
5883,0,0,0,0,0,0,0,0
5884,0,0,5.51,0,0,0,0,0
5885,0,0,0,1.52,5.89,0.56,0,2.12
5886,3.11,20.03,0.46,5.48,0.87,0,0,0.97
5887,949.54,516.94,359.32,575.37,652.78,11783.02,2917.23,1704.88
5888,722.97,0,117.66,230.31,0,0,1689.45,0
5889,2.19,3.45,0.6,28.67,3.24,10.29,21.61,3.2
5890,10.82,21.1,0,0.59,16.04,17.12,0,0
5891,0,0,0,0,0,0,0,0
5892,0,14.11,1.03,0.42,16.68,12.74,0.99,0
5893,0,0,0,0,0,0,0,0
5894,23.66,15.62,0,28.79,6.18,9.59,13.03,23.49
5895,0,0,0,0,0,0,7.95,0
5896,0.83,9.18,1.53,6.85,7.58,0.92,0.16,2.2
5897,6.92,2.66,1.46,8.23,1.25,6.88,0.9,2.93
5898,45.2,5.56,0,21.77,19.55,3.51,0,7.16
5899,49.15,25.27,35.31,65.88,86.02,56.86,27.79,53.69
5900,3.58,3.82,4.6,4.51,11.66,6.46,6.18,16.48
5901,0,0,0,0,0,0,0.05,0.04
5902,0.11,0,0,0.08,0.29,0.87,4.11,0.9
5903,0,0,0,0,0,0,0,0
5904,0,0,0,0,0,0,0,0
5905,0,0,0,0,0,0,0,0
5906,0,0,0,0,0,0,0,0
5907,0,0,0.05,0,0,0,0,0
5908,0,0,0,0,0,0,0,0
5909,0.7,0,1.22,0.49,1.22,4.47,5.14,5.13
5910,0,0,0,0,1.26,0,0,0
5911,0,0,0.29,0,0,0.31,0.41,0
5912,0,0,0,0,0,3.72,0,0
5913,0,0.83,0,0,0,0,0,0
5914,0.66,0,0,0,0.43,0,0,0.15
5915,0,0,0.21,0,0,0.61,0.31,0.56
5916,0,0,0,0,0,0,0,0
5917,0,1.09,0,0,0,0,0,0
5918,0,0,0,0,0,0,0,0
5919,0,0,0,0,0.48,0,0,0
5920,0,0,0,0,0,0,0,0
5921,0,0,0,0,0,0,0,0
5922,0,0,0,0,0,0,0,0
5923,0,0,0,0,0,0,0,0
5924,0,0,0,0,0,0,0,0
5925,0,0,0,0,0,0,0,0
5926,0,0,0,0,0,0,0,0
5927,54.07,19.1,0.46,46.88,45.68,22.46,35.54,24.47
5928,0,0,0,0,0,0,0,0
5929,0,0,0,0,0,0,0,0
5930,153.34,275.41,235.02,172.26,119.76,211.36,19.66,101.39
5931,0,0,0,0,0,0,0,0
5932,0,0,0,0,0,0,0,0
5933,4.56,0,0,0,2.98,0,0,6.58
5934,0.27,0,0,0,0,0,0,0
5935,0,0,0,0,0,0,0,0
5936,0,0,0,0,0,0,0,0
5937,0,0,0.09,0,0.15,0,0,0
5938,0,0,0,0,0,0,0,0
5939,0,0,0,0,0,0,0,0
5940,0,0,0,0,0,0,0,0
5941,0,0,0,0,0,0,0,0
5942,0,0,0,0,0,0,0,0
5943,0,0,0,0,0,0,0,0
5944,0,0,0,0,0,0.82,0,0
5945,0,0.48,0,7.52,0.19,0,0,3.12
5946,0,0,0,6.22,0.45,0,1.13,38.24
5947,0,0,0,0,0,0,1.3,0
5948,0,0,0,0,0,0,0,0
5949,0,0,0,0,0,0,0,0
5950,0,0,0,0,0,0,0,0
5951,0,0,0,0,0,0,0,0
5952,4.67,6.86,0,21.29,0.37,0,0,2.74
5953,0,0,0,0.46,0,0,0,1.29
5954,0,0,0,0,0,0,0,0
5955,0,2.38,0,0,0.59,0,0,0
5956,13.51,17.54,5.75,20.03,17.15,39.63,14.33,29.5
5957,0,0,0,0,0,0,0,0
5958,0,0,0,0,0,0,0,0
5959,0,0,0,0,0,0,0,0
5960,0,0,0,0,0,0,0,0
5961,0,0,0,1.26,0,0,0,0
5962,0,0,0,0,0,0,0,0
5963,0.87,4.32,2.59,17.54,0,15.45,5.83,33.54
5964,0,0,0,0,0,0,0,460.14
5965,4.09,2.39,0.62,0.14,0.52,7.41,0,1.95
5966,0,0,0.09,0,0,0,0,0.36
5967,0,0,0,0,0,0,0,0.88
5968,0,0,0,0,0,0,0,0
5969,0,0,0,0,0,0,0,0
5970,0,0,0,0,0,0,0,0
5971,0,0,0,0,0,0,0,0
5972,0,0,6.05,0,0,10.09,0,0
5973,0,0,0,0,138.43,20.32,0,39.03
5974,16.33,17.35,1.64,17.5,12.86,17.88,8.42,23.32
5975,26.04,41,4.54,12.14,3.77,6.69,5.2,12.85
5976,0,0,8.46,0,0.51,0,1.25,2.63
5977,0,0,0,0,0,0,0,0
5978,0,0,0,0,0,0,0,0
5979,1.39,0,0.9,5.22,0.21,4.54,0,3.33
5980,60.07,0,21.06,37.36,57.12,43.25,7.47,52.42
5981,0,0,0,0,0,0,0,0
5982,0,0,0,0,0,0,0,0
5983,0,0,0,0,0,0,0,0
5984,0,0,0,0,0,0,0,0
5985,0,0,0,0,0,0,0,0
5986,0,0,0,0,0,0,0,0
5987,0,0,0,0,0,0,0,0
5988,8.81,21.94,3.44,50.96,28.04,26.9,11.42,36.23
5989,0,0.61,0,9.06,1.42,8.2,0,0.53
5990,48.95,76.45,9.48,69.9,22.79,49.75,7.9,25.88
5991,13.6,2.35,1.71,2.12,3,22.71,9.35,3.84
5992,0,0,0,0,0,0,0,0
5993,2.98,1.27,1.49,9.61,3.56,1.66,0,0.38
5994,0,0,0,0,0,0,0,0
5995,0,0,0,0,0,0,0,0
5996,0,0,0,0,0,0,0,0
5997,0,0,0,0,0,0,0,0
5998,0,0,0,0,0,0,0,0
5999,0.7,4.59,9.23,9.78,1.35,7.31,18.78,2.05
6000,0,0,0,0,0,0,0,0
6001,0,0,0,0,0,0,0,0
6002,0,0,0,0,0,0,0,0
6003,0,0,0,0,0,0,0,0
6004,0,0,0,0,0,1.49,0,0
6005,0,0,0,0,0,0,0,0
6006,4.25,3.58,4.35,14.49,4.77,23.21,2.08,2.25
6007,0,0,0,0,0,0,0,0
6008,0,0,0,0,0,0,0,0
6009,0.51,0,0.28,1.1,1.3,0.44,0.49,0.83
6010,0,0,0,0,0,0,0,0
6011,0,0,0,0,0,0,0,0
6012,93.04,0,0,0,0,0,0,0
6013,0,0,0,0,0,0,0,0
6014,0,0,0,0,0,0,0,0
6015,0,0,0,0,0,0,0,0
6016,0,0,1.77,0,0,0,0,0
6017,0,0,0,0,0,0,0,0
6018,0,0,0,0,0,0,0,0
6019,0,0,0,0,0,0,0,0
6020,0,0,0,0,0,0,0,0
6021,0,0,0,0,0,0,0,0
6022,0,0,0,0,0,0,0,0
6023,0,0,0,0,0,0,0,0
6024,0,0,0,0,0,0,0,0
6025,0,0,0,0,0,0,0,0
6026,0,0,0,0,0,0,0,0
6027,0,0,0,0,0,0,0,0
6028,0,0,0,0,0,0,0,3.57
6029,0,0,0,0,0,0,0,0
6030,0,0,0,0,0,0,0,0
6031,0,0,0,0,0,0,0,0
6032,0,0,0,0,0,0,0,0
6033,0,0,0,0,0,0,0,0
6034,0,0,0,0,0,0,0,0
6035,0,1.37,0,1.95,0,0,0.89,0
6036,0,0,0,0,0,0,0,0
6037,0,0,0,0,0,0,0,0
6038,0,0,0,0,0,0,0,0
6039,0,0,0,0,0,0,0,0
6040,0,0,0,0,0,0,0,0
6041,0,0,0,0,0,0,0,0
6042,0,0,0,0,0,0,0,0
6043,0,0,0,0,0,0,0,0
6044,0,0,0,0,0,0,0,0
6045,0,0,0,0,0,0,0,0
6046,0,0,0,0,0,0,0,0
6047,0,0,0,0,0.57,0,0,0
6048,0,0,0,0,0,0,0,0
6049,0,0,0,0,0.85,0,0,0
6050,0,0,0.42,0,0,0,0.59,0
6051,0,0,0,0,0,0,0,0
6052,0,0,0,0,0,0,0,0
6053,0,0,0,0,0,0,0,0
6054,0,0,0,0,0,0,0,0
6055,0.81,23.21,0.76,4.27,6.45,2.51,2.35,8.95
6056,6.47,2.18,1.57,19.45,4.77,18.34,4.51,12.48
6057,0,1.03,0,2.8,0.54,0,0,0
6058,0,0,0,0,0,0,0,0
6059,23.98,47.74,10.2,41.14,119.4,136.58,65.71,26.99
6060,0,0,0.41,0,0,6.12,0,0
6061,0,0,0,0,0,0,0,0
6062,0,0,0,0,0,0,0,0
6063,0,0,0,0,0,0,14.86,0
6064,0,0,0,0,0,0,0,0
6065,0,0,0,0,0,0,0,0
6066,0,0,0,0,0,0,0,0
6067,0,0,0,0,0,0,0,0
6068,0,0,0,0,0,0,0,0
6069,0,0,0,0,0,0,0,0
6070,0,0,0,0,0,0,0,0
6071,0,0,0,0,0,0,0,0
6072,0,0,0,0,0,0,0,0
6073,0,0,0,0,0,0,0,0
6074,0,0,0,0,0,0,0,0
6075,0,0,0,0,0,0,0,0
6076,0,0,0,0,0,0,0,0
6077,0,0,0,0,0,0,0,0
6078,0,0,0,0,0,0,0,0
6079,0,0,0,6.58,0,0,0,0
6080,8.15,20.92,0.28,46.2,10.91,23.18,116.07,25.22
6081,1.38,0,0.12,0.72,0.23,0.47,0,0.93
6082,0,0,0,0,0,0,0,0
6083,0,0,0,0,0,0,0,0
6084,0,6.54,0,4.27,2.32,4.56,0,6.83
6085,0,0,0,1.64,0,0,0,0
6086,3.57,2.61,1.18,25.38,0.24,0.66,0.51,20.37
6087,0.86,0.71,0,0.8,0,0,0,0
6088,1.17,0,0.16,0,0,0,0,0
6089,12.83,5.42,7.3,7.15,4.41,9.4,2.34,13.7
6090,39.45,27.62,3.16,80.23,22.6,15.35,73.37,135.01
6091,23.72,27.53,3.25,51.03,9.21,32.7,11.95,122.43
6092,0.78,6.31,10.28,44,6.68,0.87,9.79,9.17
6093,0.78,14.15,1.18,6.52,1.2,61.76,1.6,6.78
6094,7.99,8.09,2.13,6.39,3.42,2.22,0,16.52
6095,129.66,215.06,60.57,116.91,298.85,241.63,140.02,128.01
6096,0,0,0.04,3.2,0,0,0,1.09
6097,5.02,2.24,0.2,7.8,0.84,11.21,0,3.69
6098,8.08,13.72,6.96,25.71,7.64,39.26,29.77,32.58
6099,0,0,0,0,0,18.2,0,0
6100,0,0,0,0,0,0,0,0
6101,0,0,0,0,0,0,0,0
6102,0,0,0,0,0,0,0,0
6103,0,0,0,0,0,0,0,0
6104,0,0,0,0,0,0,0,0
6105,0,0,0,0,0,0,0,0
6106,0,0,0,0,0,0,0,0
6107,0,0.31,1.26,11.39,15.22,2.2,0,0.45
6108,0,0,0,0,0,0,1.03,0
6109,0,0,0,0,0.86,0,0,3.18
6110,0,0,0,0,0,0,0,0
6111,0,0,0,0,0.23,0,0,0
6112,0,0,0,0,0,0,0,0
6113,0,0,0,0,0,0.42,0,0
6114,0,0,0,0.52,0.18,6.39,2.27,0
6115,0,0,0,0,0,0,0,0
6116,1.53,9.4,0.72,0.91,3.65,4.74,0.18,2.03
6117,0.36,6.88,5.42,4.51,4.45,52.7,158.32,3.34
6118,0,0,0,0,0,0,0,0
6119,2.39,6.13,0,0,1.9,0,0,0
6120,0,0,0,0,0,0,0,0
6121,0,0,0,0,0,0,0,0
6122,0,0,0,0,0,0,0,0
6123,0,0,0,0,0,0,0,0
6124,0,0,0,0,0,0,0,0
6125,0,0,0,0,0,0,0,0
6126,0,0,0,0,0,0,0,0
6127,0,0,0,0,0,0,0,0
6128,0,0,0,0.58,0.44,2.26,0.84,1.38
6129,0,0,0,0,0,0,0,0
6130,0,0,0,0,0,0,0,0
6131,0,0,0,0,0,0,0,0
6132,54.32,68.35,10.12,39.78,20.16,41.48,33.64,38.48
6133,0,0,0,0,0,0,0,0
6134,2.32,0,0.5,0.48,0.14,6.56,0.61,2.86
6135,0,0,0,0,0,0,0,0
6136,3.23,16.2,1.34,12.32,3.51,2.68,4.49,7.58
6137,0,0,0,0,0,0,0,0
6138,0,0,0.62,0.75,0,0.63,0,0
6139,0,0,0,0,0,0,0,0
6140,2.37,7.16,1.86,13.17,1,12.18,1.46,4.32
6141,0,0,0,0,16.97,0,0,0
6142,62.86,324.28,22.49,56.61,36.68,86.14,21.3,23.51
6143,0,0,71.96,0,0,0,0,0
6144,2837.32,2249.22,3482.23,1362.5,0,0,0,913.42
6145,0,0,0,0.44,0,0,0,0.83
6146,0,0,0,0,0,0,0,0
6147,2.89,26.81,4.87,23.21,8.64,10.41,7.96,19.98
6148,0,0,0,0,0,0,0,0
6149,0,0,0,0,0,0,0,0
6150,26.69,5.64,0.47,3.98,0.97,12.7,16.12,7.07
6151,0,0,0,0,0,0,0,0
6152,0,0,1.03,0,0,0,2.96,0
6153,0,0,0,0,0,0,0,0
6154,3.16,2.66,2.6,7.46,4.26,6.17,21.84,6.31
6155,0,0,0,0,0,0,0,0
6156,0,0,0,0,0,0,0,0
6157,0,0,0,0,0.83,0,0,0
6158,0.25,0.34,1.45,3.19,2.81,0,0,0
6159,0,0,0,0,0,0,0,0
6160,0,0,0,0,0,0,0,0
6161,2.04,9.49,2.53,13.73,30.77,11.12,7.5,10.84
6162,3.61,17.5,0.3,20.21,4.73,20.35,0.42,3.7
6163,0,0,0,18.42,0,0,151.82,0
6164,0,0,0,0,0,0,0,0
6165,0,0,2.81,2.99,0,0,10.71,3.78
6166,4.38,1.81,2.33,3.08,4.23,11.17,0,6.76
6167,0,0,0,0,0,0,0,0
6168,0,0,0,0,0,0,0,0
6169,0,0,0,0,0,0,0,0
6170,2.65,0.65,0.23,2.23,4.31,1.49,2.66,1.03
6171,0,0,0,0,0,0,0,0
6172,19.94,18.72,19.3,1.63,16.21,55.93,31.76,3.71
6173,2.82,0.16,6.94,1.32,3.95,0,0.6,1.75
6174,2.21,5.93,3.56,26.04,17.93,13.85,15.37,27.46
6175,0,0,0,0,0,0,0,0
6176,6.7,6.26,4.55,19.68,8.61,10.41,17.68,8.97
6177,0,0,0,0,0,0,0,0
6178,0,0,0,0,0,0,0,4.6
6179,0,0,0,0,0,0,0,0
6180,0,0,0,0,0,0,0,0
6181,0,0,0,0,0,0,0,0
6182,0,0,0,0,0,0,0,0
6183,0,0,0,0,0,0,0,0
6184,0,0,0,0,0,0,0,0
6185,0,0,0,0,0,0,0.51,0
6186,2.56,15.69,15.39,12.03,8.42,12.87,36.34,11.51
6187,6179.05,13894.22,407.73,673.03,8744.64,23622.91,3585.55,7902.88
6188,0,0,0,0,0,0,0,0
6189,0,0,0,0,0,0,0,0
6190,3.01,0.51,8.57,2.13,12.87,8.32,13.73,9.23
6191,1.76,2.85,6.52,0,0,14.76,8.12,0
6192,0,0,0,0,0,0,0,0
6193,0,0,0,0,0,0,0,0
6194,9.36,10.37,4.44,9.85,5.59,10.19,5.85,7.34
6195,88.5,365.03,26.15,103.12,70.46,178.77,48.38,106.97
6196,150.74,0,0,0,72.36,0,0,0
6197,1.01,1.72,0.94,1.61,3.36,1.73,3.02,2.64
6198,12.2,16.85,2.25,65.41,10.23,96.52,37.31,40.95
6199,0,5.46,3.38,41.6,10.49,0,2.76,1.83
6200,5.5,10.06,1.45,32.45,16.1,33.45,14.48,3.48
6201,0,0,0,0,0,0,0,0
6202,8.01,0.33,0.4,0,0,0,0.94,0
6203,0,0,0,0,0,0,0,0
6204,0,0,0,0,0,0,0,0
6205,0,0,0,0,0,0,0,0
6206,6.54,2.4,3.8,9.05,1.54,7.12,2.37,3.9
6207,0.53,0,0,2.17,0,0,0,1.96
6208,0,0,0,0.19,1.99,0,0,0
6209,0,0,0,0,0,0,0,0
6210,0,0,0,0,0,0,0,0
6211,3.2,2.31,0.53,2.19,1.58,1.34,0.4,0.89
6212,0,0,0,0,0,0,0,0
6213,0,0,0,0,0,0,0,0
6214,0,0,0,0,0,0,0,0
6215,0,0,0,0,0,0,0,0
6216,0,0,0,0,0,0,0,0
6217,1.34,4.94,1.63,3.99,9.05,1.08,1.12,4.33
6218,0,0,0,0,0,0,0,0
6219,0,0,0,0,0,0,0,0
6220,0,0,0,0,0,0,0,0
6221,7.23,1.31,0.4,21.25,0.82,1.56,1.74,7.8
6222,0,0,0,0,0,0,0,0
6223,18.44,30.05,8.22,59.47,13.34,28.97,9.2,51.81
6224,0,0,0,0,0,0,0,0
6225,12.57,70.42,3.51,14.29,16.95,84.96,0,6.49
6226,0,0,0,0,0,0,0,0
6227,0,1,0.52,8.1,0.54,0,0,12.21
6228,0,0,0,0,0,0,0,0
6229,0,0,0,0,0,0,0,0
6230,0,0,5.38,0.86,0.23,1.43,0,2.9
6231,0,0,0,0,0,0,0,0
6232,5.22,3.13,0.28,7.3,5.06,4.67,1.16,1.58
6233,0,0,0,0,0,0,0,0
6234,45.24,18.27,0.42,4.04,24.36,19.2,0,5.82
6235,0,0,0,0,0,0,0,0
6236,0,0,0,0,0,0,0,0
6237,0,0,0,0,0,0,0,0
6238,5.72,11.75,0.5,50.06,15.91,9.43,5.59,87.02
6239,0,0,0,0,0,0,0,0
6240,0,0,0,0,0,0,0,0
6241,1.42,0.68,1.66,2.52,1.99,1.85,3.81,3.13
6242,0,0,0,0,0,0,0,0
6243,0,0,0,0,11.77,0,0,0
6244,0,0,0,0,0,0,0,0
6245,0,0,0,0,0,0,0,0
6246,0,0,0,0,0,0,0,0
6247,4.97,0.87,0.13,1.2,1.48,3.23,0.18,0.94
6248,0,0,0,0,0,0,0,0
6249,0,0,0,0,0,0,0,0
6250,0,0,0,0,0,0,0,0
6251,0,0,0,0,0,0,0,0
6252,0,0,0,0,0,0,0,0
6253,9.94,60.97,4.98,36.04,37.35,22.1,12,16.62
6254,7.94,1.99,0.14,3.25,2.85,2.14,1.47,5.37
6255,0,0,0,0,0,0,0,0
6256,0,0,0,0,0,0,0,0
6257,0,0,0,0,0,0,0,0
6258,0,0,0,0,0,0,0,0
6259,4.95,124.65,7.36,470.17,557.58,81.1,11.31,879.79
6260,0,0,0,0,0,0,0,0
6261,0,0,0,0,0,0,0,0
6262,0,0,0,0,0,0,0,0
6263,2.3,0,1.19,0,0,0,1.31,2.16
6264,0,0,0,0,0,0,0,0
6265,325.56,367.3,6.48,69.35,99.13,360.04,10.16,193.36
6266,0,0,0,0,0,0,0,0
6267,0,0,0,0,0,0,0,0
6268,123.82,54.24,12.1,73.62,120.14,102.06,32.57,136.15
6269,29.85,8.73,3.58,32.66,29.89,18.03,9.61,29.67
6270,6.03,0.55,0.3,2.63,0.81,1.62,1.2,3.73
6271,0,0.16,0.27,4.23,0,0,0,1.58
6272,0,4.22,0.47,9.43,3.67,2.62,5.63,3.87
6273,0,0,0,0,0.81,0,0,0
6274,0,0,0,0,0,0,0,0
6275,0,0.41,0,0,0,0,0,0
6276,0,0,0,0,0,0,0,0
6277,0,0,0,0,0,0,0,0
6278,0,0.45,0,0,0,0,0,0
6279,0,1.66,0.97,5.69,0,2.99,2.61,11.76
6280,0,0,3.84,0,0,0,0,1.88
6281,0.91,2.25,2.33,13.15,2.14,18.36,6.66,2
6282,0,0,0,0,0,0,0,0
6283,0,0.87,1.12,0.39,0,0,0,1.82
6284,0,0,0,0,0,0,0,0
6285,0,0,0,0,0,0,0,0
6286,0,0,0,0,0,0,0,0
6287,0,1.3,0,0,0.46,0,0,0
6288,6.08,24.35,9.16,21.9,26.38,26.37,32.32,106.17
6289,0,0,0,0,0,0,0,0
6290,0,0,0,0,0,0,0,0
6291,0,1.34,0,6.89,5.91,12.35,1.48,1.76
6292,3.33,1.44,44.67,17.78,23.47,0,2.17,6.27
6293,0,0,0,0,0,0,0,0
6294,0,0,0,0,0,0,0,0
6295,57.55,25.77,3.82,34.26,214.39,63.29,12.82,36.92
6296,15.07,0,0,0,0,0,0,0
6297,3.65,7.22,0.25,1.08,13.16,16.06,0.34,8.81
6298,351.28,10.04,63.32,359.45,65.31,262.36,10.11,279.44
6299,10.88,15.48,5.71,11.44,8.31,4.06,6.67,13.53
6300,0,0,0,0,0,0,0,0
6301,0,0,0,0,0,0,0,0
6302,0,0,0,0,0,0,0,0
6303,4.35,59.29,5.83,10.01,22.27,1.19,3.09,2.89
6304,0,0,0,1.67,0,0,0,1.31
6305,0,0,0,0,0,0,0,0
6306,0,0,0,0,0,0,0,0
6307,0,0,0,0,0,0,0,0
6308,0,0,0,0,0,0,0,0
6309,0,0,0,0,0,0,0,0
6310,0,0,0,0,0,0,0,0
6311,0,3.11,0,1.07,0.41,0,0,4.64
6312,0,0,0,0,0,0,0,0
6313,0,0,0,0,0.22,1.07,0,2.11
