gene_id,235-1_P_273,235-1_M_265,235-1_N_257,235-1_T_281,235_P_225,235_M_217,235_N_209,235_T_233
41782,0,0,0,0,0,0,0,0
41783,0,0,0,0,0,0,0,0
41784,0.3,1.56,2.49,0.6,7.64,1.02,8.45,4.55
41785,14.87,19.12,1.6,12.38,185.52,23.45,4.54,26.96
41786,0,0,0,0,0,0,0,0
41787,0,0,0,0,0,0,0,0
41788,0,0,0,0,0,0,0,5.31
41789,25.99,1.93,0.04,0,2.04,10.09,2.01,14.99
41790,0,0,0,0,0,0,0,0
41791,0,0,0,0,0,0,0,0
41792,0,0,0,0,0,0,0,0
41793,0,0,0,0,0,0,0,0
41794,0,0,0,0,0,0,0,0
41795,0,0,0,0,0,0,0,0
41796,0,0,0,0,0,0,0,0
41797,0,0,0,0,0,0,0,0
41798,0,0,0,0,0,0,0,0
41799,0,0,0,0,0,0,0,0
41800,0,0,0,0,0,0,0,0
41801,0,0,0,0,0,0.76,0,0
41802,5.25,18.85,0.54,17.34,28.15,4.01,4.98,20.84
41803,0,0,0,0,0,0,0,0
41804,0,0,0,0,0,0,0,0
41805,1.22,0,0.11,2.15,0.93,0,6.12,2.48
41806,57.3,0,4.12,2.08,0.68,0,3.37,5.27
41807,0,0,0,3.79,1.76,7.87,0,1.73
41808,0,0,0,0,0,0,0,0
41809,83.28,78.49,25.81,26.4,60.75,20.73,34.86,25.08
41810,0,0,0,0,0,0,0,0
41811,0,2.51,9.56,3.33,8.78,13.09,1.6,1.5
41812,1.71,3.91,0.38,3.86,0.89,5.75,2.17,14.23
41813,0,0,0,0,0,0,4.38,0
41814,0,0,0,0,0,0,0,0
41815,0,0,0,0,0,0,0,0
41816,0,0,0,0,0,0,0,0
41817,0,0,0,0,0,0,0,0
41818,0.36,0.15,0.09,1.06,0.48,0.44,0,0.55
41819,0,0,0,0,0,0,0,0
41820,0,0,0,0,0,0,0,0
41821,1.23,1.24,0.67,15.09,3.01,6.4,3.42,4.41
41822,4.16,6.84,1.19,0,0,3.34,1.58,2.25
41823,0,0,0,0,0,0,0,0
41824,0.55,2.18,0.63,0.19,0,0.58,0,1.69
41825,0,0,0,0,0,0,0,0
41826,0,0,0,0,0,0,0,0
41827,0,0,0,0,0,0,0,0
41828,0,0,0,0,0,0,0,0
41829,7.11,9.73,7.99,2.93,11.98,1.34,0,23.17
41830,11.93,6.32,5.43,10.57,6.79,9.62,7.77,15.07
41831,0,0,0,0,0,0,0,0
41832,0,0,0,0,0,0,0,0
41833,11.88,17.55,6.07,36.46,12.97,14.79,18.31,12.99
41834,0.86,0.71,6.9,1.53,4.78,6,2.8,4.87
41835,0,0,0,0,0,0,0,0
41836,0,0,0,0,0,0,0,0
41837,10.4,0.63,0.76,3.65,3.34,10.43,0.8,3.07
41838,0,0,0,1.26,0,0,0,0
41839,0,0,0,0,0,0,0,0
41840,0,0.65,3.53,13.99,0,0,0,0
41841,0,0,0,16.1,0,0,0,0
41842,0.13,0.07,0,0,0,0.94,0,0.1
41843,67.13,47.75,9.44,31.53,10.12,25.76,46.63,88.46
41844,0,0,0,0,0,0,0,1.54
41845,0.74,3.17,0,0.4,0.16,0.78,1.39,0.7
41846,0,0,0,0,0,0,0,0
41847,0,0,0,0,0,0,0,0
41848,4.32,20.97,15.05,3.78,3.09,30.44,2.01,5.91
41849,0,0,0,0,0,0,0,0
41850,40.88,61.43,21.32,35.41,23.03,21.85,77.64,21.13
41851,0,0.74,0,0.58,0.47,3.21,0,0
41852,0,0,0,0,0,0,0,0
41853,0.94,1.1,7.45,2.09,0.58,0.57,1.88,0
41854,0,0,0,0,0,0,0,0
41855,0,0,0,0,0,0,0,0
41856,1.66,1.56,0,0.33,1.6,1.77,2.69,2.98
41857,0,0,0,0,7.57,0,0,4.45
41858,3.67,5.31,1.19,9.93,184.57,13.14,5.14,7.48
41859,0,0,0,0,0,0,0,0
41860,0,0,0,0,0,0,0,0
41861,0,0,0,0,0,0,0,0
41862,0,0,0,0,0,0,0,0
41863,0.37,7.83,3.47,1.51,22.4,9.21,2.24,28.93
41864,0,0,0,0,0,0,0,0
41865,0,0,0,0,0,0,0,0
41866,0,0,0,0,0,0,0,0
41867,0,0,0,0,0,0,0,0
41868,0.53,7.19,1.56,19.26,4.97,5,0,2.14
41869,0,0,0,0,0,0,0,0
41870,0,0,0,0,0,0,0,0
41871,32.9,20.39,1.42,9.8,2.99,9.54,5.68,0
41872,1.15,0.33,0,2.12,0.63,5.13,1.03,4.77
41873,26.58,12.9,31.35,33.72,11.91,11.39,3.32,21.97
41874,0,0,0,0,0,0,0,0
41875,0,0,0,0,0,0,0,0
41876,1.44,3.41,0,4.23,3.09,3.66,0.99,4.95
41877,0,0,0,0,0,0,0,0
41878,0,0,0,0.58,0,0,0,0
41879,0,0,0,0,0,0,0,0
41880,3.13,9.49,2.08,13.43,7.7,13.77,4.5,6.54
41881,0,0,0.64,0.5,0,0,0,1.63
41882,0.39,0.78,0,3.02,1.11,18.39,2.03,0.55
41883,0,0,0,0,0,0,0,0
41884,0.82,0,3.69,3.27,3.39,3.22,0,5.16
41885,0,0.31,0,1.91,2.29,0.83,0.78,7.68
41886,2.46,3.43,0.93,23.09,2.02,5.3,4.61,3.99
41887,0,0,0,0,0,0,0,0
41888,1.19,27.67,31.14,37.04,15.36,6.65,0,2.19
41889,0,0,0,0,0,0,0,0
41890,0,0,0,0,0,0,0,0
41891,0,0,1.18,0,8.86,0,0,2.39
41892,11.13,16.24,24.4,20.76,8.1,27.12,20.01,15.48
41893,19.5,2.88,3.53,12.89,60.39,44.47,4.29,143.53
41894,0,0,10.8,2.11,1.89,0,0.33,0.9
41895,0,0.17,0,3.37,1.3,1.42,1.11,0
41896,0,0,0,0,0,0,0,0
41897,0,0,0,0,0.1,0,0,0.49
41898,0,0,0,0,0,0,0,0
41899,0,0,0,0,0,0,0,0
41900,0,0,0,0,0,0,0,0
41901,50.11,58.67,4.23,33.65,11.84,12.66,6.98,62.11
41902,0,0,0,0,0,0,0,0
41903,0,0,0,0,0,0,0,0
41904,0,0,0,0,0,0,0,0
41905,0,0,0,0,0,0,0,0
41906,0,0,0,0,0,0,0,0
41907,0,0,0,0,0,0,0,0
41908,0,0,0,0,0,0,0,0
41909,82.68,52.65,11.65,43.17,56.85,101.01,35.78,330.97
41910,0,0,0,0,0,0,0,0
41911,0,0,0,0,0,0,0,0
41912,2.89,0,0,0,1.63,0,0,0
41913,0.83,1.22,0.76,1.63,4.04,2.03,0.27,30.53
41914,0,0,0,0,0,0,0,0
41915,0,0,0,0,0,0,0,0
41916,33.49,4.98,3.32,47.12,32.33,1.13,20.04,17.08
41917,0,0,0,0,0,0,0,0
41918,22.23,35.63,15.54,52.3,7.5,30.39,18.14,15.73
41919,0,0,0,0,0,0,0,0
41920,0,0,0,0,0,0,0,0
41921,0.63,1.88,1.12,3.56,0.53,0.85,0.8,14.52
41922,0,1.82,0,0.26,0,0,0,0
41923,0,0,0.13,0.85,0.67,3.23,0,0.27
41924,0,0,0,0,0,0,0,0
41925,0,0.4,0.2,0,0.7,0,4.54,1.84
41926,99.5,75.45,19.37,14.88,61.84,108.71,20.36,71.3
41927,53.54,11.09,4.65,6.24,12.92,37.17,3.97,6.44
41928,8.13,3.51,3.27,24.17,10.72,17.11,4.8,2.15
41929,0,0,0,0,0,0,0,0
41930,0,0,0,0,0,0,0,0
41931,0,0,0,0,0,0,0,0
41932,30.27,29.74,8.59,65.07,35.76,88.65,12.87,67.95
41933,0,3.4,0,6.13,2.98,9.52,0,0
41934,11.6,6.2,1.1,15.78,9.99,5.09,6.06,37.81
41935,10.68,27.86,6.94,44.36,27.25,13.85,12.84,24.57
41936,0,2.21,1.32,0.42,0,0,0,3.29
41937,0,0,0,0,0,0,0,0
41938,11.06,14.86,2.54,17.99,15.62,31.42,17.89,9.6
41939,0,0,0,0,0,0,0,0
41940,0,0,0,0,0,0,0,0
41941,0,0,0,0,0,0,0,0
41942,0,0,0,0,0,0,0,0
41943,0,0,0,0,2.05,9.45,5.53,1.31
41944,0,0.4,0.18,0,0,0,0,0
41945,0,0,0,0,0,0,0,0
41946,0,0,0,0,0,0,0,0
41947,0,0,0,0,0,0,0,0
41948,0,0,0,0,0,0,0,0
41949,0,0,0,0,0,0,0,0
41950,0,0,0,0,0,0,0,0
41951,0,0,0,0,0,0,0,0
41952,868.33,1040.71,28,1249.52,622.45,1791.68,1565.36,991.48
41953,0,0,0,0,0,0,0,0
41954,0,0,0,0,0,0,0,0
41955,113.59,7.82,10.52,31.16,62.89,3.17,10.83,20.18
41956,0,0,0,0,0,0,0,0
41957,3.43,2.6,0.25,2.71,2.84,5.28,8.39,3.29
41958,0,0,0,0,0,0,0,0
41959,0,0,0,0,0,0,0,0
41960,0,0,0,0,0,0,0,0
41961,0,0,0,0,0,0,0,0
41962,0,0,0,0,0,0,0,0
41963,0,0,0,0,0,0,0,0
41964,0,0,0,0,0,0,0,0
41965,0,8.57,0,8.22,1.88,10.38,9.08,21.09
41966,0,0,0,0,0,0,0,0
41967,0,0,0,0,0,0,0,0
41968,0,0,0,0,0,0,0,0
41969,0,0,0,0,0,0,0,0
41970,2.86,2.23,3.35,4.56,14.35,1.79,1.06,3
41971,0.67,0.89,0.44,0.54,3.53,2.6,0,0.6
41972,0,0,0,0,0,0,0,0
41973,8.08,2.91,1.7,7.85,17.33,4.72,1.93,8.56
41974,21.51,35.02,11.86,73.18,66.44,31.6,9.56,134.58
41975,0,0,0,0,0,0,0,0
41976,0,0,0,0,0,0,0,0
41977,0,0,0,0,0,0,0,0
41978,0,1.91,0.11,2.53,1.39,2.74,0.84,0.66
41979,6.78,6.16,2.33,21.25,13.29,12.17,2.48,7.03
41980,98.43,108.71,32.85,192.75,48.7,106.98,15.35,124.73
41981,0,0,0,0,0,0,0,0
41982,0,0,0,0,0,0,0,0
41983,0,0,0,0,0,0,0,0
41984,0,0,0,0,0,0,0,0
41985,0,0,0,0,0,0,0,0
41986,0,0,0,0,0,0,0,0
41987,59.21,114.45,1.13,13.76,16.75,125.93,2.8,19.79
41988,7.13,48.85,0,5.83,2.11,27.43,0,0
41989,22.77,4.97,0.37,5.36,2.91,1.95,0,2.31
41990,1.96,3.53,0.86,13.19,2.35,16.54,3.05,4.96
41991,5.11,4.53,1.77,27.69,9.97,27.73,14,30.41
41992,0,0,0,0,0,0,0,0
41993,0,1.04,0,2.06,4.02,3.78,0,5.39
41994,0,0,0,0,0,0,0,0
41995,0,0,0,0,0,0,0,0
41996,0,0,0,0,0,0,0,0
41997,0,0,0,0,0,0,0,0
41998,0,0,0,0,0,0,0,0
41999,0,0,0,0,0,0,0,0
42000,3.29,5.97,3.42,10.2,6.65,16.29,7.39,8.15
42001,1.63,0,0,29.24,0.68,0,0,10.78
42002,28.6,20.07,3.66,47.55,9.38,45.16,25.66,4.6
42003,0,0,0,0,0,0,0,0
42004,5.37,7.26,7.76,11.09,7.96,9.04,9.12,8.38
42005,0,0,0.7,2.38,0,0.62,0,0
42006,0.69,1.68,5.9,3.21,6.03,12.65,0,1.84
42007,95.78,12.98,0,138.15,27.55,2.8,0,23.78
42008,0,0.39,0,3.54,0,0,1.99,3.13
42009,0.88,7.22,5.83,13.95,10.69,67.19,5.07,31.57
42010,0,0,0,0,0,0,0,0
42011,0,0,0,0,0,0,0,0
42012,0,0,0,0,0,0,0,0
42013,0,1.84,0,1.15,12.32,2.81,0,9.13
42014,0,0,0,0,0,0,0,0
42015,0,0,0,0,0,0,0,0
42016,0,0,0,0,0.08,0.26,0.61,0.07
42017,0,0,1.25,2.29,4.9,56.11,0.46,4.68
42018,1.94,0.71,1.16,1.58,1.19,1.31,5.63,0.68
42019,1.43,0.72,1.1,7.26,16.1,3.84,2.88,2.47
42020,0.42,0,1.24,0,0,0,0,0
42021,6.77,11.71,56.46,52.19,32.97,15.89,4.97,23.68
42022,0,0,0,3.5,20.13,0,0,2.16
42023,0,0,0,0,0,4.54,0,0
42024,0,0,0,3.22,0,0,0,0
42025,0,0,0,0.59,0,7.16,0,0.94
42026,0,0,0,0,0,0,0,0
42027,0,0,0,0,0,0,0,0
42028,0,0,0,0,0,0,0,0
42029,0,0,0,0,0,0,0,0
42030,0,0,0,0,0,0,0,0
42031,0,0,0,0,0,0,0,0
42032,0,0,0,0,0,0,0,0
42033,0,0,0,0,0,0,0,0
42034,0,0,0,0,0,0,0,0.28
42035,0,0,0,0,0,0,0,0
42036,0,0,0,0,0,0,0,0
42037,0,0,0,0,0,0,0,0
42038,0,0,0,0,0,0,0,0
42039,0,0,0,0,0,0,0,0
42040,0,0,0,0,0,0,0,0
42041,0,0,0,0,0,0,0,0
42042,0,0,0,0,0,0,0,121.95
42043,160.95,89.79,22.44,679.13,52.28,1013.89,246.35,444.73
42044,0,0,0,6.38,2.54,0,0,18.42
42045,0,0,0,0,0,0,0,3.83
42046,0,0,0,0,0,0,0,0
42047,0,0,0,0,0,0,0,0
42048,0,0,0,0,0,0,0,0
42049,0,0,0,84.56,0,0,0,32.17
42050,0,0,0,0,0,0,0,0
42051,0,0,0,42.05,0,0,0,0
42052,0,0,0,0,0,0,0,0
42053,0,0,0,0,0,0,0,0
42054,0,0,0,5.18,0,0,0,0
42055,0,0,0,0,0,0,0,5.52
42056,0,0,0,0,0,0,0,0
42057,0,0,0,0,0,0,0,0
42058,0,0,0,0,0,0,0,0
42059,0,0,0,12.12,0,0,0,3.89
42060,0,0,0,35.54,4.19,0,0,80.75
42061,0,0,0,0,0,0,0,0
42062,0,0,0,2.75,19.4,0,0,8.92
42063,0,0,0,0,0,0,0,0
42064,0,0,0,0,0,0,0,0
42065,0,0,0,0,0,0,0,0
42066,0,0,0,0,0,0,0,0
42067,0,0,0,0,0,0,0,0
42068,0,0,0,0,0,0,0,0
42069,0,0,0,0,0,0,0,0
42070,0,0,0,0,0,0,0,0
42071,0,0,0,82.8,0,0,0,12.08
42072,0,0,0,25.08,0,0,0,0
42073,0,0,4.14,38.2,3.22,0,6.03,13.03
42074,0,0,0,0,0,0,0,10.17
42075,0,0,0,8.55,0,0,0,9.11
42076,0,0,0,31.43,3.17,12.14,0,114.39
42077,0,0,0,0,0,0,0,0
42078,0,0,0,36.84,0,0,0,12.46
42079,0,0,0,0,0,0,0,0
42080,1.82,2.16,0,124.26,1.39,4.35,0,102.37
42081,0,0,0,330.47,0,0,0,1407.75
42082,224.35,89.52,53.44,403.72,35.7,564.98,21.92,1240.1
42083,0,0,0,0,0,0,0,0
42084,0,0,0,0,3.59,0,0,41.32
42085,29.34,97.65,8,17.03,173.39,252.87,108.26,85.36
42086,0,0,0,0,1.99,0,0,7.92
42087,0,0,0,14.08,5.56,0,0,134.02
42088,0,0,0,23.1,0,0,0,17.66
42089,0,0,0,0,0,0,0,42.47
42090,0,0,1.66,0.46,0,0,0,0
42091,0,0,0,0,0,0,0,0
42092,0,0,0,0,0,0,0,0
42093,0,0,0,0,0,0,0,0
42094,0,0,0,28.5,1.18,0,0,44.95
42095,0,0,3.23,1.29,1.04,0,6.67,5.79
42096,0,0.05,0,0,0,0,0,0
42097,0,0,0,0,0,0,0,0
42098,0,0,0,0,0,0,0,0
42099,0,0,0,0,0,0,0.27,0
42100,0,0,0,0,0,0,0,0
42101,0,0,0,0,0,0,0,0
42102,0,3.57,0.59,0,4.48,3.18,4.21,0
42103,0,0,0,0,0,0,0,0
42104,0,0,0,0,0,0,0,0
42105,0,0,0,0,0,0,0,0
42106,0,0,0,0,0,0,0,0
42107,0,0,0,0,0,0,0,0
42108,114.14,197.1,9.47,84.06,74.35,100.94,16.15,92.2
42109,0,9.77,0,0,0.31,0,1.68,1.18
42110,14.29,10.39,6.44,35.65,30.28,31.93,18.6,7.19
42111,0,0,0,0,0,0,0,0
42112,0,0,0,0,0,0,0,0
42113,14.34,7.82,1.26,27.19,5.96,19.02,3.7,53.78
42114,0,0,0,0,0,0,0,0
42115,0,0,0,5.26,0,0,0,1.4
42116,0.76,1.81,0.36,2.65,2.29,1.53,1.58,1.2
42117,0,0,0,0,0,0,0,0
42118,0,0,0,0,0,0,0,0
42119,0,0,0,0,0,0,0,0
42120,0,0,0,3.89,0,0,0,0
42121,0,0,0,1.43,0,0,0,0
42122,0,0.58,1.11,1.35,0,0,0.52,4.59
42123,0,0,0,0,0,0,0,0
42124,23.38,11.94,13.89,58.87,7.7,20.77,15.46,74.93
42125,10.07,6.21,0.84,43.08,4.3,19.13,3.1,40.83
42126,0,0,0,0,0,0,0,0
42127,0,0,0,0,0,0,0,0
42128,1.73,3.17,1.28,7.59,4.79,4.58,0.71,5.11
42129,0,0,0,0,0,0,0,0
42130,0,0,0,0,0,0,0,0
42131,0,0,0,0,0,0,0,0
42132,0,0,0,0,0.68,0,0,0
42133,0,0,0,0,0,0,0,0
42134,0,0,0,0,0.73,0,0,0
42135,0,0,0,0,0,0,0,0
42136,0,0,0,0,0,0,0,0
42137,0,0,0,0,0,0,0,0
42138,0,0,0,0,0,0,0,0
42139,0,0,0,2.22,0,0,0,0
42140,0.53,0,0,0,5.1,0,0,0
42141,1.68,0,0,0,0,0,0,0
42142,0.28,0.98,0.01,6.31,8.13,0,0,0.95
42143,0,0,1.38,0.46,1.26,0,0,0
42144,0,0,0,0.31,0,0,0,0
42145,0,0,0,0,0,0.27,0,2.76
42146,0.31,1.69,0.27,5.31,5.33,12.26,0.61,0.95
42147,1.68,0,0,0,0,0,0,0
42148,0,0,0.2,3.32,0.21,0,2.16,2.06
42149,0,0,0,0,0,0,0,0
42150,0,0,0,0,0,0,0,51.33
42151,4.62,3.1,0,0.81,2.3,4.82,0.61,0.34
42152,0,0,0,0,0,0,0,0
42153,0,0,0,0,0,0,0,0
42154,0,0,0,0,0,0,0,0
42155,0,0,0,0,0,0,0,0
42156,2.06,0.24,0.05,0,0.95,5.11,0,0.79
42157,0,0,0,0,0,0,0,0
42158,0,0,0,0,0,0,0,0
42159,0,0,0,0,0,0,0,0
42160,0,0,0,0,0,0,0,0
42161,0,0,0,0,0,0,0,0
42162,0,0,0,0,0,0,0,0
42163,0,0,0,0,0,0,0,0
42164,0,0,0,0,0,0,0,0
42165,0,0,0,0,0,0,0,0
42166,0,0,0,0,0,0,0,0
42167,0,0,0,0,0,0,0,0
42168,0,0,0,0,0,0,0,0
42169,0,0,0,0,0,0,0,0
42170,0,0,0,0,0,0,0,0
42171,0,0,0,0,11.55,0,0,0
42172,0,0,0,0,0,0,0,0
42173,0,0,0,0,0,0,0,0
42174,9.07,8.57,2.85,12.57,1.94,4.47,9.44,11.96
42175,7.82,12.76,0.35,9.62,6.06,14.53,0,6.43
42176,0,0,0,0,0,0,0,0
42177,0,0,0,0,0,0,0,0
42178,0,0,0,0,0,0,0,0
42179,0,0,0,0,0,0,0,0
42180,0,0,0,0,0,0,0,0
42181,87993.59,74967.98,7904.69,0,25290.2,91367.99,32772.19,159071.94
42182,98.28,6.12,2.91,36.03,80.25,16.68,10.13,6.12
42183,52.16,0.32,5.64,26.4,11,8.34,0,7.23
42184,5.59,3.14,0.18,2.19,3.48,1.8,3.97,6.72
42185,0.45,5.04,3.62,6.84,3.24,5.52,6.35,5.55
42186,2.39,0,0,10.75,0,0,5.35,0
42187,0.46,0,0,4.25,1.21,0,0,0.68
42188,0.78,3.47,0.76,2.36,4.8,1.31,2.1,1.67
42189,0,0,0,0,0,0,0,0
42190,0,0,0,0,0,0,0,0
42191,0.82,2.67,0,4.87,0.34,0.57,1.35,0.59
42192,0,0,0,0,0,0,0,0
42193,0,0,0,0,0,0,0,0
42194,0,0,0,0,0,0,0,0
42195,0,0,0,0,0,0,0,0
42196,0,0,0,0,0,0,0,0
42197,0,0,0,0,0,0,0,0
42198,0,0,0,0,0,0,0,0
42199,0,0,0,0,0,0,0,0
42200,0.42,7.25,0,2.75,0.16,0.47,11.91,0.62
42201,10.85,0,1.38,0,0,3.42,6.34,2.46
42202,0,0,0,0,0,0,0,0
42203,0,0,0,0,0,0,0,0
42204,8.49,4.1,3.54,20.73,3.47,19.72,1.07,16.66
42205,0,0,0,0,0,0,0,0
42206,0,0,0,0,0,0,0,0
42207,0,0,0,0,0,0,0,0
42208,0,0,0,0,0,0,0,0
42209,0,0,0,0,0,0,0,0
42210,0,0,0,0,0,0,0,0
42211,0,0,0,0,0,0,0,0
42212,0,0,0,0,0,0,0,0
42213,0,0,0,0,0,0,0,0
42214,0,0,0,0,0,0,0,0
42215,0,0,0,0,0,0,0,0
42216,0,0,0,0,0,0,0,0
42217,0,0,0,0,0,0,0,0
42218,0,0,0,0,0,0,0,0
42219,0,0,0,0,0,0,0,0
42220,0,0.59,0.7,8.44,0,0.4,0,0.92
42221,0,0,0,0,0,0,0,0
42222,0,0,0,0.72,0,0,0.58,0
42223,3.77,2.37,0.07,5.14,7.93,0,0.95,33.2
42224,0.84,0,0,0,0.33,0,0,0
42225,3.74,4.51,0.37,14.5,0,11.12,0,7.07
42226,0,0,0,5.27,0,0,0,12.13
42227,0,0,0.25,0,0.25,6.84,0,2.57
42228,0,0,0,0,0,0,0,0
42229,0,0,0,0,0,0,0,0
42230,0,0,0,0,0,0,0,0
42231,12.56,15.56,4.09,8.86,6.51,0,7.01,19.76
42232,0,0.56,1.54,0,0.29,0,0,0
42233,0,0,0,0,0.34,0,0,0
42234,0,0,0,0,1,7.81,0,10
42235,11.34,7.56,3.12,6.74,3.34,8.94,2.56,0.6
42236,0,0,0,0.81,0,0,0,0
42237,1.14,1.3,0.37,4.62,0.15,8.49,0,1.49
42238,0,16.73,0.12,6.35,2.96,0,0,1.93
42239,0.32,0,0.12,12.34,0.81,0.8,0.34,14.45
42240,0,0,0,86,0,0,1.23,35.8
42241,0,0,0,0,0,0,0,0
42242,0,0,0.53,58.23,0.26,0,0.72,39.1
42243,0.69,0.27,0.25,59.45,0,0,0,17.18
42244,0.98,0.8,2.5,34.05,1.53,8.73,2.86,34.59
42245,0.26,1.52,0.54,98.78,2.65,2.75,0.51,96.75
42246,1.25,2.08,0.61,4.72,2.11,3.22,1.84,6.52
42247,0,0,0,0,0,0,0,0
42248,0,0,0,0,0,0,0,0
42249,3,2.62,1.58,3.98,3.89,5.72,4.55,1.79
42250,0,0,0,0,0,0,0,0
42251,0,0.3,0,0.66,0,0,0.38,0
42252,1.04,6.85,0.92,4.25,3.94,2.92,2.11,11.37
42253,0,0,0.24,1.53,0,2.15,0,9.88
42254,1.32,0.61,1.75,53.23,0.1,0,2.47,6.27
42255,0,0.49,0,9.33,0,0,39.9,6.98
42256,25.8,9.02,5.2,2.82,0,0,1.41,14.9
42257,4.17,7.2,0,0.57,2.36,1.02,11.7,5.52
42258,0,0,0,0,0,0,0.66,2.19
42259,75.7,1.74,2.6,19.98,8.33,142.71,3.8,41.5
42260,58.96,78,34.76,34.08,24.91,32.29,13.53,14.9
42261,4.11,0.95,0.73,8,0.46,9.07,7.41,0.36
42262,0,0,0,0,0,0,0,0
42263,0,0,0,0,0,0,0,0
42264,0,0,0,0,0,0,0,0
42265,2.14,10.71,6.76,8.44,9.34,41.45,23.12,9.07
42266,16.19,3.45,3.62,5.35,4.37,9.94,18.24,6.79
42267,0,0.77,0.23,0,0.48,0,0,13.5
42268,95.61,39.56,6.27,31.35,71.03,275.16,108.44,307.69
42269,0,0,0,0,0,0,0,0
42270,0,0,0,0,0,0,0,1.62
42271,0,0,0,0,0,0,0,0
42272,0,0,0,0,0,0,0,0
42273,1.29,8.47,0.47,5.11,0,0,4.72,34.57
42274,0,0,0,0,0,0,0,0
42275,0,0,0,0,0,0,0,0
42276,8.44,47.51,4.74,24.31,70.34,22.96,7.72,40.09
42277,0,2.52,0,0.36,2.6,1.71,8.02,0.56
42278,0,0,0,0,0,0,0,0
42279,0,0,0,0,0,0,0,0
42280,0,3.93,0.71,12.67,1.35,6.39,10.95,2.48
42281,33.57,33.35,16.32,48.37,10.26,30.44,46.31,24.03
42282,0,0,0,0,0,0,0,0
42283,0,0,0,0,0,0,0,0
42284,0,0,0,0,0,0,0,0
42285,0,0,0,0.86,0,0,0,0
42286,0,0,0,0,0,0,0,0
42287,0,0,0,0,0,0,0,0
42288,1.73,6.46,1.4,8.95,12.21,12.93,49.31,16.28
42289,0,0,0,0.29,0.54,0,0,0.49
42290,0,0,0,0,0,0,0,0
42291,0,0,0,0,0,0,0,0
42292,0,0,0,0,0,0,0,0
42293,0,0,0,0,0,0,0,0
42294,0,0,0,0,0,0,0,0
42295,0,0,0,0,0,0,0,0
42296,0,0,0,0,0,0,0,0
42297,0,0,0,0,0,0,0,0
42298,0,0,0,0,13.16,0.32,0,7.66
42299,0.54,0,0,0.62,0,8.41,0.56,0.91
42300,0,17.86,0.59,31.24,16.32,52.74,5.96,1.68
42301,0,0.34,0.38,9.19,0,0.38,0,4.55
42302,10.76,0,0.22,1.37,7.12,12.15,9.16,3.94
42303,0,0,0,0,0,0,0,0
42304,0.44,0,0,0.85,3.07,0.93,0,1.43
42305,0,0,0,0,0,0,0,0
42306,0,0,0,0,0,0,0,0
42307,0,0,0,0,0,0,0,0
42308,8.62,6.09,6,12.75,9.95,12.83,6.96,11.15
42309,0,0,0,0,0,0,0,0
42310,0.86,27.69,4.29,1,9.65,24.44,13.07,7.26
42311,0,0,0,0,0,0,0,0
42312,0,0,0,0,0,0,0,0
42313,0,0,0,0,0,0,0,0
42314,0,0,0,0,0.14,0,0,0
42315,0,0,0,0,0,0,0,0
42316,5.35,8.85,6.73,20.25,16.35,11.52,8.29,15.15
42317,186.99,107.18,53.35,73.61,157.69,162.83,63.69,96.74
42318,0,0,0,0,0,0,0,0
42319,0,0,0,0,0,0,0,0
42320,0,0,0,0,0,0,0,0
42321,0,0,0,0,0,0,0,0
42322,0,0,0,0,0,0,0,0
42323,0.58,0,1.7,0,0,0,0,0
42324,1.48,5.76,0,2.47,6.7,12.91,8.28,0
42325,0,2.03,4.09,5.2,0.99,0.27,0,10.27
42326,0,0,0,0,0,0,0,0
42327,0,0,0,0,0,0,0,0
42328,1.84,2.84,4.5,4.3,2.55,6.9,0.85,5.72
42329,0,0,0,0,0,0,0,0
42330,0,0,0,0,0,0,0,0
42331,1.21,10.36,4.75,4.29,3.22,3.32,2.42,22.53
42332,44,102.61,3.4,21.79,23.77,21.63,5.84,13.77
42333,10.98,2.36,1.29,5.93,0.58,0.78,8.04,1.78
42334,0,0,0,0,0,0,0,0
42335,3.94,1.06,0.25,3.02,1.05,0.51,1.64,0
42336,0,0,0,0,0,0,0,0
42337,0,0,0,0,0,0,0,0
42338,0,0,0,0,0,0,0,0
42339,0,0,0,0,0,0,0,0
42340,0,0,0,0,0,0,0,0
42341,0,0,0,0,0,0,0,0
42342,0,0,0,0,0,0,0,0
42343,0,0,0,0,0,0,0,0
42344,0,0,0,0,0,0,0,0
42345,0,2.86,0.11,0.13,0.92,2.04,2.29,0.8
42346,17.17,5.66,3.72,33.78,7.86,9.96,2.86,11.31
42347,1.01,1.8,3.42,5.52,0.74,1.48,0.6,0.96
42348,0,0,0,0,0,0,0.33,0
42349,0,0,0,0,0,0,0,1.59
42350,1.67,0.68,0,1.9,1.04,1.45,1.06,1.4
42351,0,0,2.11,0,0.32,0,0,3.78
42352,1.94,0.71,1.16,1.58,1.19,1.31,5.63,0.68
42353,1.43,0.72,1.1,7.26,16.1,3.84,2.88,2.47
42354,0.42,0,1.24,0,0,0,0,0
42355,0,40.32,4.25,16.19,24.58,49.88,7.31,44.36
42356,0,0,0,0,0,0,0,0
42357,0,0,0,0,0,0,0,0
42358,0,0,0,0,0,0,0,0
42359,0,0,0,0,0,0,0,0
42360,0,0,0,0,0,0,0,0
42361,0,28.03,0,0,0,7.37,0,0
42362,0,0,0,0,0,0,0,0
42363,0,0,0,0,0,0,0,0
42364,0,0,0,0,0,0,0,71.8
